actor_id,actor_name,category,title_id,title,year,release_date,type,budget,budget_currency,World-wide,International,Domestic,boxoffice_currency,MCU_film,award_name,award_category,event_name,winner,nomination_year
nm1212722,Benedict Cumberbatch,actor,tt1170358,The Hobbit: The Desolation of Smaug,2013,2013-12-13,movie,225000000,USD,959027992,700640658,258387334,USD,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt1322269,August: Osage County,2013,2014-01-10,movie,25000000,USD,74188937,36450127,37738810,USD,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt1837703,The Fifth Estate,2013,2013-10-18,movie,28000000,USD,9058564,5803556,3255008,USD,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt2024544,12 Years a Slave,2013,2013-11-08,movie,20000000,USD,187733202,131061209,56671993,USD,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt1408101,Star Trek Into Darkness,2013,2013-05-16,movie,190000000,USD,467365246,238586585,228778661,USD,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt0903624,The Hobbit: An Unexpected Journey,2012,2012-12-14,movie,180000000,USD,1017030651,714000000,303030651,USD,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt2315588,Girlfriend in a Coma,NA,NA,movie,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt1650028,Wreckers,2011,2011-12-16,movie,NA,NA,10962,10962,0,USD,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt1568911,War Horse,2011,2011-12-25,movie,66000000,USD,177584879,97700000,79884879,USD,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt1340800,Tinker Tailor Soldier Spy,2011,2012-01-06,movie,20000000,GBP,81515369,57365976,24149393,USD,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt1564623,Curiosity,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt1795369,Frankenstein,2011,2011-03-17,movie,NA,NA,620167,202384,417783,USD,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt0896872,The Whistleblower,2010,2011-01-08,movie,NA,NA,1870392,745426,1124966,USD,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt1510906,Third Star,2010,2011-06-25,movie,1500000,GBP,14586,14586,0,USD,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt1341167,Four Lions,2010,2010-01-23,movie,NA,NA,6149356,5844740,304616,USD,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt0974014,Creation,2009,2010-01-22,movie,10000000,GBP,2058675,1717352,341323,USD,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt8120464,Theatre Live!,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt1067104,Burlesque Fairytales,NA,NA,movie,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt1734537,Agatha Christie's Marple,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt0467200,The Other Boleyn Girl,2008,2008-02-29,movie,35000000,USD,78201830,51386873,26814957,USD,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt0783233,Atonement,2007,2008-01-11,movie,30000000,USD,131016624,80089557,50927067,USD,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt0454776,Amazing Grace,2006,2007-02-23,movie,NA,NA,32120360,10869677,21250683,USD,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt0477095,Starter for 10,2006,2007-03-09,movie,NA,NA,1736394,1519555,216839,USD,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt0101114,Heartbeat,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt0370139,Fortysomething,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt0160904,MI-5,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt0302436,To Kill a King,2003,2003,movie,14300000,USD,567471,567471,0,USD,0,NA,NA,NA,NA,NA
nm1212722,Benedict Cumberbatch,actor,tt0115355,Silent Witness,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt1464335,Uncharted,2022,2022-02-18,movie,120000000,USD,383657447,240500000,143157447,USD,0,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt15450042,The Daily Bugle,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt10872600,Spider-Man: No Way Home,2021,2021-12-17,movie,200000000,USD,1891869434,1088000000,803869434,USD,1,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt7097896,Venom: Let There Be Carnage,2021,2021-10-01,movie,NA,NA,502050366,288500000,213550366,USD,0,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt9130508,Cherry,NA,NA,movie,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt2076822,Chaos Walking,2021,2021-03-05,movie,125000000,USD,26508132,13220224,13287908,USD,0,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt7395114,The Devil All the Time,NA,NA,movie,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt7146812,Onward,2020,2020-03-06,movie,175000000,USD,141940042,80384897,61555145,USD,0,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt6673612,Dolittle,2020,2020-01-17,movie,175000000,USD,245438997,168391932,77047065,USD,0,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt5814534,Spies in Disguise,2019,2019-12-25,movie,100000000,USD,171616764,104859751,66757013,USD,0,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt6320628,Spider-Man: Far from Home,2019,2019-07-02,movie,160000000,USD,1131927996,741395911,390532085,USD,1,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt4154796,Avengers: Endgame,2019,2019-04-26,movie,356000000,USD,2797501328,1939128328,858373000,USD,1,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt4154756,Avengers: Infinity War,2018,2018-04-27,movie,321000000,USD,2048359754,1369544272,678815482,USD,1,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt2140507,The Current War: Director's Cut,2017,2019-10-25,movie,30000000,USD,12217160,6237620,5979540,USD,0,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt2250912,Spider-Man: Homecoming,2017,2017-07-07,movie,175000000,USD,880166924,545965784,334201140,USD,1,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt3531202,Pilgrimage,2017,2017-08-11,movie,4749500,EUR,23689,23689,0,USD,0,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt1212428,The Lost City of Z,2016,2017-04-21,movie,30000000,USD,19263938,10683528,8580410,USD,0,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt4526546,Edge of Winter,NA,NA,movie,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt3498820,Captain America: Civil War,2016,2016-05-06,movie,250000000,USD,1153337496,745253147,408084349,USD,1,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt1390411,In the Heart of the Sea,2015,2015-12-11,movie,100000000,USD,93920758,68900000,25020758,USD,0,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt4085696,Billy Elliot,2014,2014-11-12,movie,NA,NA,3413368,3413368,0,USD,0,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt1894476,How I Live Now,2013,2013-10-15,movie,8000000,USD,925762,865549,60213,USD,0,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt2692904,Locke,2013,2014-01-17,movie,2000000,USD,5090608,3714839,1375769,USD,0,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt1649419,The Impossible,2012,2013-01-04,movie,45000000,USD,198087212,179067330,19019882,USD,0,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt1568921,The Secret World of Arrietty,2010,2012-02-17,movie,23000000,USD,149411550,129824518,19587032,USD,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt11427816,The Blue Racer,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0063939,The Pink Panther Show,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0153094,Tijuana Toads,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0056788,Temple Houston,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0050025,Have Gun - Will Travel,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0053481,The Aquanauts,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0053521,Michael Shayne,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0044259,Death Valley Days,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0051301,Peter Gunn,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0047736,Gunsmoke,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0051324,U.S. Marshal,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0052449,Black Saddle,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0051290,Lawman,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0048916,Zane Grey Theatre,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0048903,Telephone Time,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0050069,Tombstone Territory,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0047739,Highway Patrol,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0050047,Official Detective,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0041007,The Big Story,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0042141,Robert Montgomery Presents,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0046590,Crown Theatre with Gloria Swanson,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0043228,Schlitz Playhouse,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0042093,The Cisco Kid,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0041532,The Judge,NA,NA,movie,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0037419,The Unwritten Code,NA,NA,movie,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0037466,Wing and a Prayer,NA,NA,movie,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0037411,U-Boat Prisoner,NA,NA,movie,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4718969,Tom Holland,actor,tt1600194,Hawaii Five-0,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt10168312,What If...?,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt10514222,Ma Rainey's Black Bottom,NA,NA,movie,NA,NA,NA,NA,NA,NA,0,Oscar,Best Performance by an Actor in a Leading Role,"Academy Awards, USA",Nominated,2021
nm1569276,Chadwick Boseman,actor,tt9777644,Da 5 Bloods,NA,NA,movie,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt8688634,21 Bridges,2019,2019-11-22,movie,33000000,USD,49939757,21400000,28539757,USD,0,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt4154796,Avengers: Endgame,2019,2019-04-26,movie,356000000,USD,2797501328,1939128328,858373000,USD,1,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt4154756,Avengers: Infinity War,2018,2018-04-27,movie,321000000,USD,2048359754,1369544272,678815482,USD,1,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt1825683,Black Panther,2018,2018-02-16,movie,200000000,USD,1347597973,647171407,700426566,USD,1,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt5301662,Marshall,2017,2017-10-13,movie,12000000,USD,10116816,65157,10051659,USD,0,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt1712192,Message from the King,2016,2017-08-04,movie,10000000,USD,315132,315132,0,USD,0,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt3498820,Captain America: Civil War,2016,2016-05-06,movie,250000000,USD,1153337496,745253147,408084349,USD,1,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt2404233,Gods of Egypt,2016,2016-02-26,movie,140000000,USD,150680864,119527400,31153464,USD,0,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt2473602,Get on Up,2014,2014-08-01,movie,30000000,USD,33448971,2745871,30703100,USD,0,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt2223990,Draft Day,2014,2014-04-11,movie,25000000,USD,29824199,981962,28842237,USD,0,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt0453562,42,2013,2013-04-12,movie,40000000,USD,97510197,2450488,95059709,USD,0,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt1727373,The Kill Hole,NA,NA,movie,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt1119644,Fringe,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt1489428,Justified,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt1578258,Detroit 1-8-7,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt1219024,Castle,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt1552112,The Glades,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt1333050,Persons Unknown,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt0775374,Lincoln Heights,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt1235099,Lie to Me,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt0368479,Cold Case,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt0108757,ER,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt0469903,The Express,2008,2008-10-10,movie,40000000,USD,9808124,14718,9793406,USD,0,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt0395843,CSI: NY,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt0098844,Law & Order,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt0197182,Third Watch,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt0065272,All My Children,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt9893350,Lindsey Reiser Reports,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt9376612,Shang-Chi and the Legend of the Ten Rings,2021,2021-09-03,movie,200000000,USD,432243292,207700000,224543292,USD,1,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt19414282,"Between Two Ferns: The Movie, Sorta Uncut Interviews",NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt9398640,Between Two Ferns: The Movie,NA,NA,movie,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt4916630,Just Mercy,2019,2020-01-10,movie,25000000,USD,50401502,14400000,36001502,USD,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt4154796,Avengers: Endgame,2019,2019-04-26,movie,356000000,USD,2797501328,1939128328,858373000,USD,1,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt4154664,Captain Marvel,2019,2019-03-08,movie,160000000,USD,1128462972,701633133,426829839,USD,1,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt1131728,Basmati Blues,2017,2018-02-09,movie,NA,NA,15605,15605,0,USD,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt2338454,Unicorn Store,NA,NA,movie,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt2378507,The Glass Castle,2017,2017-08-11,movie,9000000,USD,22088533,4815474,17273059,USD,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt3731562,Kong: Skull Island,2017,2017-03-10,movie,185000000,USD,566652812,398600000,168052812,USD,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt4158096,Free Fire,2016,2017-04-21,movie,5500000,GBP,3719383,1920071,1799312,USD,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt3170832,Room,2015,2016-01-22,movie,13000000,USD,35401758,20724104,14677654,USD,0,Oscar,Best Performance by an Actress in a Leading Role,"Academy Awards, USA",Winner,2016
nm0488953,Brie Larson,actress,tt3152624,Trainwreck,2015,2015-07-17,movie,35000000,USD,140795793,30583093,110212700,USD,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt3704416,Digging for Fire,2015,2015-08-21,movie,NA,NA,119364,NA,NA,USD,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt2039393,The Gambler,2014,2014-12-25,movie,25000000,USD,39280992,5600000,33680992,USD,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt1439629,Community,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt1981538,Kroll Show,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt2370248,Short Term 12,2013,2013-08-23,movie,NA,NA,1645164,632064,1013100,USD,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt2229499,Don Jon,2013,2013-09-27,movie,3000000,USD,39439355,14961651,24477704,USD,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt1714206,The Spectacular Now,2013,2013-09-13,movie,2500000,USD,6918591,63980,6854611,USD,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt1783495,NTSF:SD:SUV,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt1232829,21 Jump Street,2012,2012-03-16,movie,42000000,USD,201585328,63137661,138447667,USD,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt1480684,The League,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt1754786,Treatment,NA,NA,movie,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt1640548,Rampart,2011,2011-11-23,movie,12000000,USD,1567905,595393,972512,USD,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt1001482,United States of Tara,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt1483756,The Trouble with Bliss,2011,2012-03-23,movie,NA,NA,13093,NA,NA,USD,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0446029,Scott Pilgrim vs. the World,2010,2010-08-13,movie,60000000,USD,49421974,16140284,33281690,USD,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt1054631,House Broken,NA,NA,movie,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt1234654,Greenberg,2010,2010-03-26,movie,NA,NA,6344112,2109942,4234170,USD,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0843641,The Burg,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt1151410,Tanner Hall,2009,2009-10-09,movie,3000000,USD,5073,NA,NA,USD,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt1230387,Just Peck,NA,NA,movie,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0460644,Ghost Whisperer,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0790618,Remember the Daze,NA,NA,movie,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0488539,Farce of the Penguins,2006,2006,movie,NA,NA,6832,6832,0,USD,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0366025,Hope & Faith,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0453494,Hoot,2006,2006-05-05,movie,15000000,USD,8224998,107361,8117637,USD,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0368975,Sleepover,2004,2004-07-09,movie,10000000,USD,10143022,706632,9436390,USD,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0337563,13 Going on 30,2004,2004-04-23,movie,37000000,USD,96455697,39223950,57231747,USD,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0285397,Raising Dad,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0206113,Madison,2001,2001-01-23,movie,13500000,USD,517262,NA,NA,USD,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0202748,Popular,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0108968,Touched by an Angel,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0144071,To Have & to Hold,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0103569,The Tonight Show with Jay Leno,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0202766,Then Came You,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt6467266,Sing 2,2021,2021-12-22,movie,85000000,USD,401472175,239130000,162342175,USD,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt3480822,Black Widow,2021,2021-07-09,movie,200000000,USD,379751655,196100000,183651655,USD,1,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt2584384,Jojo Rabbit,2019,2019-11-08,movie,14000000,USD,90335025,56964119,33370906,USD,0,Oscar,Best Performance by an Actress in a Supporting Role,"Academy Awards, USA",Nominated,2020
nm0424060,Scarlett Johansson,actress,tt7653254,Marriage Story,2019,2019-12-06,movie,18600000,USD,333686,333686,0,USD,0,Oscar,Best Performance by an Actress in a Leading Role,"Academy Awards, USA",Nominated,2020
nm0424060,Scarlett Johansson,actress,tt4154796,Avengers: Endgame,2019,2019-04-26,movie,356000000,USD,2797501328,1939128328,858373000,USD,1,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt4154664,Captain Marvel,2019,2019-03-08,movie,160000000,USD,1128462972,701633133,426829839,USD,1,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0072562,Saturday Night Live,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt4154756,Avengers: Infinity War,2018,2018-04-27,movie,321000000,USD,2048359754,1369544272,678815482,USD,1,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt5104604,Isle of Dogs,2018,2018-04-13,movie,NA,NA,64337744,32322513,32015231,USD,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt4799050,Rough Night,2017,2017-06-16,movie,20000000,USD,47347283,25241640,22105643,USD,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt1219827,Ghost in the Shell,2017,2017-03-31,movie,110000000,USD,169846945,129283388,40563557,USD,0,NA,NA,NA,NA,NA
