actor_id,actor_name,category,title_id,title,year,release_date,type,budget_currency,budget,budget_USD,boxoffice_currency,World_Wide,International,Domestic,MCU_film,award_name,award_category,event_name,winner,nomination_year,MCU_tv,MCU,budget_scaled,boxoffice_scaled,decade,award_mcu,averageRating,numVotes,Gender,first_MCU,BeforeMCU
nm1212722,Benedict Cumberbatch,actor,tt1795369,Frankenstein,2011,2011-03-17,Movie,NA,NA,NA,USD,620167,202384,417783,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,10's,Non-MCU,8.6,3710,Male,2016-11-04,Before
nm1212722,Benedict Cumberbatch,actor,tt0896872,The Whistleblower,2011,2011-01-08,Movie,NA,NA,NA,USD,1870392,745426,1124966,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,10's,Non-MCU,7.1,33631,Male,2016-11-04,Before
nm1212722,Benedict Cumberbatch,actor,tt1510906,Third Star,2011,2011-06-25,Movie,GBP,1500000,1950000,USD,14586,14586,0,0,NA,NA,NA,NA,NA,0,Non-MCU,3.0271334096293687,3.0271334096293687,10's,Non-MCU,7.3,7208,Male,2016-11-04,Before
nm1212722,Benedict Cumberbatch,actor,tt1341167,Four Lions,2010,2010-01-23,Movie,NA,NA,NA,USD,6149356,5844740,304616,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,10's,Non-MCU,7.2,77017,Male,2016-11-04,Before
nm1212722,Benedict Cumberbatch,actor,tt0974014,Creation,2010,2010-01-22,Movie,GBP,10000000,13000000,USD,2058675,1717352,341323,0,NA,NA,NA,NA,NA,0,Non-MCU,3.1823379734581936,3.1823379734581936,10's,Non-MCU,6.6,14462,Male,2016-11-04,Before
nm1212722,Benedict Cumberbatch,actor,tt1067104,Burlesque Fairytales,2009,2009-06-07,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,00's,Non-MCU,5.9,207,Male,2016-11-04,Before
nm1212722,Benedict Cumberbatch,actor,tt1734537,Agatha Christie's Marple,2005,2005-04-17,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,00's,Non-MCU,7.8,8185,Male,2016-11-04,Before
nm1212722,Benedict Cumberbatch,actor,tt0467200,The Other Boleyn Girl,2008,2008-02-29,Movie,USD,35000000,35000000,USD,78201830,51386873,26814957,0,NA,NA,NA,NA,NA,0,Non-MCU,3.4913425349273473,3.4913425349273473,00's,Non-MCU,6.7,111669,Male,2016-11-04,Before
nm1212722,Benedict Cumberbatch,actor,tt0783233,Atonement,2008,2008-01-11,Movie,USD,30000000,30000000,USD,131016624,80089557,50927067,0,NA,NA,NA,NA,NA,0,Non-MCU,3.4211142255025395,3.4211142255025395,00's,Non-MCU,7.8,272062,Male,2016-11-04,Before
nm1212722,Benedict Cumberbatch,actor,tt0454776,Amazing Grace,2007,2007-02-23,Movie,NA,NA,NA,USD,32120360,10869677,21250683,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,00's,Non-MCU,7.4,24743,Male,2016-11-04,Before
nm1212722,Benedict Cumberbatch,actor,tt0477095,Starter for 10,2007,2007-03-09,Movie,NA,NA,NA,USD,1736394,1519555,216839,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,00's,Non-MCU,6.7,23253,Male,2016-11-04,Before
nm1212722,Benedict Cumberbatch,actor,tt0101114,Heartbeat,1992,1992-04-10,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,90's,Non-MCU,6.8,3329,Male,2016-11-04,Before
nm1212722,Benedict Cumberbatch,actor,tt0370139,Fortysomething,2003,2003-06-29,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,00's,Non-MCU,7.6,2149,Male,2016-11-04,Before
nm1212722,Benedict Cumberbatch,actor,tt0160904,MI-5,2003,2003-07-22,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,00's,Non-MCU,8.3,16130,Male,2016-11-04,Before
nm1212722,Benedict Cumberbatch,actor,tt0115355,Silent Witness,1996,1996-02-21,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,90's,Non-MCU,7.9,9130,Male,2016-11-04,Before
nm4043618,Tom Holland,actor,tt1464335,Uncharted,2022,2022-02-18,Movie,USD,120000000,120000000,USD,383657447,240500000,143157447,0,NA,NA,NA,NA,NA,0,Non-MCU,4.685223795149078,4.685223795149078,20's,Non-MCU,6.5,88153,Male,2016-05-06,After
nm4043618,Tom Holland,actor,tt10872600,Spider-Man: No Way Home,2021,2021-12-17,Movie,USD,200000000,200000000,USD,1891869434,1088000000,803869434,1,NA,NA,NA,NA,NA,0,MCU,5.808876745946001,5.808876745946001,20's,MCU,8.4,610753,Male,2016-05-06,After
nm4043618,Tom Holland,actor,tt7097896,Venom: Let There Be Carnage,2021,2021-10-01,Movie,NA,NA,NA,USD,502050366,288500000,213550366,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,20's,Non-MCU,6,194726,Male,2016-05-06,After
nm4043618,Tom Holland,actor,tt9130508,Cherry,2021,2021-03-12,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,20's,Non-MCU,6.6,30410,Male,2016-05-06,After
nm4043618,Tom Holland,actor,tt2076822,Chaos Walking,2021,2021-03-05,Movie,USD,125000000,125000000,USD,26508132,13220224,13287908,0,NA,NA,NA,NA,NA,0,Non-MCU,4.755452104573886,4.755452104573886,20's,Non-MCU,5.7,43545,Male,2016-05-06,After
nm4043618,Tom Holland,actor,tt7395114,The Devil All the Time,2020,2020-09-10,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,20's,Non-MCU,7.1,127051,Male,2016-05-06,After
nm4043618,Tom Holland,actor,tt7146812,Onward,2020,2020-03-06,Movie,USD,175000000,175000000,USD,141940042,80384897,61555145,0,NA,NA,NA,NA,NA,0,Non-MCU,5.457735198821963,5.457735198821963,20's,Non-MCU,7.4,140854,Male,2016-05-06,After
nm4043618,Tom Holland,actor,tt6673612,Dolittle,2020,2020-01-17,Movie,USD,175000000,175000000,USD,245438997,168391932,77047065,0,NA,NA,NA,NA,NA,0,Non-MCU,5.457735198821963,5.457735198821963,20's,Non-MCU,5.6,62093,Male,2016-05-06,After
nm4043618,Tom Holland,actor,tt5814534,Spies in Disguise,2019,2019-12-25,Movie,USD,100000000,100000000,USD,171616764,104859751,66757013,0,NA,NA,NA,NA,NA,0,Non-MCU,4.404310557449847,4.404310557449847,10's,Non-MCU,6.8,46564,Male,2016-05-06,After
nm4043618,Tom Holland,actor,tt6320628,Spider-Man: Far from Home,2019,2019-07-02,Movie,USD,160000000,160000000,USD,1131927996,741395911,390532085,1,NA,NA,NA,NA,NA,0,MCU,5.24705027054754,5.24705027054754,10's,MCU,7.4,459402,Male,2016-05-06,After
nm4043618,Tom Holland,actor,tt4154796,Avengers: Endgame,2019,2019-04-26,Movie,USD,356000000,356000000,USD,2797501328,1939128328,858373000,1,NA,NA,NA,NA,NA,0,MCU,8,8,10's,MCU,8.4,1045012,Male,2016-05-06,After
nm4043618,Tom Holland,actor,tt4154756,Avengers: Infinity War,2018,2018-04-27,Movie,USD,321000000,321000000,USD,2048359754,1369544272,678815482,1,NA,NA,NA,NA,NA,0,MCU,7.508401834026347,7.508401834026347,10's,MCU,8.4,1008408,Male,2016-05-06,After
nm4043618,Tom Holland,actor,tt2140507,The Current War: Director's Cut,2019,2019-10-25,Movie,USD,30000000,30000000,USD,12217160,6237620,5979540,0,NA,NA,NA,NA,NA,0,Non-MCU,3.4211142255025395,3.4211142255025395,10's,Non-MCU,6.5,26704,Male,2016-05-06,After
nm4043618,Tom Holland,actor,tt2250912,Spider-Man: Homecoming,2017,2017-07-07,Movie,USD,175000000,175000000,USD,880166924,545965784,334201140,1,NA,NA,NA,NA,NA,0,MCU,5.457735198821963,5.457735198821963,10's,MCU,7.4,625612,Male,2016-05-06,After
nm4043618,Tom Holland,actor,tt3531202,Pilgrimage,2017,2017-08-11,Movie,EUR,4749500,5129460,USD,23689,23689,0,0,NA,NA,NA,NA,NA,0,Non-MCU,3.0717910297661284,3.0717910297661284,10's,Non-MCU,5.8,5568,Male,2016-05-06,After
nm4043618,Tom Holland,actor,tt1212428,The Lost City of Z,2017,2017-04-21,Movie,USD,30000000,30000000,USD,19263938,10683528,8580410,0,NA,NA,NA,NA,NA,0,Non-MCU,3.4211142255025395,3.4211142255025395,10's,Non-MCU,6.6,88768,Male,2016-05-06,After
nm4043618,Tom Holland,actor,tt4526546,Edge of Winter,2016,2016-08-02,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,10's,Non-MCU,5.3,4097,Male,2016-05-06,After
nm4043618,Tom Holland,actor,tt3498820,Captain America: Civil War,2016,2016-05-06,Movie,USD,250000000,250000000,USD,1153337496,745253147,408084349,1,NA,NA,NA,NA,NA,0,MCU,6.511159840194077,6.511159840194077,10's,MCU,7.8,751061,Male,2016-05-06,After
nm4043618,Tom Holland,actor,tt1390411,In the Heart of the Sea,2015,2015-12-11,Movie,USD,100000000,100000000,USD,93920758,68900000,25020758,0,NA,NA,NA,NA,NA,0,Non-MCU,4.404310557449847,4.404310557449847,10's,Non-MCU,6.9,135878,Male,2016-05-06,Before
nm4043618,Tom Holland,actor,tt4085696,Billy Elliot,2014,2014-11-12,Movie,NA,NA,NA,USD,3413368,3413368,0,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,10's,Non-MCU,8.4,1741,Male,2016-05-06,Before
nm4043618,Tom Holland,actor,tt1894476,How I Live Now,2013,2013-10-15,Movie,USD,8000000,8000000,USD,925762,865549,60213,0,NA,NA,NA,NA,NA,0,Non-MCU,3.112109664033386,3.112109664033386,10's,Non-MCU,6.4,30139,Male,2016-05-06,Before
nm4043618,Tom Holland,actor,tt2692904,Locke,2014,2014-01-17,Movie,USD,2000000,2000000,USD,5090608,3714839,1375769,0,NA,NA,NA,NA,NA,0,Non-MCU,3.0278356927236167,3.0278356927236167,10's,Non-MCU,7.1,147373,Male,2016-05-06,Before
nm4043618,Tom Holland,actor,tt1649419,The Impossible,2013,2013-01-04,Movie,USD,45000000,45000000,USD,198087212,179067330,19019882,0,NA,NA,NA,NA,NA,0,Non-MCU,3.6317991537769627,3.6317991537769627,10's,Non-MCU,7.5,219563,Male,2016-05-06,Before
nm4043618,Tom Holland,actor,tt1568921,The Secret World of Arrietty,2012,2012-02-17,Movie,USD,23000000,23000000,USD,149411550,129824518,19587032,0,NA,NA,NA,NA,NA,0,Non-MCU,3.322794592307809,3.322794592307809,10's,Non-MCU,7.6,90172,Male,2016-05-06,Before
nm1569276,Chadwick Boseman,actor,tt10168312,What If...?,2021,2021-08-11,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,MCU,3,3,20's,MCU,7.5,95377,Male,2016-05-06,After
nm1569276,Chadwick Boseman,actor,tt10514222,Ma Rainey's Black Bottom,2020,2020-12-18,Movie,NA,NA,NA,NA,NA,NA,NA,0,Oscar,Best Performance by an Actor in a Leading Role,"Academy Awards, USA",Nominated,2021,0,Non-MCU,3,3,20's,Academy Award Nominee,6.9,50344,Male,2016-05-06,After
nm1569276,Chadwick Boseman,actor,tt9777644,Da 5 Bloods,2020,2020-06-12,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,20's,Non-MCU,6.5,50221,Male,2016-05-06,After
nm1569276,Chadwick Boseman,actor,tt8688634,21 Bridges,2019,2019-11-22,Movie,USD,33000000,33000000,USD,49939757,21400000,28539757,0,NA,NA,NA,NA,NA,0,Non-MCU,3.4632512111574245,3.4632512111574245,10's,Non-MCU,6.6,64168,Male,2016-05-06,After
nm1569276,Chadwick Boseman,actor,tt4154796,Avengers: Endgame,2019,2019-04-26,Movie,USD,356000000,356000000,USD,2797501328,1939128328,858373000,1,NA,NA,NA,NA,NA,0,MCU,8,8,10's,MCU,8.4,1045012,Male,2016-05-06,After
nm1569276,Chadwick Boseman,actor,tt4154756,Avengers: Infinity War,2018,2018-04-27,Movie,USD,321000000,321000000,USD,2048359754,1369544272,678815482,1,NA,NA,NA,NA,NA,0,MCU,7.508401834026347,7.508401834026347,10's,MCU,8.4,1008408,Male,2016-05-06,After
nm1569276,Chadwick Boseman,actor,tt1825683,Black Panther,2018,2018-02-16,Movie,USD,200000000,200000000,USD,1347597973,647171407,700426566,1,NA,NA,NA,NA,NA,0,MCU,5.808876745946001,5.808876745946001,10's,MCU,7.3,718733,Male,2016-05-06,After
nm1569276,Chadwick Boseman,actor,tt5301662,Marshall,2017,2017-10-13,Movie,USD,12000000,12000000,USD,10116816,65157,10051659,0,NA,NA,NA,NA,NA,0,Non-MCU,3.168292311573232,3.168292311573232,10's,Non-MCU,7.2,23880,Male,2016-05-06,After
nm1569276,Chadwick Boseman,actor,tt1712192,Message from the King,2017,2017-08-04,Movie,USD,10000000,10000000,USD,315132,315132,0,0,NA,NA,NA,NA,NA,0,Non-MCU,3.140200987803309,3.140200987803309,10's,Non-MCU,6.4,16344,Male,2016-05-06,After
nm1569276,Chadwick Boseman,actor,tt3498820,Captain America: Civil War,2016,2016-05-06,Movie,USD,250000000,250000000,USD,1153337496,745253147,408084349,1,NA,NA,NA,NA,NA,0,MCU,6.511159840194077,6.511159840194077,10's,MCU,7.8,751061,Male,2016-05-06,After
nm1569276,Chadwick Boseman,actor,tt2404233,Gods of Egypt,2016,2016-02-26,Movie,USD,140000000,140000000,USD,150680864,119527400,31153464,0,NA,NA,NA,NA,NA,0,Non-MCU,4.966137032848309,4.966137032848309,10's,Non-MCU,5.4,114980,Male,2016-05-06,Before
nm1569276,Chadwick Boseman,actor,tt2473602,Get on Up,2014,2014-08-01,Movie,USD,30000000,30000000,USD,33448971,2745871,30703100,0,NA,NA,NA,NA,NA,0,Non-MCU,3.4211142255025395,3.4211142255025395,10's,Non-MCU,6.9,24448,Male,2016-05-06,Before
nm1569276,Chadwick Boseman,actor,tt2223990,Draft Day,2014,2014-04-11,Movie,USD,25000000,25000000,USD,29824199,981962,28842237,0,NA,NA,NA,NA,NA,0,Non-MCU,3.3508859160777322,3.3508859160777322,10's,Non-MCU,6.8,59457,Male,2016-05-06,Before
nm1569276,Chadwick Boseman,actor,tt0453562,42,2013,2013-04-12,Movie,USD,40000000,40000000,USD,97510197,2450488,95059709,0,NA,NA,NA,NA,NA,0,Non-MCU,3.561570844352155,3.561570844352155,10's,Non-MCU,7.5,93294,Male,2016-05-06,Before
nm1569276,Chadwick Boseman,actor,tt1727373,The Kill Hole,2012,2012-08-28,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,10's,Non-MCU,4.3,539,Male,2016-05-06,Before
nm1569276,Chadwick Boseman,actor,tt1119644,Fringe,2008,2008-09-09,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,00's,Non-MCU,8.5,236281,Male,2016-05-06,Before
nm1569276,Chadwick Boseman,actor,tt1489428,Justified,2010,2010-03-16,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,10's,Non-MCU,8.6,97230,Male,2016-05-06,Before
nm1569276,Chadwick Boseman,actor,tt1578258,Detroit 1-8-7,2010,2010-09-21,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,10's,Non-MCU,7.6,3370,Male,2016-05-06,Before
nm1569276,Chadwick Boseman,actor,tt1552112,The Glades,2010,2010-07-11,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,10's,Non-MCU,7.4,13314,Male,2016-05-06,Before
nm1569276,Chadwick Boseman,actor,tt1333050,Persons Unknown,2010,2010-06-07,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,10's,Non-MCU,6.8,8496,Male,2016-05-06,Before
nm1569276,Chadwick Boseman,actor,tt1235099,Lie to Me,2009,2009-01-21,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,00's,Non-MCU,8,117970,Male,2016-05-06,Before
nm1569276,Chadwick Boseman,actor,tt0368479,Cold Case,2003,2003-09-28,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,00's,Non-MCU,7.6,27038,Male,2016-05-06,Before
nm1569276,Chadwick Boseman,actor,tt0108757,ER,1994,1994-09-19,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,90's,Non-MCU,7.8,58807,Male,2016-05-06,Before
nm1569276,Chadwick Boseman,actor,tt0469903,The Express,2008,2008-10-10,Movie,USD,40000000,40000000,USD,9808124,14718,9793406,0,NA,NA,NA,NA,NA,0,Non-MCU,3.561570844352155,3.561570844352155,00's,Non-MCU,7.2,21378,Male,2016-05-06,Before
nm1569276,Chadwick Boseman,actor,tt0395843,CSI: NY,2004,2004-09-22,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,00's,Non-MCU,6.9,46545,Male,2016-05-06,Before
nm1569276,Chadwick Boseman,actor,tt0098844,Law & Order,1990,1990-09-13,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,90's,Non-MCU,7.8,37163,Male,2016-05-06,Before
nm1569276,Chadwick Boseman,actor,tt0197182,Third Watch,1999,1999-09-23,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,90's,Non-MCU,7.9,9891,Male,2016-05-06,Before
nm1569276,Chadwick Boseman,actor,tt0065272,All My Children,1970,1970-01-05,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,70's,Non-MCU,6.6,2896,Male,2016-05-06,Before
nm0488953,Brie Larson,actress,tt9376612,Shang-Chi and the Legend of the Ten Rings,2021,2021-09-03,Movie,USD,200000000,200000000,USD,432243292,207700000,224543292,1,NA,NA,NA,NA,NA,0,MCU,5.808876745946001,5.808876745946001,20's,MCU,7.4,347523,Female,2019-03-08,After
nm0488953,Brie Larson,actress,tt19414282,"Between Two Ferns: The Movie, Sorta Uncut Interviews",2020,2020-08-21,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,20's,Non-MCU,NA,NA,Female,2019-03-08,After
nm0488953,Brie Larson,actress,tt9398640,Between Two Ferns: The Movie,2019,2019-09-20,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,10's,Non-MCU,6.1,31560,Female,2019-03-08,After
nm0488953,Brie Larson,actress,tt4916630,Just Mercy,2020,2020-01-10,Movie,USD,25000000,25000000,USD,50401502,14400000,36001502,0,NA,NA,NA,NA,NA,0,Non-MCU,3.3508859160777322,3.3508859160777322,20's,Non-MCU,7.6,64481,Female,2019-03-08,After
nm0488953,Brie Larson,actress,tt4154796,Avengers: Endgame,2019,2019-04-26,Movie,USD,356000000,356000000,USD,2797501328,1939128328,858373000,1,NA,NA,NA,NA,NA,0,MCU,8,8,10's,MCU,8.4,1045012,Female,2019-03-08,After
nm0488953,Brie Larson,actress,tt4154664,Captain Marvel,2019,2019-03-08,Movie,USD,160000000,160000000,USD,1128462972,701633133,426829839,1,NA,NA,NA,NA,NA,0,MCU,5.24705027054754,5.24705027054754,10's,MCU,6.8,530650,Female,2019-03-08,After
nm0488953,Brie Larson,actress,tt1131728,Basmati Blues,2018,2018-02-09,Movie,NA,NA,NA,USD,15605,15605,0,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,10's,Non-MCU,3.6,1994,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt2338454,Unicorn Store,2019,2019-04-05,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,10's,Non-MCU,5.5,19272,Female,2019-03-08,After
nm0488953,Brie Larson,actress,tt2378507,The Glass Castle,2017,2017-08-11,Movie,USD,9000000,9000000,USD,22088533,4815474,17273059,0,NA,NA,NA,NA,NA,0,Non-MCU,3.1261553259183477,3.1261553259183477,10's,Non-MCU,7.1,33184,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt3731562,Kong: Skull Island,2017,2017-03-10,Movie,USD,185000000,185000000,USD,566652812,398600000,168052812,0,NA,NA,NA,NA,NA,0,Non-MCU,5.5981918176715775,5.5981918176715775,10's,Non-MCU,6.6,310013,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt4158096,Free Fire,2017,2017-04-21,Movie,GBP,5500000,7150000,USD,3719383,1920071,1799312,0,NA,NA,NA,NA,NA,0,Non-MCU,3.1001708514311686,3.1001708514311686,10's,Non-MCU,6.3,46340,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt3170832,Room,2016,2016-01-22,Movie,USD,13000000,13000000,USD,35401758,20724104,14677654,0,Oscar,Best Performance by an Actress in a Leading Role,"Academy Awards, USA",Winner,2016,0,Non-MCU,3.1823379734581936,3.1823379734581936,10's,Academy Award Winner,8.1,408167,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt3152624,Trainwreck,2015,2015-07-17,Movie,USD,35000000,35000000,USD,140795793,30583093,110212700,0,NA,NA,NA,NA,NA,0,Non-MCU,3.4913425349273473,3.4913425349273473,10's,Non-MCU,6.2,136018,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt3704416,Digging for Fire,2015,2015-08-21,Movie,NA,NA,NA,USD,119364,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,10's,Non-MCU,5.8,6226,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt2039393,The Gambler,2014,2014-12-25,Movie,USD,25000000,25000000,USD,39280992,5600000,33680992,0,NA,NA,NA,NA,NA,0,Non-MCU,3.3508859160777322,3.3508859160777322,10's,Non-MCU,6,69908,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt1439629,Community,2009,2009-09-17,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,00's,Non-MCU,8.5,251977,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt1981538,Kroll Show,2013,2013-01-16,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,10's,Non-MCU,6.8,4856,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt2370248,Short Term 12,2013,2013-08-23,Movie,NA,NA,NA,USD,1645164,632064,1013100,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,10's,Non-MCU,7.9,86914,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt2229499,Don Jon,2013,2013-09-27,Movie,USD,3000000,3000000,USD,39439355,14961651,24477704,0,NA,NA,NA,NA,NA,0,Non-MCU,3.041881354608578,3.041881354608578,10's,Non-MCU,6.5,237814,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt1714206,The Spectacular Now,2013,2013-09-13,Movie,USD,2500000,2500000,USD,6918591,63980,6854611,0,NA,NA,NA,NA,NA,0,Non-MCU,3.0348585236660974,3.0348585236660974,10's,Non-MCU,7.1,151337,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt1783495,NTSF:SD:SUV,2011,2011-07-21,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,10's,Non-MCU,7.3,3185,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt1232829,21 Jump Street,2012,2012-03-16,Movie,USD,42000000,42000000,USD,201585328,63137661,138447667,0,NA,NA,NA,NA,NA,0,Non-MCU,3.589662168122078,3.589662168122078,10's,Non-MCU,7.2,545507,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt1480684,The League,2009,2009-10-29,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,00's,Non-MCU,8.3,47830,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt1640548,Rampart,2011,2011-11-23,Movie,USD,12000000,12000000,USD,1567905,595393,972512,0,NA,NA,NA,NA,NA,0,Non-MCU,3.168292311573232,3.168292311573232,10's,Non-MCU,5.8,24036,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt1001482,United States of Tara,2009,2009-01-18,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,00's,Non-MCU,7.9,23573,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt1483756,The Trouble with Bliss,2012,2012-03-23,Movie,NA,NA,NA,USD,13093,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,10's,Non-MCU,5.3,2663,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt0446029,Scott Pilgrim vs. the World,2010,2010-08-13,Movie,USD,60000000,60000000,USD,49421974,16140284,33281690,0,NA,NA,NA,NA,NA,0,Non-MCU,3.842484082051386,3.842484082051386,10's,Non-MCU,7.5,414984,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt1054631,House Broken,2010,2010-03-30,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,10's,Non-MCU,4.6,2261,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt1234654,Greenberg,2010,2010-03-26,Movie,NA,NA,NA,USD,6344112,2109942,4234170,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,10's,Non-MCU,6.1,37511,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt0843641,The Burg,2006,2006-06-26,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,00's,Non-MCU,7.7,82,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt1151410,Tanner Hall,2009,2009-10-09,Movie,USD,3000000,3000000,USD,5073,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3.041881354608578,3.041881354608578,00's,Non-MCU,5.7,3749,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt0460644,Ghost Whisperer,2005,2005-09-23,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,00's,Non-MCU,6.4,45389,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt0366025,Hope & Faith,2003,2003-09-26,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,00's,Non-MCU,5.4,4705,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt0453494,Hoot,2006,2006-05-05,Movie,USD,15000000,15000000,USD,8224998,107361,8117637,0,NA,NA,NA,NA,NA,0,Non-MCU,3.2104292972281168,3.2104292972281168,00's,Non-MCU,5.5,8326,Female,2019-03-08,Before
nm0488953,Brie Larson,actress,tt0368975,Sleepover,2004,2004-07-09,Movie,USD,10000000,10000000,USD,10143022,706632,9436390,0,NA,NA,NA,NA,NA,0,Non-MCU,3.140200987803309,3.140200987803309,00's,Non-MCU,5.2,16574,Female,2019-03-08,Before
