actor_id,actor_name,category,title_id,title,year,release_date,type,budget_currency,budget,budget_USD,boxoffice_currency,World_Wide,International,Domestic,MCU_film,award_name,award_category,event_name,winner,nomination_year,MCU_tv,MCU,budget_scaled,boxoffice_scaled,decade,award_mcu,averageRating,numVotes,Gender,first_MCU,BeforeMCU
nm0000375,Robert Downey Jr.,actor,tt0131325,Bowfinger,1999,1999-08-13,Movie,USD,55000000,55000000,USD,98625775,32241000,66384775,0,NA,NA,NA,NA,NA,0,Non-MCU,3.772255772626578,3.772255772626578,90's,Non-MCU,6.5,70315,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0143261,Friends & Lovers,1999,1999-04-16,Movie,NA,NA,NA,USD,33543,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,90's,Non-MCU,4.4,1632,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0120710,In Dreams,1999,1999-01-15,Movie,USD,30000000,30000000,USD,12017369,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3.4211142255025395,3.4211142255025395,90's,Non-MCU,5.5,12999,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0120873,U.S. Marshals,1998,1998-03-06,Movie,USD,60000000,60000000,USD,102367405,45200000,57167405,0,NA,NA,NA,NA,NA,0,Non-MCU,3.842484082051386,3.842484082051386,90's,Non-MCU,6.5,103223,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0119196,The Gingerbread Man,1998,1998-01-23,Movie,USD,25000000,25000000,USD,1677131,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3.3508859160777322,3.3508859160777322,90's,Non-MCU,5.7,11156,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0119327,Hugo Pool,1997,1997-12-12,Movie,NA,NA,NA,USD,13330,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,90's,Non-MCU,5,1987,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0119832,One Night Stand,1997,1997-11-14,Movie,USD,24000000,24000000,USD,2642983,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3.3368402541927704,3.3368402541927704,90's,Non-MCU,5.8,6905,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0116016,Danger Zone,1996,1996-08-02,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,90's,Non-MCU,4.4,884,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0114272,Restoration,1996,1996-02-02,Movie,USD,19000000,19000000,USD,4005941,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3.2666119447679627,3.2666119447679627,90's,Non-MCU,6.6,9434,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0113321,Home for the Holidays,1995,1995-11-03,Movie,USD,20000000,20000000,USD,17519169,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3.2806576066529245,3.2806576066529245,90's,Non-MCU,6.5,13193,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0114279,Richard III,1995,1995-12-29,Movie,GBP,6000000,7800000,USD,2748518,63614,2684904,0,NA,NA,NA,NA,NA,0,Non-MCU,3.1093005316563938,3.1093005316563938,90's,Non-MCU,7.3,14635,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0110737,Only You,1994,1994-10-07,Movie,NA,NA,NA,USD,20059210,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,90's,Non-MCU,6.5,22515,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0110632,Natural Born Killers,1994,1994-08-26,Movie,USD,34000000,34000000,USD,50283563,797,50282766,0,NA,NA,NA,NA,NA,0,Non-MCU,3.477296873042386,3.477296873042386,90's,Non-MCU,7.2,230459,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0109969,Hail Caesar,1994,1994-05-11,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,90's,Non-MCU,3.1,1202,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0107091,Heart and Souls,1993,1993-08-13,Movie,USD,25000000,25000000,USD,16589540,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3.3508859160777322,3.3508859160777322,90's,Non-MCU,6.9,17442,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0103939,Chaplin,1993,1993-01-08,Movie,USD,31000000,31000000,USD,9493259,NA,NA,0,Oscar,Best Actor in a Leading Role,"Academy Awards, USA",Nominated,1993,0,Non-MCU,3.4351598873875013,3.4351598873875013,90's,Academy Award Nominee,7.5,57225,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0102951,Soapdish,1991,1991-05-31,Movie,USD,25000000,25000000,USD,36489888,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3.3508859160777322,3.3508859160777322,90's,Non-MCU,6.6,16086,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0103100,Too Much Sun,1991,1991-01-25,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,90's,Non-MCU,4.1,454,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0099005,Air America,1990,1990-08-10,Movie,USD,35000000,35000000,USD,33461269,2407668,31053601,0,NA,NA,NA,NA,NA,0,Non-MCU,3.4913425349273473,3.4913425349273473,90's,Non-MCU,5.8,28585,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0097044,Chances Are,1989,1989-03-10,Movie,USD,16000000,16000000,USD,16278590,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3.224474959113078,3.224474959113078,80's,Non-MCU,6.4,12777,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0098524,True Believer,1989,1989-02-17,Movie,NA,NA,NA,USD,8742750,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,80's,Non-MCU,6.7,4843,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0094594,1969,1988,1988-11-18,Movie,USD,7000000,7000000,USD,5979011,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3.0980640021484245,3.0980640021484245,80's,Non-MCU,5.7,3774,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0095409,Johnny Be Good,1988,1988-03-25,Movie,USD,22000000,22000000,USD,17550399,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3.3087489304228477,3.3087489304228477,80's,Non-MCU,4.6,6730,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0093407,Less Than Zero,1987,1987-11-06,Movie,NA,NA,NA,USD,12396383,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,80's,Non-MCU,6.4,20224,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0095978,Rented Lips,1988,1988-07-01,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,80's,Non-MCU,3.8,360,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0093737,The Pick-up Artist,1987,1987-09-18,Movie,USD,15000000,15000000,USD,13290368,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3.2104292972281168,3.2104292972281168,80's,Non-MCU,5.3,7056,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0090685,Back to School,1986,1986-06-13,Movie,USD,11000000,11000000,USD,91258000,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3.1542466496882704,3.1542466496882704,80's,Non-MCU,6.6,31996,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0090305,Weird Science,1985,1985-08-02,Movie,USD,7500000,7500000,USD,38934048,15100000,23834048,0,NA,NA,NA,NA,NA,0,Non-MCU,3.105086833090905,3.105086833090905,80's,Non-MCU,6.6,87154,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0089208,Girls Just Want to Have Fun,1985,1985-04-12,Movie,NA,NA,NA,USD,6326051,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,80's,Non-MCU,5.9,11950,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0090213,Tuff Turf,1985,1985-01-11,Movie,NA,NA,NA,USD,9369329,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,80's,Non-MCU,6,4918,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0087263,Firstborn,1984,1984-10-26,Movie,USD,8000000,8000000,USD,6250994,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3.112109664033386,3.112109664033386,80's,Non-MCU,6.2,2465,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0085208,Baby It's You,1983,1983-03-04,Movie,USD,3000000,3000000,USD,1867792,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3.041881354608578,3.041881354608578,80's,Non-MCU,6.3,1922,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0081695,Up the Academy,1980,1980-06-06,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,80's,Non-MCU,4.7,1732,Male,2008-05-02,Before
nm0000375,Robert Downey Jr.,actor,tt0068659,Greaser's Palace,1972,1972-07-31,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,70's,Non-MCU,5.8,1064,Male,2008-05-02,Before
nm1165110,Chris Hemsworth,actor,tt10168312,What If...?,2021,2021-08-11,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,MCU,3,3,20's,MCU,7.5,95377,Male,2011-05-06,After
nm1165110,Chris Hemsworth,actor,tt9140554,Loki,2021,2021-06-09,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,MCU,3,3,20's,MCU,8.2,278373,Male,2011-05-06,After
nm1165110,Chris Hemsworth,actor,tt8936646,Extraction,2020,2020-04-24,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3,3,20's,Non-MCU,6.7,191771,Male,2011-05-06,After
nm1165110,Chris Hemsworth,actor,tt6521876,Jay and Silent Bob Reboot,2019,2019-10-15,Movie,USD,10000000,10000000,USD,4691248,101758,4589490,0,NA,NA,NA,NA,NA,0,Non-MCU,3.140200987803309,3.140200987803309,10's,Non-MCU,5.6,24798,Male,2011-05-06,After
nm1165110,Chris Hemsworth,actor,tt2283336,Men in Black: International,2019,2019-06-14,Movie,USD,110000000,110000000,USD,253890701,173888894,80001807,0,NA,NA,NA,NA,NA,0,Non-MCU,4.544767176299462,4.544767176299462,10's,Non-MCU,5.6,130177,Male,2011-05-06,After
nm1165110,Chris Hemsworth,actor,tt4154796,Avengers: Endgame,2019,2019-04-26,Movie,USD,356000000,356000000,USD,2797501328,1939128328,858373000,1,NA,NA,NA,NA,NA,0,MCU,8,8,10's,MCU,8.4,1045012,Male,2011-05-06,After
nm1165110,Chris Hemsworth,actor,tt6628394,Bad Times at the El Royale,2018,2018-10-12,Movie,USD,32000000,32000000,USD,31882724,14043609,17839115,0,NA,NA,NA,NA,NA,0,Non-MCU,3.4492055492724627,3.4492055492724627,10's,Non-MCU,7.1,145002,Male,2011-05-06,After
nm1165110,Chris Hemsworth,actor,tt4154756,Avengers: Infinity War,2018,2018-04-27,Movie,USD,321000000,321000000,USD,2048359754,1369544272,678815482,1,NA,NA,NA,NA,NA,0,MCU,7.508401834026347,7.508401834026347,10's,MCU,8.4,1008408,Male,2011-05-06,After
nm1165110,Chris Hemsworth,actor,tt1413492,12 Strong,2018,2018-01-19,Movie,USD,35000000,35000000,USD,67450815,21631102,45819713,0,NA,NA,NA,NA,NA,0,Non-MCU,3.4913425349273473,3.4913425349273473,10's,Non-MCU,6.5,77809,Male,2011-05-06,After
nm1165110,Chris Hemsworth,actor,tt3501632,Thor: Ragnarok,2017,2017-11-03,Movie,USD,180000000,180000000,USD,853983911,538925622,315058289,1,NA,NA,NA,NA,NA,0,MCU,5.52796350824677,5.52796350824677,10's,MCU,7.9,694511,Male,2011-05-06,After
nm1165110,Chris Hemsworth,actor,tt1211837,Doctor Strange,2016,2016-11-04,Movie,USD,165000000,165000000,USD,677796076,445154156,232641920,1,NA,NA,NA,NA,NA,0,MCU,5.317278579972347,5.317278579972347,10's,MCU,7.5,692151,Male,2011-05-06,After
nm1165110,Chris Hemsworth,actor,tt1289401,Ghostbusters,2016,2016-07-15,Movie,USD,144000000,144000000,USD,229147509,100796935,128350574,0,NA,NA,NA,NA,NA,0,Non-MCU,5.022319680388154,5.022319680388154,10's,Non-MCU,6.9,226463,Male,2011-05-06,After
nm1165110,Chris Hemsworth,actor,tt2381991,The Huntsman: Winter's War,2016,2016-04-22,Movie,USD,115000000,115000000,USD,164989338,116599148,48390190,0,NA,NA,NA,NA,NA,0,Non-MCU,4.61499548572427,4.61499548572427,10's,Non-MCU,6.1,107889,Male,2011-05-06,After
nm1165110,Chris Hemsworth,actor,tt1390411,In the Heart of the Sea,2015,2015-12-11,Movie,USD,100000000,100000000,USD,93920758,68900000,25020758,0,NA,NA,NA,NA,NA,0,Non-MCU,4.404310557449847,4.404310557449847,10's,Non-MCU,6.9,135878,Male,2011-05-06,After
nm1165110,Chris Hemsworth,actor,tt1524930,Vacation,2015,2015-07-29,Movie,USD,31000000,31000000,USD,107228221,48344033,58884188,0,NA,NA,NA,NA,NA,0,Non-MCU,3.4351598873875013,3.4351598873875013,10's,Non-MCU,6.1,109720,Male,2011-05-06,After
nm1165110,Chris Hemsworth,actor,tt2395427,Avengers: Age of Ultron,2015,2015-05-01,Movie,USD,250000000,250000000,USD,1402809540,943803672,459005868,1,NA,NA,NA,NA,NA,0,MCU,6.511159840194077,6.511159840194077,10's,MCU,7.3,830132,Male,2011-05-06,After
nm1165110,Chris Hemsworth,actor,tt2717822,Blackhat,2015,2015-01-16,Movie,USD,70000000,70000000,USD,19652057,11646077,8005980,0,NA,NA,NA,NA,NA,0,Non-MCU,3.982940700901001,3.982940700901001,10's,Non-MCU,5.4,59117,Male,2011-05-06,After
nm1165110,Chris Hemsworth,actor,tt1981115,Thor: The Dark World,2013,2013-11-08,Movie,USD,170000000,170000000,USD,644783140,438421000,206362140,1,NA,NA,NA,NA,NA,0,MCU,5.387506889397155,5.387506889397155,10's,MCU,6.8,656456,Male,2011-05-06,After
nm1165110,Chris Hemsworth,actor,tt1979320,Rush,2013,2013-09-27,Movie,USD,38000000,38000000,USD,96983009,70035385,26947624,0,NA,NA,NA,NA,NA,0,Non-MCU,3.5334795205822322,3.5334795205822322,10's,Non-MCU,8.1,467853,Male,2011-05-06,After
nm1165110,Chris Hemsworth,actor,tt1234719,Red Dawn,2012,2012-11-21,Movie,USD,65000000,65000000,USD,50950296,6143513,44806783,0,NA,NA,NA,NA,NA,0,Non-MCU,3.9127123914761937,3.9127123914761937,10's,Non-MCU,5.3,76640,Male,2011-05-06,After
nm1165110,Chris Hemsworth,actor,tt1735898,Snow White and the Huntsman,2012,2012-06-01,Movie,USD,170000000,170000000,USD,396592829,241260448,155332381,0,NA,NA,NA,NA,NA,0,Non-MCU,5.387506889397155,5.387506889397155,10's,Non-MCU,6.1,285891,Male,2011-05-06,After
nm1165110,Chris Hemsworth,actor,tt0848228,The Avengers,2012,2012-05-04,Movie,USD,220000000,220000000,USD,1518815515,895457605,623357910,1,NA,NA,NA,NA,NA,0,MCU,6.089789983645232,6.089789983645232,10's,MCU,8,1351649,Male,2011-05-06,After
nm1165110,Chris Hemsworth,actor,tt1259521,The Cabin in the Woods,2012,2012-04-13,Movie,USD,30000000,30000000,USD,70055998,27982721,42073277,0,NA,NA,NA,NA,NA,0,Non-MCU,3.4211142255025395,3.4211142255025395,10's,Non-MCU,7,406480,Male,2011-05-06,After
nm1165110,Chris Hemsworth,actor,tt0800369,Thor,2011,2011-05-06,Movie,USD,150000000,150000000,USD,449326618,268295994,181030624,1,NA,NA,NA,NA,NA,0,MCU,5.106593651697924,5.106593651697924,10's,MCU,7,815742,Male,2011-05-06,After
nm1165110,Chris Hemsworth,actor,tt1106860,Ca$h,2010,2010-03-26,Movie,USD,7000000,7000000,USD,46488,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3.0980640021484245,3.0980640021484245,10's,Non-MCU,5.9,9536,Male,2011-05-06,Before
nm1165110,Chris Hemsworth,actor,tt0971209,A Perfect Getaway,2009,2009-08-07,Movie,USD,14000000,14000000,USD,22955544,7440084,15515460,0,NA,NA,NA,NA,NA,0,Non-MCU,3.196383635343155,3.196383635343155,00's,Non-MCU,6.5,71745,Male,2011-05-06,Before
nm1165110,Chris Hemsworth,actor,tt0796366,Star Trek,2009,2009-05-08,Movie,USD,150000000,150000000,USD,385680446,127950427,257730019,0,NA,NA,NA,NA,NA,0,Non-MCU,5.106593651697924,5.106593651697924,00's,Non-MCU,7.9,597560,Male,2011-05-06,Before
