title_id,title,release_date
tt0783640,The Last Full Measure,2020-01-24
tt4463894,Shaft,2019-06-14
tt6823368,Glass,2019-01-18
tt5989218,Life Itself,2018-09-21
tt3606756,Incredibles 2,2018-06-15
tt1959563,The Hitman's Bodyguard,2017-08-18
tt1293847,xXx: Return of Xander Cage,2017-01-20
tt1935859,Miss Peregrine's Home for Peculiar Children,2016-09-30
tt0918940,The Legend of Tarzan,2016-07-01
tt0775440,Cell,2016-06-10
tt3460252,The Hateful Eight,2015-12-30
tt4594834,Chi-Raq,2015-12-04
tt1731701,Barely Lethal,2015-04-30
tt2802144,Kingsman: The Secret Service,2015-02-13
tt2088003,Big Game,2015-06-26
tt2044801,Kite,2014-08-28
tt1234721,RoboCop,2014-02-12
tt2304953,Reasonable Doubt,2014-01-17
tt1321511,Oldboy,2013-11-27
tt1860353,Turbo,2013-07-17
tt1853728,Django Unchained,2012-12-25
tt1488181,Adventures in Zambezia,2012-07-06
tt1810697,Meeting Evil,2012-03-30
tt1867093,The Samaritan,2012-01-30
tt1386588,The Other Guys,2010-08-06
tt0914863,Unthinkable,2010-06-15
tt0375568,Astro Boy,2009-10-23
tt1121977,Mother and Child,2009-11-07
tt0361748,Inglourious Basterds,2009-08-21
tt1111948,Soul Men,2008-11-07
tt0947802,Lakeview Terrace,2008-09-19
tt1185834,Star Wars: The Clone Wars,2008-08-15
tt0489099,Jumper,2008-02-14
tt0896798,Cleaner,2008-05-27
tt0450385,1408,2007-06-22
tt0416185,Resurrecting the Champ,2007-08-24
tt0763840,Home of the Brave,2006-12-15
tt0462200,Black Snake Moan,2007-03-02
tt0417148,Snakes on a Plane,2006-08-18
tt0349467,Freedomland,2006-02-17
tt0399327,The Man,2005-09-09
tt0329774,xXx: State of the Union,2005-04-29
tt0393162,Coach Carter,2005-01-14
tt0317705,The Incredibles,2004-11-05
tt0378194,Kill Bill: Vol. 2,2004-04-16
tt0315297,Twisted,2004-02-27
tt0349260,In My Country,2005-03-11
tt0257076,S.W.A.T.,2003-08-08
tt0264395,Basic,2003-03-28
tt0295701,xXx,2002-08-09
tt0292610,No Good Deed,2003-09-12
tt0264472,Changing Lanes,2002-04-12
tt0227984,Formula 51,2002-10-18
tt0182000,The Caveman's Valentine,2001-01-19
tt0217869,Unbreakable,2000-11-22
tt0162650,Shaft,2000-06-16
tt0149261,Deep Blue Sea,1999-07-28
tt0120802,The Red Violin,1999-06-11
tt0120768,The Negotiator,1998-07-29
tt0120780,Out of Sight,1998-06-26
tt0120184,Sphere,1998-02-13
tt0119396,Jackie Brown,1997-12-25
tt0119080,Eve's Bayou,1997-11-07
tt0118531,One Eight Seven,1997-07-30
tt0116908,The Long Kiss Goodnight,1996-10-11
tt0117913,A Time to Kill,1996-07-24
tt0117958,Trees Lounge,1996-10-11
tt0116448,The Great White Hype,1996-05-03
tt0113089,Fluke,1995-06-02
tt0112864,Die Hard with a Vengeance,1995-05-19
tt0113552,Kiss of Death,1995-04-21
tt0113691,Losing Isaiah,1995-03-17
tt0117577,The Search for One-eye Jimmy,1996-06-21
tt0110649,The New Age,1994-09-16
tt0110912,Pulp Fiction,1994-10-14
tt0109842,Fresh,1994-09-02
tt0108399,True Romance,1993-09-10
tt0107290,Jurassic Park,1993-06-11
tt0107554,Menace II Society,1993-05-26
tt0106266,Amos & Andrew,1993-03-05
tt0107659,Loaded Weapon 1,1993-02-05
tt0105112,Patriot Games,1992-06-05
tt0104240,Fathers & Sons,1992-01
tt0104573,Juice,1992-01-17
tt0102174,Jumpin' at the Boneyard,1992-01
tt0102996,Strictly Business,1991-11-08
tt0104567,Johnny Suede,1992-08-14
tt0102175,Jungle Fever,1991-06-07
tt0100480,The Return of Superfly,1990-11-09
tt0099685,Goodfellas,1990-09-21
tt0099528,The Exorcist III,1990-08-17
tt0100168,Mo' Better Blues,1990-08-03
tt0099128,Betsy's Wedding,1990-06-22
tt0100602,A Shock to the System,1990-03-23
tt0099395,Def by Temptation,1990-03-23
tt0098273,Sea of Love,1989-09-15
tt0097216,Do the Right Thing,1989-07-21
tt0094898,Coming to America,1988-06-29
tt0096054,School Daze,1988-02-12
tt0082970,Ragtime,1981-12-25
tt5433138,F9: The Fast Saga,2021-06-25
tt5848272,Ralph Breaks the Internet: Wreck-It Ralph 2,2018-11-21
tt4630562,The Fate of the Furious,2017-04-14
tt2513074,Billy Lynn's Long Halftime Walk,2016-11-18
tt1618442,The Last Witch Hunter,2015-10-23
tt2820852,Furious 7,2015-04-03
tt1411250,Riddick,2013-09-06
tt1905041,Fast & Furious 6,2013-05-24
tt1596343,Fast Five,2011-04-29
tt1013752,Fast & Furious,2009-04-03
tt0364970,Babylon A.D.,2008-08-29
tt0463985,The Fast and the Furious: Tokyo Drift,2006-06-16
tt0419749,Find Me Guilty,2006-03-17
tt0395699,The Pacifier,2005-03-04
tt0296572,The Chronicles of Riddick,2004-06-11
tt0266465,A Man Apart,2003-04-04
tt0211465,Knockaround Guys,2002-10-11
tt0232500,The Fast and the Furious,2001-06-22
tt0134847,Pitch Black,2000-02-18
tt0181984,Boiler Room,2000-02-18
tt0129167,The Iron Giant,1999-08-06
tt0120815,Saving Private Ryan,1998-07-24
tt0099077,Awakenings,1991-01-11
tt6338498,Vivo,2021-08-06
tt6348138,Missing Link,2019-04-12
tt4131800,My Little Pony: The Movie,2017-10-06
tt4547194,I Kill Giants,2018-03-23
tt2361317,Live by Night,2017-01-13
tt2660888,Star Trek Beyond,2016-07-22
tt2262227,The Book of Life,2014-10-17
tt1969062,Infinitely Polar Bear,2015-06-19
tt1206543,Out of the Furnace,2013-12-06
tt1747958,Blood Ties,2014-03-15
tt1840417,The Words,2012-09-07
tt1657507,Colombiana,2011-08-26
tt1135084,Takers,2010-08-27
tt1283887,Burning Palms,2010-04-23
tt1321509,Death at a Funeral,2010-04-16
tt0499549,Avatar,2009-12-18
tt0493451,The Skeptic,2009-03-28
tt0443274,Vantage Point,2008-02-22
tt0822791,Blackout,2008-02-05
tt0455841,The Heart Specialist,2011-01-14
tt0407732,Dirty Deeds,2005-08-26
tt0372237,Guess Who,2005-03-25
tt0315431,Constellation,2007-02-02
tt0386504,Haven,2006-09-15
tt0362227,The Terminal,2004-06-18
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09
tt0303933,Drumline,2002-12-13
tt0275022,Crossroads,2002-02-15
tt0275688,Snipes,2002-09-04
tt0192071,Get Over It,2001-03-09
tt0210616,Center Stage,2000-05-12
tt7946836,Animal World,2018-06-29
tt1734493,Unlocked,2017-09-01
tt2911668,Beyond the Reach,2015-04-17
tt2465146,And So It Goes,2014-07-25
tt1204975,Last Vegas,2013-11-01
tt1291580,Behind The Candelabra,2013-05-26
tt1506999,Haywire,2012-01-20
tt1027718,Wall Street: Money Never Sleeps,2010-09-24
tt1294213,Solitary Man,2010-06-25
tt1183251,Beyond a Reasonable Doubt,2009-09-11
tt0821640,Ghosts of Girlfriends Past,2009-05-01
tt0388182,King of California,2007-01-24
tt0463034,"You, Me and Dupree",2006-07-14
tt0443632,The Sentinel,2006-04-21
tt0314786,The In-Laws,2003-05-23
tt0311110,It Runs in the Family,2003-04-25
tt0260866,Don't Say a Word,2001-09-28
tt0181865,Traffic,2001-01-05
tt0119174,The Game,1997-09-12
tt0116409,The Ghost and the Darkness,1996-10-11
tt0112346,The American President,1995-11-17
tt0109635,Disclosure,1994-12-09
tt0106856,Falling Down,1993-02-26
tt0103772,Basic Instinct,1992-03-20
tt0105391,Shining Through,1992-01-31
tt0098621,The War of the Roses,1989-12-08
tt0096933,Black Rain,1989-09-22
tt0094291,Wall Street,1987-12-11
tt0093010,Fatal Attraction,1987-09-18
tt0088915,A Chorus Line,1985-12-20
tt0089370,The Jewel of the Nile,1985-12-11
tt0088011,Romancing the Stone,1984-03-30
tt0086356,The Star Chamber,1983-08-05
tt0079832,Running,1979-11-02
tt0078966,The China Syndrome,1979-03-16
tt5108870,Morbius,2022-04-01
tt8009744,Worth,2021-09-03
tt3861390,Dumbo,2019-03-29
tt1961175,American Assassin,2017-09-15
tt4276820,The Founder,2017-01-20
tt1895587,Spotlight,2015-11-20
tt2293640,Minions,2015-07-10
tt2369135,Need for Speed,2014-03-14
tt2055709,Blindsided,2014-01-04
tt0435761,Toy Story 3,2010-06-18
tt1142433,Post Grad,2009-08-21
tt0967945,The Merry Gentleman,2008-01-18
tt0469689,The Last Time,2007-05-18
tt0317219,Cars,2006-06-09
tt0400497,Herbie Fully Loaded,2005-06-22
tt0375210,White Noise,2005-01-07
tt0361620,First Daughter,2004-09-24
tt0193854,A Shot at Glory,2001-06-08
tt0141109,Jack Frost,1998-12-11
tt0118966,Desperate Measures,1998-01-30
tt0117108,Multiplicity,1996-07-17
tt0111256,Speechless,1994-12-16
tt0110771,The Paper,1994-03-25
tt0107630,My Life,1993-11-12
tt0107616,Much Ado About Nothing,1993-07-02
tt0104652,Porco Rosso,1994-12-16
tt0103776,Batman Returns,1992-06-19
tt0102593,One Good Cop,1991-05-03
tt0100318,Pacific Heights,1990-09-28
tt0096895,Batman,1989-06-23
tt0097235,The Dream Team,1989-04-07
tt0094884,Clean and Sober,1988-08-10
tt0094721,Beetlejuice,1988-03-30
tt0096094,She's Having a Baby,1988-02-05
tt0094021,The Squeeze,1987-07-10
tt0092104,Touch and Go,1986-08-22
tt0091159,Gung Ho,1986-03-14
tt0087507,Johnny Dangerously,1984-12-21
tt0085970,Mr. Mom,1983-08-19
tt0084412,Night Shift,1982-07-30
tt9731682,Crisis,2021-02-26
tt0433035,Real Steel,2011-10-07
tt0940580,Afterwards,2009-10-27
tt0385057,The Long Weekend,2006-06-09
tt0381707,White Chicks,2004-06-23
tt0329101,Freddy vs. Jason,2003-08-15
tt0306841,The Lizzie McGuire Movie,2003-05-02
tt13061914,Locked Down,2021-01-14
tt4777008,Maleficent: Mistress of Evil,2019-10-18
tt6105098,The Lion King,2019-07-19
tt2296777,Sherlock Gnomes,2018-03-23
tt5360996,Mary Magdalene,2019-04-12
tt1712261,Triple 9,2016-02-26
tt1741273,Secret in Their Eyes,2015-11-20
tt3659388,The Martian,2015-10-02
tt4610094,National Theatre Live: Everyman,2015-08-30
tt1598642,Z for Zachariah,2015-01-24
tt2215077,Half of a Yellow Sun,2014-05-16
tt1797487,Savannah,2014-04-25
tt0944835,Salt,2010-07-23
tt1190080,2012,2009-11-13
tt1217616,Endgame,2009-01-18
tt1012804,Redbelt,2008-05-09
tt0765429,American Gangster,2007-11-02
tt0796368,Talk to Me,2007-08-03
tt0206634,Children of Men,2007-01-05
tt0454848,Inside Man,2006-03-24
tt0434124,Kinky Boots,2006-05-26
tt0376196,Slow Burn,2007-04-13
tt0379786,Serenity,2005-09-30
tt0430105,Four Brothers,2005-07-01
tt0378947,Melinda and Melinda,2005-04-08
tt0384533,She Hate Me,2004-07-30
tt0314331,Love Actually,2003-11-14
tt0324952,3 Blind Mice,2003-11-04
tt0301199,Dirty Pretty Things,2003-09-05
tt0995854,A Journal for Jordan,2021-12-25
tt3554046,Space Jam: A New Legacy,2021-07-15
tt6343314,Creed II,2018-11-21
tt6017942,Kin,2018-08-31
tt3076658,Creed,2015-11-25
tt1502712,Fantastic Four,2015-08-07
tt1800246,That Awkward Moment,2014-01-31
tt2334649,Fruitvale Station,2013-07-26
tt1706593,Chronicle,2012-02-03
tt0485985,Red Tails,2012-01-20
tt0180734,Hardball,2001-09-14
tt3281548,Little Women,2019-12-25
tt8772262,Midsommar,2019-07-03
tt6513120,Fighting with My Family,2019-02-22
tt1590193,The Commuter,2018-01-12
tt4291600,Lady Macbeth,2017-07-14
tt3294200,The Falling,2015-08-07
tt8115900,The Bad Guys,2022-04-22
tt7737640,Breaking News in Yuba County,2021-02-12
tt4823776,The SpongeBob Movie: Sponge on the Run,2021-03-04
tt7975244,Jumanji: The Next Level,2019-12-13
tt6095472,The Angry Birds Movie 2,2019-08-14
tt6127004,Paradise Hills,2019-10-25
tt8637428,The Farewell,2019-08-09
tt5164214,Ocean's Eight,2018-06-08
tt4624424,Storks,2016-09-23
tt4438848,Neighbors 2: Sorority Rising,2016-05-20
tt2066051,Rocketman,2019-05-31
tt5943392,Branagh Theatre Live: Romeo and Juliet,2016-11-18
tt2368619,The Take,2016-11-18
tt1661199,Cinderella,2015-03-13
tt2191082,A Promise,2014-04-18
tt1319704,Chatroom,2010-08-11
tt1160419,Dune,2021-10-22
tt6182908,Smallfoot,2018-09-28
tt4940416,Duck Duck Goose,2018-07-20
tt1485796,The Greatest Showman,2017-12-20
