area,areaName,movie_id,title,year,budget,budget_curr,total_amount,total_currency
XR2,Russia and Commonwealth of Independent States,tt1408101,Star Trek Into Darkness,2013,190000000,USD,10518964,USD
XKN,East Africa,tt1408101,Star Trek Into Darkness,2013,190000000,USD,64045,USD
XWW,World-wide,tt0903624,The Hobbit: An Unexpected Journey,2012,180000000,USD,1017030651,USD
XNDOM,International,tt0903624,The Hobbit: An Unexpected Journey,2012,180000000,USD,714000000,USD
XR2,Russia and Commonwealth of Independent States,tt0903624,The Hobbit: An Unexpected Journey,2012,180000000,USD,43849722,USD
XKN,East Africa,tt0903624,The Hobbit: An Unexpected Journey,2012,180000000,USD,270096,USD
XWW,World-wide,tt1650028,Wreckers,2011,0,NULL,10962,USD
XNDOM,International,tt1650028,Wreckers,2011,0,NULL,10962,USD
XWW,World-wide,tt1568911,War Horse,2011,66000000,USD,177584879,USD
XNDOM,International,tt1568911,War Horse,2011,66000000,USD,97700000,USD
XR2,Russia and Commonwealth of Independent States,tt1568911,War Horse,2011,66000000,USD,1488036,USD
XKN,East Africa,tt1568911,War Horse,2011,66000000,USD,8089,USD
XWW,World-wide,tt1340800,Tinker Tailor Soldier Spy,2011,20000000,GBP,81515369,USD
XNDOM,International,tt1340800,Tinker Tailor Soldier Spy,2011,20000000,GBP,57365976,USD
XR2,Russia and Commonwealth of Independent States,tt1340800,Tinker Tailor Soldier Spy,2011,20000000,GBP,1068141,USD
XWW,World-wide,tt1795369,Frankenstein,2011,0,NULL,620167,USD
XNDOM,International,tt1795369,Frankenstein,2011,0,NULL,202384,USD
XWW,World-wide,tt0896872,The Whistleblower,2010,0,NULL,1870392,USD
XNDOM,International,tt0896872,The Whistleblower,2010,0,NULL,745426,USD
XWW,World-wide,tt1510906,Third Star,2010,1500000,GBP,14586,USD
XNDOM,International,tt1510906,Third Star,2010,1500000,GBP,14586,USD
XWW,World-wide,tt1341167,Four Lions,2010,0,NULL,6149356,USD
XNDOM,International,tt1341167,Four Lions,2010,0,NULL,5844740,USD
XR2,Russia and Commonwealth of Independent States,tt1341167,Four Lions,2010,0,NULL,47774,USD
XWW,World-wide,tt0974014,Creation,2009,10000000,GBP,2058675,USD
XNDOM,International,tt0974014,Creation,2009,10000000,GBP,1717352,USD
XWW,World-wide,tt0467200,The Other Boleyn Girl,2008,35000000,USD,78201830,USD
XNDOM,International,tt0467200,The Other Boleyn Girl,2008,35000000,USD,51386873,USD
XR2,Russia and Commonwealth of Independent States,tt0467200,The Other Boleyn Girl,2008,35000000,USD,1950523,USD
XWW,World-wide,tt0783233,Atonement,2007,30000000,USD,131016624,USD
XNDOM,International,tt0783233,Atonement,2007,30000000,USD,80089557,USD
XR2,Russia and Commonwealth of Independent States,tt0783233,Atonement,2007,30000000,USD,1058478,USD
XA3,South Africa and Nigeria,tt0783233,Atonement,2007,30000000,USD,419068,USD
XC3,Czech Republic and Slovakia,tt0783233,Atonement,2007,30000000,USD,374763,USD
XCN,Central America+,tt0783233,Atonement,2007,30000000,USD,90809,USD
XMO,Miscellaneous Middle East,tt0783233,Atonement,2007,30000000,USD,44263,USD
XT2,Lesser Antilles,tt0783233,Atonement,2007,30000000,USD,28883,USD
XKN,East Africa,tt0783233,Atonement,2007,30000000,USD,19614,USD
XWW,World-wide,tt0454776,Amazing Grace,2006,0,NULL,32120360,USD
XNDOM,International,tt0454776,Amazing Grace,2006,0,NULL,10869677,USD
XWW,World-wide,tt0477095,Starter for 10,2006,0,NULL,1736394,USD
XNDOM,International,tt0477095,Starter for 10,2006,0,NULL,1519555,USD
XWW,World-wide,tt0302436,To Kill a King,2003,14300000,USD,567471,USD
XNDOM,International,tt0302436,To Kill a King,2003,14300000,USD,567471,USD
NA,NA,tt0115355,Silent Witness,1996,7000000,GBP,NA,NA
XWW,World-wide,tt1464335,Uncharted,2022,120000000,USD,383657447,USD
XNDOM,International,tt1464335,Uncharted,2022,120000000,USD,240500000,USD
XR2,Russia and Commonwealth of Independent States,tt1464335,Uncharted,2022,120000000,USD,19499127,USD
XWW,World-wide,tt7097896,Venom: Let There Be Carnage,2021,0,NULL,502050366,USD
XNDOM,International,tt7097896,Venom: Let There Be Carnage,2021,0,NULL,288500000,USD
XR2,Russia and Commonwealth of Independent States,tt7097896,Venom: Let There Be Carnage,2021,0,NULL,32400000,USD
XWW,World-wide,tt2076822,Chaos Walking,2021,125000000,USD,26508132,USD
XNDOM,International,tt2076822,Chaos Walking,2021,125000000,USD,13220224,USD
XR2,Russia and Commonwealth of Independent States,tt2076822,Chaos Walking,2021,125000000,USD,802212,USD
XW2,West Indies,tt2076822,Chaos Walking,2021,125000000,USD,30878,USD
XWW,World-wide,tt5814534,Spies in Disguise,2019,100000000,USD,171616764,USD
XNDOM,International,tt5814534,Spies in Disguise,2019,100000000,USD,104859751,USD
XR2,Russia and Commonwealth of Independent States,tt5814534,Spies in Disguise,2019,100000000,USD,6539520,USD
XWW,World-wide,tt6320628,Spider-Man: Far from Home,2019,160000000,USD,1131927996,USD
XNDOM,International,tt6320628,Spider-Man: Far from Home,2019,160000000,USD,741395911,USD
XR2,Russia and Commonwealth of Independent States,tt6320628,Spider-Man: Far from Home,2019,160000000,USD,21370915,USD
XNDOM,International,tt3531202,Pilgrimage,2017,4749500,EUR,23689,USD
XWW,World-wide,tt3531202,Pilgrimage,2017,4749500,EUR,23689,USD
XWW,World-wide,tt1212428,The Lost City of Z,2016,30000000,USD,19263938,USD
XNDOM,International,tt1212428,The Lost City of Z,2016,30000000,USD,10683528,USD
XR2,Russia and Commonwealth of Independent States,tt1212428,The Lost City of Z,2016,30000000,USD,640821,USD
XNDOM,International,tt4085696,Billy Elliot,2014,0,NULL,3413368,USD
XWW,World-wide,tt4085696,Billy Elliot,2014,0,NULL,3413368,USD
XWW,World-wide,tt1894476,How I Live Now,2013,8000000,USD,925762,USD
XNDOM,International,tt1894476,How I Live Now,2013,8000000,USD,865549,USD
XWW,World-wide,tt2692904,Locke,2013,2000000,USD,5090608,USD
XNDOM,International,tt2692904,Locke,2013,2000000,USD,3714839,USD
XR2,Russia and Commonwealth of Independent States,tt2692904,Locke,2013,2000000,USD,257186,USD
XWW,World-wide,tt1649419,The Impossible,2012,45000000,USD,198087212,USD
XNDOM,International,tt1649419,The Impossible,2012,45000000,USD,179067330,USD
XR2,Russia and Commonwealth of Independent States,tt1649419,The Impossible,2012,45000000,USD,1771465,USD
XKN,East Africa,tt1649419,The Impossible,2012,45000000,USD,30436,USD
XWW,World-wide,tt1568921,The Secret World of Arrietty,2010,23000000,USD,149411550,USD
XNDOM,International,tt1568921,The Secret World of Arrietty,2010,23000000,USD,129824518,USD
XR2,Russia and Commonwealth of Independent States,tt1568921,The Secret World of Arrietty,2010,23000000,USD,124751,USD
XWW,World-wide,tt6856242,The King's Man,2021,0,NULL,125897478,USD
XNDOM,International,tt6856242,The King's Man,2021,0,NULL,88721105,USD
XR2,Russia and Commonwealth of Independent States,tt6856242,The King's Man,2021,0,NULL,5215034,USD
XNDOM,International,tt8241000,Extinct,2021,0,NULL,6926445,USD
XWW,World-wide,tt8241000,Extinct,2021,0,NULL,6926445,USD
XR2,Russia and Commonwealth of Independent States,tt8241000,Extinct,2021,0,NULL,1052320,USD
XWW,World-wide,tt1727824,Bohemian Rhapsody,2018,52000000,USD,910809311,USD
XNDOM,International,tt1727824,Bohemian Rhapsody,2018,52000000,USD,694141269,USD
XR2,Russia and Commonwealth of Independent States,tt1727824,Bohemian Rhapsody,2018,52000000,USD,16426412,USD
XWW,World-wide,tt2368254,A Private War,2018,18800000,USD,3915207,USD
XNDOM,International,tt2368254,A Private War,2018,18800000,USD,2281999,USD
XR2,Russia and Commonwealth of Independent States,tt2368254,A Private War,2018,18800000,USD,20968,USD
XWW,World-wide,tt5716464,Breathe,2017,0,NULL,5026154,USD
XNDOM,International,tt5716464,Breathe,2017,0,NULL,4536023,USD
XR2,Russia and Commonwealth of Independent States,tt5716464,Breathe,2017,0,NULL,142169,USD
XWW,World-wide,tt0491203,Tulip Fever,2017,25000000,USD,9204549,USD
XNDOM,International,tt0491203,Tulip Fever,2017,25000000,USD,6748914,USD
XR2,Russia and Commonwealth of Independent States,tt0491203,Tulip Fever,2017,25000000,USD,520516,USD
XWW,World-wide,tt6383494,Holy Lands,2017,0,NULL,304998,USD
XNDOM,International,tt6383494,Holy Lands,2017,0,NULL,304998,USD
XNDOM,International,tt6059142,Revolution: New Art For A New World,2016,0,GBP,19103,USD
XWW,World-wide,tt6059142,Revolution: New Art For A New World,2016,0,GBP,19103,USD
XWW,World-wide,tt4776998,The Promise,2016,90000000,USD,12448676,USD
XNDOM,International,tt4776998,The Promise,2016,90000000,USD,4224388,USD
XR2,Russia and Commonwealth of Independent States,tt4776998,The Promise,2016,90000000,USD,653721,USD
XWW,World-wide,tt2381249,Mission: Impossible - Rogue Nation,2015,150000000,USD,682716636,USD
XNDOM,International,tt2381249,Mission: Impossible - Rogue Nation,2015,150000000,USD,487674259,USD
XR2,Russia and Commonwealth of Independent States,tt2381249,Mission: Impossible - Rogue Nation,2015,150000000,USD,9940870,USD
XWW,World-wide,tt2717860,The Riot Club,2014,0,NULL,3517925,USD
XNDOM,International,tt2717860,The Riot Club,2014,0,NULL,3510191,USD
XWW,World-wide,tt2281587,Muppets Most Wanted,2014,50000000,USD,80383113,USD
XNDOM,International,tt2281587,Muppets Most Wanted,2014,50000000,USD,29200000,USD
XWW,World-wide,tt1700845,The Invisible Woman,2013,0,NULL,3986888,USD
XNDOM,International,tt1700845,The Invisible Woman,2013,0,NULL,2752634,USD
XWW,World-wide,tt2194499,About Time,2013,12000000,USD,87100449,USD
XNDOM,International,tt2194499,About Time,2013,12000000,USD,71777528,USD
XR2,Russia and Commonwealth of Independent States,tt2194499,About Time,2013,12000000,USD,1084180,USD
XKN,East Africa,tt2194499,About Time,2013,12000000,USD,5804,USD
XWW,World-wide,tt1531901,Byzantium,2012,8000000,GBP,828284,USD
XNDOM,International,tt1531901,Byzantium,2012,8000000,GBP,739047,USD
XWW,World-wide,tt1979172,A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,2012,0,NULL,63469,USD
XNDOM,International,tt1979172,A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,2012,0,NULL,58367,USD
XR2,Russia and Commonwealth of Independent States,tt1979172,A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,2012,0,NULL,8348,USD
XNDOM,International,tt1545328,Stand Off,2011,0,NULL,18332,USD
XWW,World-wide,tt1545328,Stand Off,2011,0,NULL,18332,USD
XWW,World-wide,tt0993842,Hanna,2011,30000000,USD,63782078,USD
XNDOM,International,tt0993842,Hanna,2011,30000000,USD,23522959,USD
XR2,Russia and Commonwealth of Independent States,tt0993842,Hanna,2011,30000000,USD,1966472,USD
XKN,East Africa,tt0993842,Hanna,2011,30000000,USD,14603,USD
XWW,World-wide,tt1226774,In the Loop,2009,612650,GBP,7787487,USD
XNDOM,International,tt1226774,In the Loop,2009,612650,GBP,5398683,USD
XWW,World-wide,tt0985699,Valkyrie,2008,75000000,USD,201545517,USD
XNDOM,International,tt0985699,Valkyrie,2008,75000000,USD,118467684,USD
XR2,Russia and Commonwealth of Independent States,tt0985699,Valkyrie,2008,75000000,USD,3947905,USD
XGC,Greece and Cyprus,tt0985699,Valkyrie,2008,75000000,USD,853942,USD
XC3,Czech Republic and Slovakia,tt0985699,Valkyrie,2008,75000000,USD,365875,USD
XC4,Central America,tt0985699,Valkyrie,2008,75000000,USD,325751,USD
XEW,East and West Africa,tt0985699,Valkyrie,2008,75000000,USD,65871,USD
XT2,Lesser Antilles,tt0985699,Valkyrie,2008,75000000,USD,65024,USD
XKN,East Africa,tt0985699,Valkyrie,2008,75000000,USD,50255,USD
XWW,World-wide,tt0414055,Elizabeth: The Golden Age,2007,55000000,USD,75782758,USD
XNDOM,International,tt0414055,Elizabeth: The Golden Age,2007,55000000,USD,59399249,USD
XR2,Russia and Commonwealth of Independent States,tt0414055,Elizabeth: The Golden Age,2007,55000000,USD,3458575,USD
XC3,Czech Republic and Slovakia,tt0414055,Elizabeth: The Golden Age,2007,55000000,USD,437628,USD
XA3,South Africa and Nigeria,tt0414055,Elizabeth: The Golden Age,2007,55000000,USD,220534,USD
XMO,Miscellaneous Middle East,tt0414055,Elizabeth: The Golden Age,2007,55000000,USD,150304,USD
XCN,Central America+,tt0414055,Elizabeth: The Golden Age,2007,55000000,USD,85275,USD
XKN,East Africa,tt0414055,Elizabeth: The Golden Age,2007,55000000,USD,14429,USD
XT2,Lesser Antilles,tt0414055,Elizabeth: The Golden Age,2007,55000000,USD,11871,USD
XWW,World-wide,tt0449088,Pirates of the Caribbean: At World's End,2007,300000000,USD,960996492,USD
XNDOM,International,tt0449088,Pirates of the Caribbean: At World's End,2007,300000000,USD,651576067,USD
XR2,Russia and Commonwealth of Independent States,tt0449088,Pirates of the Caribbean: At World's End,2007,300000000,USD,30850884,USD
XC4,Central America,tt0449088,Pirates of the Caribbean: At World's End,2007,300000000,USD,1100000,USD
XKN,East Africa,tt0449088,Pirates of the Caribbean: At World's End,2007,300000000,USD,165818,USD
XNDOM,International,tt0429018,Rabbit Fever,2006,0,NULL,15308,USD
XWW,World-wide,tt0429018,Rabbit Fever,2006,0,NULL,15308,USD
XWW,World-wide,tt0401445,A Good Year,2006,35000000,USD,42269923,USD
XNDOM,International,tt0401445,A Good Year,2006,35000000,USD,34810623,USD
XR2,Russia and Commonwealth of Independent States,tt0401445,A Good Year,2006,35000000,USD,1057158,USD
XC3,Czech Republic and Slovakia,tt0401445,A Good Year,2006,35000000,USD,219406,USD
XC4,Central America,tt0401445,A Good Year,2006,35000000,USD,134414,USD
XT2,Lesser Antilles,tt0401445,A Good Year,2006,35000000,USD,19167,USD
XWW,World-wide,tt0383574,Pirates of the Caribbean: Dead Man's Chest,2006,225000000,USD,1066179747,USD
XNDOM,International,tt0383574,Pirates of the Caribbean: Dead Man's Chest,2006,225000000,USD,642863935,USD
XR2,Russia and Commonwealth of Independent States,tt0383574,Pirates of the Caribbean: Dead Man's Chest,2006,225000000,USD,27520000,USD
XWW,World-wide,tt0433405,Land of the Blind,2006,18000000,USD,25116,USD
XNDOM,International,tt0433405,Land of the Blind,2006,18000000,USD,19872,USD
XWW,World-wide,tt0428446,The Darwin Awards,2006,0,NULL,309408,USD
XNDOM,International,tt0428446,The Darwin Awards,2006,0,NULL,309408,USD
XWW,World-wide,tt0414387,Pride & Prejudice,2005,28000000,USD,121616555,USD
XNDOM,International,tt0414387,Pride & Prejudice,2005,28000000,USD,83211467,USD
XR2,Russia and Commonwealth of Independent States,tt0414387,Pride & Prejudice,2005,28000000,USD,601208,USD
XC3,Czech Republic and Slovakia,tt0414387,Pride & Prejudice,2005,28000000,USD,332491,USD
XCN,Central America+,tt0414387,Pride & Prejudice,2005,28000000,USD,165517,USD
XM7,Middle East including United Arab Emirates,tt0414387,Pride & Prejudice,2005,28000000,USD,165326,USD
NA,NA,tt0371878,Piccadilly Jim,2004,15000000,USD,NA,NA
XWW,World-wide,tt0375920,The Libertine,2004,0,NULL,10852064,USD
XNDOM,International,tt0375920,The Libertine,2004,0,NULL,6016999,USD
XR2,Russia and Commonwealth of Independent States,tt0375920,The Libertine,2004,0,NULL,135952,USD
XWW,World-wide,tt0338325,Paparazzi,2004,20000000,USD,16796512,USD
XNDOM,International,tt0338325,Paparazzi,2004,20000000,USD,1082278,USD
XR2,Russia and Commonwealth of Independent States,tt0338325,Paparazzi,2004,20000000,USD,210360,USD
XWW,World-wide,tt0368658,Stage Beauty,2004,0,NULL,2307092,USD
XNDOM,International,tt0368658,Stage Beauty,2004,0,NULL,1524709,USD
XWW,World-wide,tt0256276,Possession,2002,25000000,USD,14815898,USD
XNDOM,International,tt0256276,Possession,2002,25000000,USD,4702165,USD
XWW,World-wide,tt0280707,Gosford Park,2001,19800000,USD,87754044,USD
XNDOM,International,tt0280707,Gosford Park,2001,19800000,USD,46445429,USD
XWW,World-wide,tt0276276,Lawless Heart,2001,0,NULL,539596,USD
XNDOM,International,tt0276276,Lawless Heart,2001,0,NULL,209529,USD
XWW,World-wide,tt0157583,Enigma,2001,0,NULL,15713204,USD
XNDOM,International,tt0157583,Enigma,2001,0,NULL,11411622,USD
XWW,World-wide,tt0206926,Maybe Baby,2000,0,NULL,173763,USD
XNDOM,International,tt0206926,Maybe Baby,2000,0,NULL,153262,USD
XWW,World-wide,tt0126810,Bedrooms and Hallways,1998,3000000,GBP,136049,USD
XWW,World-wide,tt0120747,The Very Thought of You,1998,0,NULL,98378,USD
XWW,World-wide,tt0117690,Some Mother's Son,1996,0,NULL,671437,USD
NA,NA,tt0047739,Highway Patrol,1955,20000,USD,NA,NA
NA,NA,tt0037466,Wing and a Prayer,1944,0,NULL,NA,NA
XWW,World-wide,tt8688634,21 Bridges,2019,33000000,USD,49939757,USD
XNDOM,International,tt8688634,21 Bridges,2019,33000000,USD,21400000,USD
XR2,Russia and Commonwealth of Independent States,tt8688634,21 Bridges,2019,33000000,USD,359678,USD
XWW,World-wide,tt1825683,Black Panther,2018,200000000,USD,1347597973,USD
XNDOM,International,tt1825683,Black Panther,2018,200000000,USD,647171407,USD
XR2,Russia and Commonwealth of Independent States,tt1825683,Black Panther,2018,200000000,USD,19265532,USD
XWW,World-wide,tt5301662,Marshall,2017,12000000,USD,10116816,USD
XNDOM,International,tt5301662,Marshall,2017,12000000,USD,65157,USD
XWW,World-wide,tt1712192,Message from the King,2016,10000000,USD,315132,USD
XNDOM,International,tt1712192,Message from the King,2016,10000000,USD,315132,USD
XWW,World-wide,tt2404233,Gods of Egypt,2016,140000000,USD,150680864,USD
XNDOM,International,tt2404233,Gods of Egypt,2016,140000000,USD,119527400,USD
XR2,Russia and Commonwealth of Independent States,tt2404233,Gods of Egypt,2016,140000000,USD,11358404,USD
XWW,World-wide,tt2473602,Get on Up,2014,30000000,USD,33448971,USD
XNDOM,International,tt2473602,Get on Up,2014,30000000,USD,2745871,USD
XWW,World-wide,tt2223990,Draft Day,2014,25000000,USD,29824199,USD
XNDOM,International,tt2223990,Draft Day,2014,25000000,USD,981962,USD
XWW,World-wide,tt0453562,42,2013,40000000,USD,97510197,USD
XNDOM,International,tt0453562,42,2013,40000000,USD,2450488,USD
NA,NA,tt1727373,The Kill Hole,2012,3000000,USD,NA,NA
NA,NA,tt1119644,Fringe,2008,4000000,USD,NA,NA
XWW,World-wide,tt0469903,The Express,2008,40000000,USD,9808124,USD
XNDOM,International,tt0469903,The Express,2008,40000000,USD,14718,USD
XWW,World-wide,tt9376612,Shang-Chi and the Legend of the Ten Rings,2021,200000000,USD,432243292,USD
XNDOM,International,tt9376612,Shang-Chi and the Legend of the Ten Rings,2021,200000000,USD,207700000,USD
XR2,Russia and Commonwealth of Independent States,tt9376612,Shang-Chi and the Legend of the Ten Rings,2021,200000000,USD,8776908,USD
XWW,World-wide,tt4916630,Just Mercy,2019,25000000,USD,50401502,USD
XNDOM,International,tt4916630,Just Mercy,2019,25000000,USD,14400000,USD
XR2,Russia and Commonwealth of Independent States,tt4916630,Just Mercy,2019,25000000,USD,243149,USD
XWW,World-wide,tt1131728,Basmati Blues,2017,0,NULL,15605,USD
XNDOM,International,tt1131728,Basmati Blues,2017,0,NULL,15605,USD
XWW,World-wide,tt2378507,The Glass Castle,2017,9000000,USD,22088533,USD
XNDOM,International,tt2378507,The Glass Castle,2017,9000000,USD,4815474,USD
XWW,World-wide,tt3731562,Kong: Skull Island,2017,185000000,USD,566652812,USD
XNDOM,International,tt3731562,Kong: Skull Island,2017,185000000,USD,398600000,USD
XR2,Russia and Commonwealth of Independent States,tt3731562,Kong: Skull Island,2017,185000000,USD,10500000,USD
XWW,World-wide,tt4158096,Free Fire,2016,5500000,GBP,3719383,USD
XNDOM,International,tt4158096,Free Fire,2016,5500000,GBP,1920071,USD
XR2,Russia and Commonwealth of Independent States,tt4158096,Free Fire,2016,5500000,GBP,394738,USD
XWW,World-wide,tt3170832,Room,2015,13000000,USD,35401758,USD
XNDOM,International,tt3170832,Room,2015,13000000,USD,20724104,USD
XR2,Russia and Commonwealth of Independent States,tt3170832,Room,2015,13000000,USD,14962,USD
XWW,World-wide,tt3152624,Trainwreck,2015,35000000,USD,140795793,USD
XNDOM,International,tt3152624,Trainwreck,2015,35000000,USD,30583093,USD
XR2,Russia and Commonwealth of Independent States,tt3152624,Trainwreck,2015,35000000,USD,1015875,USD
XWW,World-wide,tt3704416,Digging for Fire,2015,0,NULL,119364,USD
XWW,World-wide,tt2039393,The Gambler,2014,25000000,USD,39280992,USD
XNDOM,International,tt2039393,The Gambler,2014,25000000,USD,5600000,USD
XR2,Russia and Commonwealth of Independent States,tt2039393,The Gambler,2014,25000000,USD,1232445,USD
XWW,World-wide,tt2370248,Short Term 12,2013,0,NULL,1645164,USD
XNDOM,International,tt2370248,Short Term 12,2013,0,NULL,632064,USD
XWW,World-wide,tt2229499,Don Jon,2013,3000000,USD,39439355,USD
XNDOM,International,tt2229499,Don Jon,2013,3000000,USD,14961651,USD
XR2,Russia and Commonwealth of Independent States,tt2229499,Don Jon,2013,3000000,USD,1983628,USD
XWW,World-wide,tt1714206,The Spectacular Now,2013,2500000,USD,6918591,USD
XNDOM,International,tt1714206,The Spectacular Now,2013,2500000,USD,63980,USD
XWW,World-wide,tt1232829,21 Jump Street,2012,42000000,USD,201585328,USD
XNDOM,International,tt1232829,21 Jump Street,2012,42000000,USD,63137661,USD
XR2,Russia and Commonwealth of Independent States,tt1232829,21 Jump Street,2012,42000000,USD,5144204,USD
XKN,East Africa,tt1232829,21 Jump Street,2012,42000000,USD,18408,USD
XWW,World-wide,tt1640548,Rampart,2011,12000000,USD,1567905,USD
XNDOM,International,tt1640548,Rampart,2011,12000000,USD,595393,USD
XWW,World-wide,tt1483756,The Trouble with Bliss,2011,0,NULL,13093,USD
XWW,World-wide,tt1234654,Greenberg,2010,0,NULL,6344112,USD
XNDOM,International,tt1234654,Greenberg,2010,0,NULL,2109942,USD
XR2,Russia and Commonwealth of Independent States,tt1234654,Greenberg,2010,0,NULL,455755,USD
XWW,World-wide,tt1151410,Tanner Hall,2009,3000000,USD,5073,USD
XNDOM,International,tt0488539,Farce of the Penguins,2006,0,NULL,6832,USD
XWW,World-wide,tt0488539,Farce of the Penguins,2006,0,NULL,6832,USD
XWW,World-wide,tt0453494,Hoot,2006,15000000,USD,8224998,USD
XNDOM,International,tt0453494,Hoot,2006,15000000,USD,107361,USD
XWW,World-wide,tt0368975,Sleepover,2004,10000000,USD,10143022,USD
XNDOM,International,tt0368975,Sleepover,2004,10000000,USD,706632,USD
XWW,World-wide,tt0337563,13 Going on 30,2004,37000000,USD,96455697,USD
XNDOM,International,tt0337563,13 Going on 30,2004,37000000,USD,39223950,USD
XR2,Russia and Commonwealth of Independent States,tt0337563,13 Going on 30,2004,37000000,USD,1008302,USD
XCN,Central America+,tt0337563,13 Going on 30,2004,37000000,USD,251717,USD
XT2,Lesser Antilles,tt0337563,13 Going on 30,2004,37000000,USD,24000,USD
XKN,East Africa,tt0337563,13 Going on 30,2004,37000000,USD,15704,USD
XWW,World-wide,tt0206113,Madison,2001,13500000,USD,517262,USD
XWW,World-wide,tt5822564,The Kitchen,2019,38000000,USD,15980032,USD
XNDOM,International,tt5822564,The Kitchen,2019,38000000,USD,3800000,USD
NA,NA,tt1856010,House of Cards,2013,60000000,USD,NA,NA
XWW,World-wide,tt1595859,Blue Bloods,2010,0,NULL,17678,USD
XNDOM,International,tt1595859,Blue Bloods,2010,0,NULL,17678,USD
XWW,World-wide,tt1485796,The Greatest Showman,2017,84000000,USD,436949634,USD
XNDOM,International,tt1485796,The Greatest Showman,2017,84000000,USD,262609460,USD
XR2,Russia and Commonwealth of Independent States,tt1485796,The Greatest Showman,2017,84000000,USD,8080086,USD
XWW,World-wide,tt2937898,A Most Violent Year,2014,20000000,USD,12007070,USD
XNDOM,International,tt2937898,A Most Violent Year,2014,20000000,USD,6257936,USD
XR2,Russia and Commonwealth of Independent States,tt2937898,A Most Violent Year,2014,20000000,USD,22847,USD
XWW,World-wide,tt1967545,Labor Day,2013,18000000,USD,20275812,USD
XNDOM,International,tt1967545,Labor Day,2013,18000000,USD,6904284,USD
XKN,East Africa,tt1967545,Labor Day,2013,18000000,USD,1873,USD
XWW,World-wide,tt0291928,G,2002,0,NULL,3020784,USD
XWW,World-wide,tt6467266,Sing 2,2021,85000000,USD,401472175,USD
XNDOM,International,tt6467266,Sing 2,2021,85000000,USD,239130000,USD
XR2,Russia and Commonwealth of Independent States,tt6467266,Sing 2,2021,85000000,USD,12969437,USD
XC4,Central America,tt6467266,Sing 2,2021,85000000,USD,2220549,USD
XWW,World-wide,tt3480822,Black Widow,2021,200000000,USD,379751655,USD
XNDOM,International,tt3480822,Black Widow,2021,200000000,USD,196100000,USD
XR2,Russia and Commonwealth of Independent States,tt3480822,Black Widow,2021,200000000,USD,9427187,USD
XWW,World-wide,tt2584384,Jojo Rabbit,2019,14000000,USD,90335025,USD
XNDOM,International,tt2584384,Jojo Rabbit,2019,14000000,USD,56964119,USD
XWW,World-wide,tt7653254,Marriage Story,2019,18600000,USD,333686,USD
XNDOM,International,tt7653254,Marriage Story,2019,18600000,USD,333686,USD
XWW,World-wide,tt4799050,Rough Night,2017,20000000,USD,47347283,USD
XNDOM,International,tt4799050,Rough Night,2017,20000000,USD,25241640,USD
XR2,Russia and Commonwealth of Independent States,tt4799050,Rough Night,2017,20000000,USD,2432408,USD
XWW,World-wide,tt1219827,Ghost in the Shell,2017,110000000,USD,169846945,USD
XNDOM,International,tt1219827,Ghost in the Shell,2017,110000000,USD,129283388,USD
XR2,Russia and Commonwealth of Independent States,tt1219827,Ghost in the Shell,2017,110000000,USD,8537520,USD
XWW,World-wide,tt3470600,Sing,2016,75000000,USD,634338384,USD
XNDOM,International,tt3470600,Sing,2016,75000000,USD,363759959,USD
XR2,Russia and Commonwealth of Independent States,tt3470600,Sing,2016,75000000,USD,17395113,USD
XWW,World-wide,tt3040964,The Jungle Book,2016,175000000,USD,966554929,USD
XNDOM,International,tt3040964,The Jungle Book,2016,175000000,USD,602553806,USD
XR2,Russia and Commonwealth of Independent States,tt3040964,The Jungle Book,2016,175000000,USD,20359530,USD
XWW,World-wide,tt0475290,"Hail, Caesar!",2016,22000000,USD,63945241,USD
XNDOM,International,tt0475290,"Hail, Caesar!",2016,22000000,USD,33447156,USD
XR2,Russia and Commonwealth of Independent States,tt0475290,"Hail, Caesar!",2016,22000000,USD,1036386,USD
XWW,World-wide,tt2872732,Lucy,2014,40000000,USD,458863600,USD
XNDOM,International,tt2872732,Lucy,2014,40000000,USD,332200000,USD
XR2,Russia and Commonwealth of Independent States,tt2872732,Lucy,2014,40000000,USD,21612689,USD
XKN,East Africa,tt2872732,Lucy,2014,40000000,USD,90330,USD
XWW,World-wide,tt1441395,Under the Skin,2013,13300000,USD,5866389,USD
XNDOM,International,tt1441395,Under the Skin,2013,13300000,USD,3252138,USD
XR2,Russia and Commonwealth of Independent States,tt1441395,Under the Skin,2013,13300000,USD,172105,USD
XWW,World-wide,tt0975645,Hitchcock,2012,15700000,USD,27039669,USD
XNDOM,International,tt0975645,Hitchcock,2012,15700000,USD,21030992,USD
XR2,Russia and Commonwealth of Independent States,tt0975645,Hitchcock,2012,15700000,USD,900598,USD
XKN,East Africa,tt0975645,Hitchcock,2012,15700000,USD,12796,USD
XWW,World-wide,tt1389137,We Bought a Zoo,2011,50000000,USD,120081841,USD
XNDOM,International,tt1389137,We Bought a Zoo,2011,50000000,USD,44457291,USD
XR2,Russia and Commonwealth of Independent States,tt1389137,We Bought a Zoo,2011,50000000,USD,1545863,USD
