area,areaName,movie_id,title,year,budget,budget_curr,total_amount,total_currency
XWW,World-wide,tt5848272,Ralph Breaks the Internet: Wreck-It Ralph 2,2018,175000000,USD,529323962,USD
XNDOM,International,tt5848272,Ralph Breaks the Internet: Wreck-It Ralph 2,2018,175000000,USD,328232251,USD
XR2,Russia and Commonwealth of Independent States,tt5848272,Ralph Breaks the Internet: Wreck-It Ralph 2,2018,175000000,USD,12612937,USD
XWW,World-wide,tt4630562,The Fate of the Furious,2017,250000000,USD,1236005118,USD
XNDOM,International,tt4630562,The Fate of the Furious,2017,250000000,USD,1009996733,USD
XR2,Russia and Commonwealth of Independent States,tt4630562,The Fate of the Furious,2017,250000000,USD,28845239,USD
XWW,World-wide,tt2513074,Billy Lynn's Long Halftime Walk,2016,40000000,USD,30930984,USD
XNDOM,International,tt2513074,Billy Lynn's Long Halftime Walk,2016,40000000,USD,29192507,USD
XWW,World-wide,tt1618442,The Last Witch Hunter,2015,90000000,USD,146936910,USD
XNDOM,International,tt1618442,The Last Witch Hunter,2015,90000000,USD,119569250,USD
XR2,Russia and Commonwealth of Independent States,tt1618442,The Last Witch Hunter,2015,90000000,USD,8795912,USD
XWW,World-wide,tt2820852,Furious 7,2015,190000000,USD,1515341399,USD
XNDOM,International,tt2820852,Furious 7,2015,190000000,USD,1162334379,USD
XR2,Russia and Commonwealth of Independent States,tt2820852,Furious 7,2015,190000000,USD,34016389,USD
XKN,East Africa,tt2820852,Furious 7,2015,190000000,USD,1025309,USD
XWW,World-wide,tt1411250,Riddick,2013,38000000,USD,98337295,USD
XNDOM,International,tt1411250,Riddick,2013,38000000,USD,56312160,USD
XR2,Russia and Commonwealth of Independent States,tt1411250,Riddick,2013,38000000,USD,10245903,USD
XKN,East Africa,tt1411250,Riddick,2013,38000000,USD,15917,USD
XWW,World-wide,tt1905041,Fast & Furious 6,2013,160000000,USD,788680968,USD
XNDOM,International,tt1905041,Fast & Furious 6,2013,160000000,USD,550001118,USD
XR2,Russia and Commonwealth of Independent States,tt1905041,Fast & Furious 6,2013,160000000,USD,34267107,USD
XKN,East Africa,tt1905041,Fast & Furious 6,2013,160000000,USD,249320,USD
XWW,World-wide,tt1596343,Fast Five,2011,125000000,USD,626137675,USD
XNDOM,International,tt1596343,Fast Five,2011,125000000,USD,416300000,USD
XR2,Russia and Commonwealth of Independent States,tt1596343,Fast Five,2011,125000000,USD,29333777,USD
XKN,East Africa,tt1596343,Fast Five,2011,125000000,USD,79918,USD
XWW,World-wide,tt1013752,Fast & Furious,2009,85000000,USD,360366870,USD
XNDOM,International,tt1013752,Fast & Furious,2009,85000000,USD,205302605,USD
XR2,Russia and Commonwealth of Independent States,tt1013752,Fast & Furious,2009,85000000,USD,14294286,USD
XCN,Central America+,tt1013752,Fast & Furious,2009,85000000,USD,567391,USD
XC4,Central America,tt1013752,Fast & Furious,2009,85000000,USD,345890,USD
XKN,East Africa,tt1013752,Fast & Furious,2009,85000000,USD,80518,USD
XWW,World-wide,tt0364970,Babylon A.D.,2008,70000000,USD,72109200,USD
XNDOM,International,tt0364970,Babylon A.D.,2008,70000000,USD,49576628,USD
XR2,Russia and Commonwealth of Independent States,tt0364970,Babylon A.D.,2008,70000000,USD,5711351,USD
XA2,"South, East, and West Africa",tt0364970,Babylon A.D.,2008,70000000,USD,390231,USD
XC4,Central America,tt0364970,Babylon A.D.,2008,70000000,USD,299029,USD
XT2,Lesser Antilles,tt0364970,Babylon A.D.,2008,70000000,USD,72651,USD
XKN,East Africa,tt0364970,Babylon A.D.,2008,70000000,USD,40408,USD
XWW,World-wide,tt0463985,The Fast and the Furious: Tokyo Drift,2006,85000000,USD,158964610,USD
XNDOM,International,tt0463985,The Fast and the Furious: Tokyo Drift,2006,85000000,USD,96450195,USD
XR2,Russia and Commonwealth of Independent States,tt0463985,The Fast and the Furious: Tokyo Drift,2006,85000000,USD,5658087,USD
XCN,Central America+,tt0463985,The Fast and the Furious: Tokyo Drift,2006,85000000,USD,834251,USD
XMO,Miscellaneous Middle East,tt0463985,The Fast and the Furious: Tokyo Drift,2006,85000000,USD,770103,USD
XC3,Czech Republic and Slovakia,tt0463985,The Fast and the Furious: Tokyo Drift,2006,85000000,USD,512014,USD
XWW,World-wide,tt0419749,Find Me Guilty,2006,13000000,USD,2636637,USD
XNDOM,International,tt0419749,Find Me Guilty,2006,13000000,USD,1462994,USD
XWW,World-wide,tt0395699,The Pacifier,2005,56000000,USD,198636868,USD
XNDOM,International,tt0395699,The Pacifier,2005,56000000,USD,85550000,USD
XR2,Russia and Commonwealth of Independent States,tt0395699,The Pacifier,2005,56000000,USD,2842794,USD
NA,NA,tt4967358,GameStar: Die Redaktion,2004,1000,EUR,NA,NA
XWW,World-wide,tt0296572,The Chronicles of Riddick,2004,105000000,USD,115900534,USD
XNDOM,International,tt0296572,The Chronicles of Riddick,2004,105000000,USD,58139522,USD
XR2,Russia and Commonwealth of Independent States,tt0296572,The Chronicles of Riddick,2004,105000000,USD,3310000,USD
XCN,Central America+,tt0296572,The Chronicles of Riddick,2004,105000000,USD,305733,USD
XC3,Czech Republic and Slovakia,tt0296572,The Chronicles of Riddick,2004,105000000,USD,147058,USD
XWW,World-wide,tt0266465,A Man Apart,2003,36000000,USD,44350926,USD
XNDOM,International,tt0266465,A Man Apart,2003,36000000,USD,17614828,USD
XR2,Russia and Commonwealth of Independent States,tt0266465,A Man Apart,2003,36000000,USD,835213,USD
XM2,Middle East,tt0266465,A Man Apart,2003,36000000,USD,279997,USD
XW2,West Indies,tt0266465,A Man Apart,2003,36000000,USD,63690,USD
XC4,Central America,tt0266465,A Man Apart,2003,36000000,USD,42168,USD
XB2,Baltic States,tt0266465,A Man Apart,2003,36000000,USD,18463,USD
XWW,World-wide,tt0211465,Knockaround Guys,2001,0,NULL,12806614,USD
XNDOM,International,tt0211465,Knockaround Guys,2001,0,NULL,1090977,USD
XWW,World-wide,tt0232500,The Fast and the Furious,2001,38000000,USD,207517509,USD
XNDOM,International,tt0232500,The Fast and the Furious,2001,38000000,USD,62771584,USD
XWW,World-wide,tt0134847,Pitch Black,2000,23000000,USD,53187659,USD
XNDOM,International,tt0134847,Pitch Black,2000,23000000,USD,13947000,USD
XWW,World-wide,tt0181984,Boiler Room,2000,7000000,USD,28780255,USD
XNDOM,International,tt0181984,Boiler Room,2000,7000000,USD,11809674,USD
XWW,World-wide,tt0129167,The Iron Giant,1999,70000000,USD,23335817,USD
XNDOM,International,tt0129167,The Iron Giant,1999,70000000,USD,20782,USD
XWW,World-wide,tt0120815,Saving Private Ryan,1998,70000000,USD,482349603,USD
XNDOM,International,tt0120815,Saving Private Ryan,1998,70000000,USD,265300000,USD
XWW,World-wide,tt0099077,Awakenings,1990,31000000,USD,52096475,USD
XWW,World-wide,tt7853804,O Amor Dá Trabalho,2019,4000000,BRL,203863,USD
XNDOM,International,tt7853804,O Amor Dá Trabalho,2019,4000000,BRL,203863,USD
XWW,World-wide,tt6038114,Não Se Aceitam Devoluções,2018,0,NULL,919657,USD
XNDOM,International,tt6038114,Não Se Aceitam Devoluções,2018,0,NULL,919657,USD
NA,NA,tt4922804,3%,2016,10000000,BRL,NA,NA
XWW,World-wide,tt6910020,Nothing to Lose,2018,16000000,BRL,36075317,USD
XNDOM,International,tt6910020,Nothing to Lose,2018,16000000,BRL,35059129,USD
XWW,World-wide,tt6471684,Operation Carwash: A Worldwide Corruption Scandal Made in Brazil,2017,4600000,USD,6382550,USD
XNDOM,International,tt6471684,Operation Carwash: A Worldwide Corruption Scandal Made in Brazil,2017,4600000,USD,6382550,USD
XNDOM,International,tt6338498,Vivo,2021,0,NULL,304200,USD
XWW,World-wide,tt6338498,Vivo,2021,0,NULL,304200,USD
XWW,World-wide,tt6348138,Missing Link,2019,100000000,USD,26565710,USD
XNDOM,International,tt6348138,Missing Link,2019,100000000,USD,9916171,USD
XR2,Russia and Commonwealth of Independent States,tt6348138,Missing Link,2019,100000000,USD,569129,USD
XWW,World-wide,tt4131800,My Little Pony: The Movie,2017,6500000,USD,60330833,USD
XNDOM,International,tt4131800,My Little Pony: The Movie,2017,6500000,USD,38445726,USD
XR2,Russia and Commonwealth of Independent States,tt4131800,My Little Pony: The Movie,2017,6500000,USD,2325901,USD
XWW,World-wide,tt4547194,I Kill Giants,2017,15100000,USD,342558,USD
XNDOM,International,tt4547194,I Kill Giants,2017,15100000,USD,342558,USD
XR2,Russia and Commonwealth of Independent States,tt4547194,I Kill Giants,2017,15100000,USD,165450,USD
XWW,World-wide,tt2361317,Live by Night,2016,108000000,USD,22678555,USD
XNDOM,International,tt2361317,Live by Night,2016,108000000,USD,12300000,USD
XR2,Russia and Commonwealth of Independent States,tt2361317,Live by Night,2016,108000000,USD,1300000,USD
XWW,World-wide,tt2660888,Star Trek Beyond,2016,185000000,USD,343471816,USD
XNDOM,International,tt2660888,Star Trek Beyond,2016,185000000,USD,184623476,USD
XR2,Russia and Commonwealth of Independent States,tt2660888,Star Trek Beyond,2016,185000000,USD,6529377,USD
NA,NA,tt0493076,Nina,2016,7000000,USD,NA,NA
XWW,World-wide,tt2262227,The Book of Life,2014,50000000,USD,99783556,USD
XNDOM,International,tt2262227,The Book of Life,2014,50000000,USD,49632013,USD
XR2,Russia and Commonwealth of Independent States,tt2262227,The Book of Life,2014,50000000,USD,1179013,USD
XWW,World-wide,tt1969062,Infinitely Polar Bear,2014,6700000,USD,1824678,USD
XNDOM,International,tt1969062,Infinitely Polar Bear,2014,6700000,USD,394023,USD
XWW,World-wide,tt1206543,Out of the Furnace,2013,22000000,USD,15661554,USD
XNDOM,International,tt1206543,Out of the Furnace,2013,22000000,USD,4330705,USD
XWW,World-wide,tt1747958,Blood Ties,2013,25500000,USD,2566435,USD
XNDOM,International,tt1747958,Blood Ties,2013,25500000,USD,2523963,USD
XWW,World-wide,tt1840417,The Words,2012,6000000,USD,15950164,USD
XNDOM,International,tt1840417,The Words,2012,6000000,USD,4455326,USD
XR2,Russia and Commonwealth of Independent States,tt1840417,The Words,2012,6000000,USD,135502,USD
XWW,World-wide,tt1657507,Colombiana,2011,40000000,USD,71508440,USD
XNDOM,International,tt1657507,Colombiana,2011,40000000,USD,34842586,USD
XR2,Russia and Commonwealth of Independent States,tt1657507,Colombiana,2011,40000000,USD,2856954,USD
XKN,East Africa,tt1657507,Colombiana,2011,40000000,USD,13188,USD
XWW,World-wide,tt1135084,Takers,2010,32000000,USD,80205382,USD
XNDOM,International,tt1135084,Takers,2010,32000000,USD,22460662,USD
XR2,Russia and Commonwealth of Independent States,tt1135084,Takers,2010,32000000,USD,1278755,USD
XKN,East Africa,tt1135084,Takers,2010,32000000,USD,30327,USD
XNDOM,International,tt1283887,Burning Palms,2010,5000000,USD,3271,USD
XWW,World-wide,tt1283887,Burning Palms,2010,5000000,USD,3271,USD
XWW,World-wide,tt1321509,Death at a Funeral,2010,21000000,USD,49050886,USD
XNDOM,International,tt1321509,Death at a Funeral,2010,21000000,USD,6311539,USD
XKN,East Africa,tt1321509,Death at a Funeral,2010,21000000,USD,24036,USD
XWW,World-wide,tt0499549,Avatar,2009,237000000,USD,2847379794,USD
XNDOM,International,tt0499549,Avatar,2009,237000000,USD,2086872169,USD
XR2,Russia and Commonwealth of Independent States,tt0499549,Avatar,2009,237000000,USD,117167563,USD
XC4,Central America,tt0499549,Avatar,2009,237000000,USD,5536710,USD
XKN,East Africa,tt0499549,Avatar,2009,237000000,USD,808639,USD
XWW,World-wide,tt0493451,The Skeptic,2009,0,NULL,205585,USD
XNDOM,International,tt0493451,The Skeptic,2009,0,NULL,198914,USD
XR2,Russia and Commonwealth of Independent States,tt0493451,The Skeptic,2009,0,NULL,99457,USD
XWW,World-wide,tt0443274,Vantage Point,2008,40000000,USD,152039882,USD
XNDOM,International,tt0443274,Vantage Point,2008,40000000,USD,79773576,USD
XR2,Russia and Commonwealth of Independent States,tt0443274,Vantage Point,2008,40000000,USD,2279323,USD
XC4,Central America,tt0443274,Vantage Point,2008,40000000,USD,390338,USD
XT2,Lesser Antilles,tt0443274,Vantage Point,2008,40000000,USD,91830,USD
XKN,East Africa,tt0443274,Vantage Point,2008,40000000,USD,35441,USD
XWW,World-wide,tt0822791,Blackout,2007,0,NULL,811833,USD
XNDOM,International,tt0822791,Blackout,2007,0,NULL,811833,USD
XR2,Russia and Commonwealth of Independent States,tt0822791,Blackout,2007,0,NULL,296411,USD
NA,NA,tt0465375,After Sex,2007,825000,USD,NA,NA
XWW,World-wide,tt0455841,The Heart Specialist,2006,0,NULL,1103037,USD
XWW,World-wide,tt0407732,Dirty Deeds,2005,0,NULL,146490,USD
XWW,World-wide,tt0372237,Guess Who,2005,35000000,USD,103121466,USD
XNDOM,International,tt0372237,Guess Who,2005,35000000,USD,34205578,USD
XM7,Middle East including United Arab Emirates,tt0372237,Guess Who,2005,35000000,USD,877367,USD
XRK,"Russia, Commonwealth of Independent States, and Ukraine",tt0372237,Guess Who,2005,35000000,USD,853413,USD
XR2,Russia and Commonwealth of Independent States,tt0372237,Guess Who,2005,35000000,USD,695710,USD
XC4,Central America,tt0372237,Guess Who,2005,35000000,USD,513024,USD
XT2,Lesser Antilles,tt0372237,Guess Who,2005,35000000,USD,76382,USD
XWW,World-wide,tt0315431,Constellation,2005,7200000,USD,306533,USD
NA,NA,tt0339771,Temptation,2004,12000000,USD,NA,NA
XWW,World-wide,tt0386504,Haven,2004,0,NULL,197312,USD
XNDOM,International,tt0386504,Haven,2004,0,NULL,54829,USD
XWW,World-wide,tt0362227,The Terminal,2004,60000000,USD,219100084,USD
XNDOM,International,tt0362227,The Terminal,2004,60000000,USD,141227201,USD
XR2,Russia and Commonwealth of Independent States,tt0362227,The Terminal,2004,60000000,USD,1825820,USD
XCN,Central America+,tt0362227,The Terminal,2004,60000000,USD,678928,USD
XM7,Middle East including United Arab Emirates,tt0362227,The Terminal,2004,60000000,USD,449332,USD
XC3,Czech Republic and Slovakia,tt0362227,The Terminal,2004,60000000,USD,371664,USD
XWW,World-wide,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003,140000000,USD,654264015,USD
XNDOM,International,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003,140000000,USD,348850097,USD
XR2,Russia and Commonwealth of Independent States,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003,140000000,USD,9060000,USD
XWW,World-wide,tt0303933,Drumline,2002,20000000,USD,57588485,USD
XNDOM,International,tt0303933,Drumline,2002,20000000,USD,1189301,USD
XWW,World-wide,tt0275022,Crossroads,2002,12000000,USD,61141030,USD
XNDOM,International,tt0275022,Crossroads,2002,12000000,USD,23949726,USD
XWW,World-wide,tt0275688,Snipes,2001,0,NULL,70569,USD
XWW,World-wide,tt0192071,Get Over It,2001,22000000,USD,19900366,USD
XNDOM,International,tt0192071,Get Over It,2001,22000000,USD,8323902,USD
XWW,World-wide,tt0210616,Center Stage,2000,29000000,USD,26385941,USD
XNDOM,International,tt0210616,Center Stage,2000,29000000,USD,9185016,USD
NA,NA,tt0323576,Illusion Infinity,2004,2000000,USD,NA,NA
XWW,World-wide,tt0099039,Angel Town,1990,0,NULL,855810,USD
NA,NA,tt0099458,Double Revenge,1988,2000000,USD,NA,NA
XWW,World-wide,tt0087222,The Evil That Men Do,1984,4600000,USD,13102025,USD
XWW,World-wide,tt0081398,Raging Bull,1980,18000000,USD,23402427,USD
XNDOM,International,tt0081398,Raging Bull,1980,18000000,USD,18440,USD
XWW,World-wide,tt0079302,Home Movies,1979,400000,USD,89134,USD
XWW,World-wide,tt0078011,Nunzio,1978,0,NULL,52195,USD
XWW,World-wide,tt0077714,I Wanna Hold Your Hand,1978,2700000,USD,1944682,USD
NA,NA,tt8650518,Dinner With Friends,2018,5000,USD,NA,NA
NA,NA,tt15399308,Virtually Single,2021,10000,USD,NA,NA
NA,NA,tt0915473,This Is Not a Test,2008,1000000,USD,NA,NA
XWW,World-wide,tt0833960,Gardens of the Night,2008,2300000,USD,11436,USD
NA,NA,tt0286486,The Shield,2002,1200000,USD,NA,NA
NA,NA,tt1740476,Butcher Boys,2012,1500000,USD,NA,NA
XWW,World-wide,tt7946836,Animal World,2018,0,NULL,74922830,USD
XNDOM,International,tt7946836,Animal World,2018,0,NULL,74922830,USD
XR2,Russia and Commonwealth of Independent States,tt7946836,Animal World,2018,0,NULL,156010,USD
XWW,World-wide,tt1734493,Unlocked,2017,0,NULL,4699125,USD
XNDOM,International,tt1734493,Unlocked,2017,0,NULL,4699125,USD
XR2,Russia and Commonwealth of Independent States,tt1734493,Unlocked,2017,0,NULL,442672,USD
XWW,World-wide,tt2911668,Beyond the Reach,2014,0,NULL,1100432,USD
XNDOM,International,tt2911668,Beyond the Reach,2014,0,NULL,1054537,USD
XR2,Russia and Commonwealth of Independent States,tt2911668,Beyond the Reach,2014,0,NULL,167404,USD
XWW,World-wide,tt2465146,And So It Goes,2014,18000000,USD,25419147,USD
XNDOM,International,tt2465146,And So It Goes,2014,18000000,USD,10258346,USD
XR2,Russia and Commonwealth of Independent States,tt2465146,And So It Goes,2014,18000000,USD,283238,USD
XWW,World-wide,tt1204975,Last Vegas,2013,28000000,USD,134409025,USD
XNDOM,International,tt1204975,Last Vegas,2013,28000000,USD,70494858,USD
XR2,Russia and Commonwealth of Independent States,tt1204975,Last Vegas,2013,28000000,USD,7996317,USD
XKN,East Africa,tt1204975,Last Vegas,2013,28000000,USD,9713,USD
XNDOM,International,tt1291580,Behind The Candelabra,2013,23000000,USD,13352609,USD
XWW,World-wide,tt1291580,Behind The Candelabra,2013,23000000,USD,13352609,USD
XWW,World-wide,tt1506999,Haywire,2011,23000000,USD,34513760,USD
XNDOM,International,tt1506999,Haywire,2011,23000000,USD,15571364,USD
XR2,Russia and Commonwealth of Independent States,tt1506999,Haywire,2011,23000000,USD,2053554,USD
XKN,East Africa,tt1506999,Haywire,2011,23000000,USD,5863,USD
XWW,World-wide,tt1027718,Wall Street: Money Never Sleeps,2010,70000000,USD,134748021,USD
XNDOM,International,tt1027718,Wall Street: Money Never Sleeps,2010,70000000,USD,82273405,USD
XR2,Russia and Commonwealth of Independent States,tt1027718,Wall Street: Money Never Sleeps,2010,70000000,USD,2175139,USD
XKN,East Africa,tt1027718,Wall Street: Money Never Sleeps,2010,70000000,USD,50151,USD
XWW,World-wide,tt1294213,Solitary Man,2009,15000000,USD,5682554,USD
XNDOM,International,tt1294213,Solitary Man,2009,15000000,USD,1322006,USD
XWW,World-wide,tt1183251,Beyond a Reasonable Doubt,2009,25000000,USD,4515258,USD
XNDOM,International,tt1183251,Beyond a Reasonable Doubt,2009,25000000,USD,4482341,USD
XR2,Russia and Commonwealth of Independent States,tt1183251,Beyond a Reasonable Doubt,2009,25000000,USD,91396,USD
XWW,World-wide,tt0821640,Ghosts of Girlfriends Past,2009,37500000,USD,102366815,USD
XNDOM,International,tt0821640,Ghosts of Girlfriends Past,2009,37500000,USD,47116789,USD
XR2,Russia and Commonwealth of Independent States,tt0821640,Ghosts of Girlfriends Past,2009,37500000,USD,2462447,USD
XC4,Central America,tt0821640,Ghosts of Girlfriends Past,2009,37500000,USD,103118,USD
XKN,East Africa,tt0821640,Ghosts of Girlfriends Past,2009,37500000,USD,9132,USD
XWW,World-wide,tt0388182,King of California,2007,10000000,USD,1045786,USD
XNDOM,International,tt0388182,King of California,2007,10000000,USD,777325,USD
XWW,World-wide,tt0463034,"You, Me and Dupree",2006,54000000,USD,130628903,USD
XNDOM,International,tt0463034,"You, Me and Dupree",2006,54000000,USD,55000793,USD
XR2,Russia and Commonwealth of Independent States,tt0463034,"You, Me and Dupree",2006,54000000,USD,1922916,USD
XC4,Central America,tt0463034,"You, Me and Dupree",2006,54000000,USD,452933,USD
XMO,Miscellaneous Middle East,tt0463034,"You, Me and Dupree",2006,54000000,USD,287949,USD
XC3,Czech Republic and Slovakia,tt0463034,"You, Me and Dupree",2006,54000000,USD,143979,USD
XWW,World-wide,tt0443632,The Sentinel,2006,60000000,USD,78810595,USD
XNDOM,International,tt0443632,The Sentinel,2006,60000000,USD,42529898,USD
XR2,Russia and Commonwealth of Independent States,tt0443632,The Sentinel,2006,60000000,USD,386234,USD
XCN,Central America+,tt0443632,The Sentinel,2006,60000000,USD,250548,USD
XC3,Czech Republic and Slovakia,tt0443632,The Sentinel,2006,60000000,USD,82685,USD
XT2,Lesser Antilles,tt0443632,The Sentinel,2006,60000000,USD,49528,USD
XWW,World-wide,tt0314786,The In-Laws,2003,40000000,USD,26891849,USD
XNDOM,International,tt0314786,The In-Laws,2003,40000000,USD,6438418,USD
XR2,Russia and Commonwealth of Independent States,tt0314786,The In-Laws,2003,40000000,USD,541306,USD
XWW,World-wide,tt0311110,It Runs in the Family,2003,0,NULL,8211508,USD
XNDOM,International,tt0311110,It Runs in the Family,2003,0,NULL,719669,USD
XWW,World-wide,tt0260866,Don't Say a Word,2001,50000000,USD,100020092,USD
XNDOM,International,tt0260866,Don't Say a Word,2001,50000000,USD,45018450,USD
XWW,World-wide,tt0181865,Traffic,2000,48000000,USD,207515725,USD
XNDOM,International,tt0181865,Traffic,2000,48000000,USD,83400000,USD
XWW,World-wide,tt0119174,The Game,1997,50000000,USD,109423648,USD
XNDOM,International,tt0119174,The Game,1997,50000000,USD,61100000,USD
XWW,World-wide,tt0116409,The Ghost and the Darkness,1996,55000000,USD,38619405,USD
XWW,World-wide,tt0112346,The American President,1995,62000000,USD,107879496,USD
XNDOM,International,tt0112346,The American President,1995,62000000,USD,47800000,USD
XWW,World-wide,tt0109635,Disclosure,1994,55000000,USD,214015089,USD
XNDOM,International,tt0109635,Disclosure,1994,55000000,USD,131000000,USD
XWW,World-wide,tt0106856,Falling Down,1993,25000000,USD,40903593,USD
XWW,World-wide,tt0103772,Basic Instinct,1992,49000000,USD,352927224,USD
XNDOM,International,tt0103772,Basic Instinct,1992,49000000,USD,235200000,USD
XR2,Russia and Commonwealth of Independent States,tt0103772,Basic Instinct,1992,49000000,USD,154219,USD
XWW,World-wide,tt0105391,Shining Through,1992,0,NULL,43838238,USD
XNDOM,International,tt0105391,Shining Through,1992,0,NULL,22204457,USD
XWW,World-wide,tt0098621,The War of the Roses,1989,26000000,USD,160188546,USD
XNDOM,International,tt0098621,The War of the Roses,1989,26000000,USD,73300000,USD
XWW,World-wide,tt0096933,Black Rain,1989,30000000,USD,134212055,USD
XNDOM,International,tt0096933,Black Rain,1989,30000000,USD,88000000,USD
XWW,World-wide,tt0094291,Wall Street,1987,15000000,USD,43848069,USD
XWW,World-wide,tt0093010,Fatal Attraction,1987,14000000,USD,320145693,USD
XNDOM,International,tt0093010,Fatal Attraction,1987,14000000,USD,163500000,USD
XC4,Central America,tt0093010,Fatal Attraction,1987,14000000,USD,135644,USD
XT2,Lesser Antilles,tt0093010,Fatal Attraction,1987,14000000,USD,108888,USD
XWW,World-wide,tt0088915,A Chorus Line,1985,27000000,USD,14202899,USD
XWW,World-wide,tt0089370,The Jewel of the Nile,1985,25000000,USD,96773200,USD
XNDOM,International,tt0089370,The Jewel of the Nile,1985,25000000,USD,20800000,USD
XWW,World-wide,tt0088011,Romancing the Stone,1984,10000000,USD,86572238,USD
XNDOM,International,tt0088011,Romancing the Stone,1984,10000000,USD,10000000,USD
XWW,World-wide,tt0086356,The Star Chamber,1983,0,NULL,5555305,USD
NA,NA,tt0080936,It's My Turn,1980,0,NULL,NA,NA
XWW,World-wide,tt0079832,Running,1979,3600000,USD,6012556,USD
XWW,World-wide,tt0078966,The China Syndrome,1979,6000000,USD,51718367,USD
NA,NA,tt0077355,Coma,1978,4500000,USD,NA,NA
XWW,World-wide,tt5108870,Morbius,2022,0,NULL,127214789,USD
XNDOM,International,tt5108870,Morbius,2022,0,NULL,69300000,USD
XM2,Middle East,tt5108870,Morbius,2022,0,NULL,2700000,USD
NA,NA,tt1070874,The Trial of the Chicago 7,2020,35000000,USD,NA,NA
XNDOM,International,tt8009744,Worth,2020,0,NULL,106645,USD
XWW,World-wide,tt8009744,Worth,2020,0,NULL,106645,USD
XWW,World-wide,tt3861390,Dumbo,2019,170000000,USD,353284621,USD
XNDOM,International,tt3861390,Dumbo,2019,170000000,USD,238518314,USD
XR2,Russia and Commonwealth of Independent States,tt3861390,Dumbo,2019,170000000,USD,8282148,USD
XWW,World-wide,tt1961175,American Assassin,2017,33000000,USD,67234188,USD
XNDOM,International,tt1961175,American Assassin,2017,33000000,USD,30984514,USD
XR2,Russia and Commonwealth of Independent States,tt1961175,American Assassin,2017,33000000,USD,1115967,USD
XWW,World-wide,tt4276820,The Founder,2016,25000000,USD,24121245,USD
XNDOM,International,tt4276820,The Founder,2016,25000000,USD,11335192,USD
XWW,World-wide,tt1895587,Spotlight,2015,20000000,USD,98690254,USD
XNDOM,International,tt1895587,Spotlight,2015,20000000,USD,53634478,USD
XR2,Russia and Commonwealth of Independent States,tt1895587,Spotlight,2015,20000000,USD,123951,USD
XWW,World-wide,tt2293640,Minions,2015,74000000,USD,1159444662,USD
XNDOM,International,tt2293640,Minions,2015,74000000,USD,823398892,USD
XR2,Russia and Commonwealth of Independent States,tt2293640,Minions,2015,74000000,USD,30015860,USD
XWW,World-wide,tt2369135,Need for Speed,2014,66000000,USD,203277636,USD
XNDOM,International,tt2369135,Need for Speed,2014,66000000,USD,159700000,USD
XR2,Russia and Commonwealth of Independent States,tt2369135,Need for Speed,2014,66000000,USD,13860794,USD
XKN,East Africa,tt2369135,Need for Speed,2014,66000000,USD,33768,USD
XWW,World-wide,tt2055709,Blindsided,2013,0,NULL,372209,USD
XNDOM,International,tt2055709,Blindsided,2013,0,NULL,372209,USD
XR2,Russia and Commonwealth of Independent States,tt2055709,Blindsided,2013,0,NULL,151530,USD
NA,NA,tt1091821,Noah,2012,15000000,USD,NA,NA
XWW,World-wide,tt0435761,Toy Story 3,2010,200000000,USD,1066970811,USD
XNDOM,International,tt0435761,Toy Story 3,2010,200000000,USD,651965931,USD
XR2,Russia and Commonwealth of Independent States,tt0435761,Toy Story 3,2010,200000000,USD,6641512,USD
XKN,East Africa,tt0435761,Toy Story 3,2010,200000000,USD,51809,USD
XWW,World-wide,tt1142433,Post Grad,2009,15000000,USD,6414729,USD
XNDOM,International,tt1142433,Post Grad,2009,15000000,USD,34710,USD
XWW,World-wide,tt0967945,The Merry Gentleman,2008,5000000,USD,347977,USD
XWW,World-wide,tt0469689,The Last Time,2006,4000000,USD,655968,USD
XNDOM,International,tt0469689,The Last Time,2006,4000000,USD,655968,USD
XWW,World-wide,tt0317219,Cars,2006,120000000,USD,461991867,USD
XNDOM,International,tt0317219,Cars,2006,120000000,USD,217908885,USD
XR2,Russia and Commonwealth of Independent States,tt0317219,Cars,2006,120000000,USD,3895840,USD
XWW,World-wide,tt0400497,Herbie Fully Loaded,2005,50000000,USD,144146816,USD
XNDOM,International,tt0400497,Herbie Fully Loaded,2005,50000000,USD,78123000,USD
XR2,Russia and Commonwealth of Independent States,tt0400497,Herbie Fully Loaded,2005,50000000,USD,1250329,USD
XWW,World-wide,tt0375210,White Noise,2005,10000000,USD,91196419,USD
XNDOM,International,tt0375210,White Noise,2005,10000000,USD,34809660,USD
XR2,Russia and Commonwealth of Independent States,tt0375210,White Noise,2005,10000000,USD,715139,USD
XC4,Central America,tt0375210,White Noise,2005,10000000,USD,376920,USD
XWW,World-wide,tt0361620,First Daughter,2004,30000000,USD,10592180,USD
XNDOM,International,tt0361620,First Daughter,2004,30000000,USD,1536259,USD
XWW,World-wide,tt0193854,A Shot at Glory,2000,9000000,USD,133122,USD
XWW,World-wide,tt0141109,Jack Frost,1998,85000000,USD,34562556,USD
XWW,World-wide,tt0118966,Desperate Measures,1998,50000000,USD,13806137,USD
XWW,World-wide,tt0117108,Multiplicity,1996,45000000,USD,21075014,USD
