actor_name,category,title,year,release_date,type,MCU,budget_USD,budget_scaled,World_Wide,International,Domestic,award_mcu,award_name,award_category,event_name,winner,color_id
Paul Rudd,actor,Nerdland,2016,2016-04-14,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,Captain America: Civil War,2016,2016-05-06,Movie,MCU,250000000,6.511159840194077,1153337496,745253147,408084349,MCU,NA,NA,NA,NA,#233f92
Paul Rudd,actor,Sausage Party,2016,2016-08-12,Movie,Non-MCU,19000000,3.2666119447679627,140705322,43019636,97685686,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,The Fundamentals of Caring,2016,2016-06-24,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,Ant-Man,2015,2015-07-17,Movie,MCU,130000000,4.825680413998693,519311965,339109802,180202163,MCU,NA,NA,NA,NA,#233f92
Paul Rudd,actor,The Little Prince,2016,2016-08-05,Movie,Non-MCU,81200000,4.14025211401257,97571250,96232098,1339152,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,They Came Together,2014,2014-01-24,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,Anchorman 2: The Legend Continues,2013,2013-12-18,Movie,Non-MCU,50000000,3.7020274632017705,173649931,46297224,127352707,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,This Is the End,2013,2013-06-12,Movie,Non-MCU,32000000,3.4492055492724627,126041322,24571120,101470202,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,All Is Bright,2013,2013-09-10,Movie,Non-MCU,NA,3,4556,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,Admission,2013,2013-03-22,Movie,Non-MCU,13000000,3.1823379734581936,18637201,629884,18007317,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,Prince Avalanche,2013,2013-01-20,Movie,Non-MCU,725000,3.009927473820291,442313,237174,205139,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,This Is 40,2012,2012-12-21,Movie,Non-MCU,35000000,3.4913425349273473,88215156,20670651,67544505,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,The Perks of Being a Wallflower,2012,2012-10-12,Movie,Non-MCU,13000000,3.1823379734581936,33384127,15641179,17742948,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,Wanderlust,2012,2012-02-24,Movie,Non-MCU,NA,3,23812816,6362281,17450535,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,Our Idiot Brother,2011,2011-08-26,Movie,Non-MCU,5000000,3.0699726783785013,25804448,988330,24816118,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,How Do You Know,2010,2010-12-17,Movie,Non-MCU,120000000,4.685223795149078,48668907,18456287,30212620,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,Dinner for Schmucks,2010,2010-07-30,Movie,Non-MCU,69000000,3.9688950390160396,86855739,13829402,73026337,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,Year One,2009,2009-06-19,Movie,Non-MCU,60000000,3.842484082051386,62357900,19020621,43337279,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,"I Love You, Man",2009,2009-03-20,Movie,Non-MCU,40000000,3.561570844352155,91980359,20540348,71440011,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,Monsters vs. Aliens,2009,2009-03-27,Movie,Non-MCU,175000000,5.457735198821963,381509870,183158344,198351526,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,Role Models,2008,2008-11-07,Movie,Non-MCU,28000000,3.393022901732617,92649419,25355149,67294270,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,Forgetting Sarah Marshall,2008,2008-04-18,Movie,Non-MCU,30000000,3.4211142255025395,105833257,42660794,63172463,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,Over Her Dead Body,2008,2008-02-01,Movie,Non-MCU,10000000,3.140200987803309,21458111,13894441,7563670,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,Walk Hard: The Dewey Cox Story,2007,2007-12-21,Movie,Non-MCU,35000000,3.4913425349273473,20576198,2259047,18317151,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,I Could Never Be Your Woman,2007,2007-06-15,Movie,Non-MCU,24000000,3.3368402541927704,9576495,9576495,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,Knocked Up,2007,2007-06-01,Movie,Non-MCU,30000000,3.4211142255025395,219922417,71153500,148768917,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,Reno 911! Miami,2007,2007-02-23,Movie,Non-MCU,10000000,3.140200987803309,22021262,1679101,20342161,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,The Ten,2007,2007-01-19,Movie,Non-MCU,5250000,3.073484093849742,785528,15802,769726,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,Night at the Museum,2006,2006-12-22,Movie,Non-MCU,110000000,4.544767176299462,574481229,323617961,250863268,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,The Ex,2007,2007-05-11,Movie,Non-MCU,NA,3,5178640,2085246,3093394,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,Diggers,2007,2007-03-30,Movie,Non-MCU,NA,3,66517,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,The 40-Year-Old Virgin,2005,2005-08-19,Movie,Non-MCU,26000000,3.3649315779626936,177378645,67929408,109449237,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,The Baxter,2005,2005-04-24,Movie,Non-MCU,NA,3,181872,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,"Tennis, Anyone...?",2006,2006-01-01,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,P.S.,2004,2004-09-03,Movie,Non-MCU,NA,3,273023,92520,180503,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,Anchorman: The Legend of Ron Burgundy,2004,2004-07-09,Movie,Non-MCU,26000000,3.3649315779626936,90709367,5421064,85288303,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,The Shape of Things,2003,2003-05-16,Movie,Non-MCU,4000000,3.05592701649354,826617,90625,735992,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,Reaching Normal,2001,2001-06-29,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,The Château,2001,2001-01-27,Movie,Non-MCU,NA,3,213598,11326,202272,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,Wet Hot American Summer,2001,2001-01-23,Movie,Non-MCU,5000000,3.0699726783785013,295206,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,Gen-Y Cops,2002,2002-02-23,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,The Cider House Rules,2000,2000-01-07,Movie,Non-MCU,24000000,3.3368402541927704,88545092,31000000,57545092,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,200 Cigarettes,1999,1999-02-26,Movie,Non-MCU,6000000,3.084018340263463,6852450,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,The Object of My Affection,1998,1998-04-17,Movie,Non-MCU,15000000,3.2104292972281168,46905889,17718646,29187243,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,The Locusts,1997,1997-10-03,Movie,Non-MCU,NA,3,40158,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,Romeo + Juliet,1996,1996-11-01,Movie,Non-MCU,14500000,3.203406466285636,147554998,101203653,46351345,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,The Size of Watermelons,1997,1997-01-17,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,Halloween: The Curse of Michael Myers,1995,1995-09-29,Movie,Non-MCU,5000000,3.0699726783785013,15116634,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Rudd,actor,Clueless,1995,1995-07-19,Movie,Non-MCU,12000000,3.168292311573232,56631572,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,Spider-Man: No Way Home,2021,2021-12-17,Movie,MCU,200000000,5.808876745946001,1891869434,1088000000,803869434,MCU,NA,NA,NA,NA,#233f92
Benedict Cumberbatch,actor,The Electrical Life of Louis Wain,2021,2021-11-05,Movie,Non-MCU,NA,3,982264,982264,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,The Power of the Dog,2021,2021-12-01,Movie,Non-MCU,NA,3,271027,271027,0,Academy Award Nominee,Oscar,Best Performance by an Actor in a Leading Role,"Academy Awards, USA",Nominated,#f1c2ae
Benedict Cumberbatch,actor,The Mauritanian,2021,2021-03-02,Movie,Non-MCU,NA,3,7527030,6690494,836536,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,The Courier,2021,2021-03-19,Movie,Non-MCU,NA,3,26001227,19387795,6613432,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,1917,2020,2020-01-10,Movie,Non-MCU,95000000,4.334082248025039,384919389,225691745,159227644,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,Between Two Ferns: The Movie,2019,2019-09-20,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,Avengers: Endgame,2019,2019-04-26,Movie,MCU,356000000,8,2797501328,1939128328,858373000,MCU,NA,NA,NA,NA,#233f92
Benedict Cumberbatch,actor,Mowgli: Legend of the Jungle,2018,2018-12-07,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,The Grinch,2018,2018-11-09,Movie,Non-MCU,75000000,4.053169010325808,512858819,241474088,271384731,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,Avengers: Infinity War,2018,2018-04-27,Movie,MCU,321000000,7.508401834026347,2048359754,1369544272,678815482,MCU,NA,NA,NA,NA,#233f92
Benedict Cumberbatch,actor,Thor: Ragnarok,2017,2017-11-03,Movie,MCU,180000000,5.52796350824677,853983911,538925622,315058289,MCU,NA,NA,NA,NA,#233f92
Benedict Cumberbatch,actor,The Current War: Director's Cut,2019,2019-10-25,Movie,Non-MCU,30000000,3.4211142255025395,12217160,6237620,5979540,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,Doctor Strange,2016,2016-11-04,Movie,MCU,165000000,5.317278579972347,677796076,445154156,232641920,MCU,NA,NA,NA,NA,#233f92
Benedict Cumberbatch,actor,Zoolander 2,2016,2016-02-12,Movie,Non-MCU,50000000,3.7020274632017705,56722693,27874000,28848693,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,Hamlet,2015,2015-10-15,Movie,Non-MCU,NA,3,5298933,4849126,449807,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,Black Mass,2015,2015-09-18,Movie,Non-MCU,53000000,3.744164448856655,99775678,37200000,62575678,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,The Hobbit: The Battle of the Five Armies,2014,2014-12-17,Movie,Non-MCU,250000000,6.511159840194077,962201338,707063077,255138261,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,Penguins of Madagascar,2014,2014-11-26,Movie,Non-MCU,132000000,4.853771737768616,373515621,289664710,83850911,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,The Imitation Game,2014,2014-12-25,Movie,Non-MCU,14000000,3.196383635343155,233555708,142430025,91125683,Academy Award Nominee,Oscar,Best Performance by an Actor in a Leading Role,"Academy Awards, USA",Nominated,#f1c2ae
Benedict Cumberbatch,actor,The Hobbit: The Desolation of Smaug,2013,2013-12-13,Movie,Non-MCU,225000000,6.1600182930700385,959027992,700640658,258387334,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,August: Osage County,2014,2014-01-10,Movie,Non-MCU,25000000,3.3508859160777322,74188937,36450127,37738810,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,The Fifth Estate,2013,2013-10-18,Movie,Non-MCU,28000000,3.393022901732617,9058564,5803556,3255008,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,12 Years a Slave,2013,2013-11-08,Movie,Non-MCU,20000000,3.2806576066529245,187733202,131061209,56671993,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,Star Trek Into Darkness,2013,2013-05-16,Movie,Non-MCU,190000000,5.668420127096385,467365246,238586585,228778661,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,The Hobbit: An Unexpected Journey,2012,2012-12-14,Movie,Non-MCU,180000000,5.52796350824677,1017030651,714000000,303030651,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,Wreckers,2011,2011-12-16,Movie,Non-MCU,NA,3,10962,10962,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,War Horse,2011,2011-12-25,Movie,Non-MCU,66000000,3.926758053361155,177584879,97700000,79884879,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,Tinker Tailor Soldier Spy,2012,2012-01-06,Movie,Non-MCU,26000000,3.3649315779626936,81515369,57365976,24149393,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,Frankenstein,2011,2011-03-17,Movie,Non-MCU,NA,3,620167,202384,417783,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,The Whistleblower,2011,2011-01-08,Movie,Non-MCU,NA,3,1870392,745426,1124966,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,Third Star,2011,2011-06-25,Movie,Non-MCU,1950000,3.0271334096293687,14586,14586,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,Four Lions,2010,2010-01-23,Movie,Non-MCU,NA,3,6149356,5844740,304616,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,Creation,2010,2010-01-22,Movie,Non-MCU,13000000,3.1823379734581936,2058675,1717352,341323,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,Burlesque Fairytales,2009,2009-06-07,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,The Other Boleyn Girl,2008,2008-02-29,Movie,Non-MCU,35000000,3.4913425349273473,78201830,51386873,26814957,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,Atonement,2008,2008-01-11,Movie,Non-MCU,30000000,3.4211142255025395,131016624,80089557,50927067,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,Amazing Grace,2007,2007-02-23,Movie,Non-MCU,NA,3,32120360,10869677,21250683,Non-MCU,NA,NA,NA,NA,#C4D6FA
Benedict Cumberbatch,actor,Starter for 10,2007,2007-03-09,Movie,Non-MCU,NA,3,1736394,1519555,216839,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Holland,actor,Uncharted,2022,2022-02-18,Movie,Non-MCU,120000000,4.685223795149078,383657447,240500000,143157447,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Holland,actor,Spider-Man: No Way Home,2021,2021-12-17,Movie,MCU,200000000,5.808876745946001,1891869434,1088000000,803869434,MCU,NA,NA,NA,NA,#233f92
Tom Holland,actor,Venom: Let There Be Carnage,2021,2021-10-01,Movie,Non-MCU,NA,3,502050366,288500000,213550366,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Holland,actor,Cherry,2021,2021-03-12,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Holland,actor,Chaos Walking,2021,2021-03-05,Movie,Non-MCU,125000000,4.755452104573886,26508132,13220224,13287908,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Holland,actor,The Devil All the Time,2020,2020-09-10,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Holland,actor,Onward,2020,2020-03-06,Movie,Non-MCU,175000000,5.457735198821963,141940042,80384897,61555145,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Holland,actor,Dolittle,2020,2020-01-17,Movie,Non-MCU,175000000,5.457735198821963,245438997,168391932,77047065,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Holland,actor,Spies in Disguise,2019,2019-12-25,Movie,Non-MCU,100000000,4.404310557449847,171616764,104859751,66757013,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Holland,actor,Spider-Man: Far from Home,2019,2019-07-02,Movie,MCU,160000000,5.24705027054754,1131927996,741395911,390532085,MCU,NA,NA,NA,NA,#233f92
Tom Holland,actor,Avengers: Endgame,2019,2019-04-26,Movie,MCU,356000000,8,2797501328,1939128328,858373000,MCU,NA,NA,NA,NA,#233f92
Tom Holland,actor,Avengers: Infinity War,2018,2018-04-27,Movie,MCU,321000000,7.508401834026347,2048359754,1369544272,678815482,MCU,NA,NA,NA,NA,#233f92
Tom Holland,actor,The Current War: Director's Cut,2019,2019-10-25,Movie,Non-MCU,30000000,3.4211142255025395,12217160,6237620,5979540,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Holland,actor,Spider-Man: Homecoming,2017,2017-07-07,Movie,MCU,175000000,5.457735198821963,880166924,545965784,334201140,MCU,NA,NA,NA,NA,#233f92
Tom Holland,actor,Pilgrimage,2017,2017-08-11,Movie,Non-MCU,5129460,3.0717910297661284,23689,23689,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Holland,actor,The Lost City of Z,2017,2017-04-21,Movie,Non-MCU,30000000,3.4211142255025395,19263938,10683528,8580410,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Holland,actor,Edge of Winter,2016,2016-08-02,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Holland,actor,Captain America: Civil War,2016,2016-05-06,Movie,MCU,250000000,6.511159840194077,1153337496,745253147,408084349,MCU,NA,NA,NA,NA,#233f92
Tom Holland,actor,In the Heart of the Sea,2015,2015-12-11,Movie,Non-MCU,100000000,4.404310557449847,93920758,68900000,25020758,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Holland,actor,Billy Elliot,2014,2014-11-12,Movie,Non-MCU,NA,3,3413368,3413368,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Holland,actor,How I Live Now,2013,2013-10-15,Movie,Non-MCU,8000000,3.112109664033386,925762,865549,60213,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Holland,actor,Locke,2014,2014-01-17,Movie,Non-MCU,2000000,3.0278356927236167,5090608,3714839,1375769,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Holland,actor,The Impossible,2013,2013-01-04,Movie,Non-MCU,45000000,3.6317991537769627,198087212,179067330,19019882,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Holland,actor,The Secret World of Arrietty,2012,2012-02-17,Movie,Non-MCU,23000000,3.322794592307809,149411550,129824518,19587032,Non-MCU,NA,NA,NA,NA,#C4D6FA
Chadwick Boseman,actor,Ma Rainey's Black Bottom,2020,2020-12-18,Movie,Non-MCU,NA,3,NA,NA,NA,Academy Award Nominee,Oscar,Best Performance by an Actor in a Leading Role,"Academy Awards, USA",Nominated,#f1c2ae
Chadwick Boseman,actor,Da 5 Bloods,2020,2020-06-12,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Chadwick Boseman,actor,21 Bridges,2019,2019-11-22,Movie,Non-MCU,33000000,3.4632512111574245,49939757,21400000,28539757,Non-MCU,NA,NA,NA,NA,#C4D6FA
Chadwick Boseman,actor,Avengers: Endgame,2019,2019-04-26,Movie,MCU,356000000,8,2797501328,1939128328,858373000,MCU,NA,NA,NA,NA,#233f92
Chadwick Boseman,actor,Avengers: Infinity War,2018,2018-04-27,Movie,MCU,321000000,7.508401834026347,2048359754,1369544272,678815482,MCU,NA,NA,NA,NA,#233f92
Chadwick Boseman,actor,Black Panther,2018,2018-02-16,Movie,MCU,200000000,5.808876745946001,1347597973,647171407,700426566,MCU,NA,NA,NA,NA,#233f92
Chadwick Boseman,actor,Marshall,2017,2017-10-13,Movie,Non-MCU,12000000,3.168292311573232,10116816,65157,10051659,Non-MCU,NA,NA,NA,NA,#C4D6FA
Chadwick Boseman,actor,Message from the King,2017,2017-08-04,Movie,Non-MCU,10000000,3.140200987803309,315132,315132,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Chadwick Boseman,actor,Captain America: Civil War,2016,2016-05-06,Movie,MCU,250000000,6.511159840194077,1153337496,745253147,408084349,MCU,NA,NA,NA,NA,#233f92
Chadwick Boseman,actor,Gods of Egypt,2016,2016-02-26,Movie,Non-MCU,140000000,4.966137032848309,150680864,119527400,31153464,Non-MCU,NA,NA,NA,NA,#C4D6FA
Chadwick Boseman,actor,Get on Up,2014,2014-08-01,Movie,Non-MCU,30000000,3.4211142255025395,33448971,2745871,30703100,Non-MCU,NA,NA,NA,NA,#C4D6FA
Chadwick Boseman,actor,Draft Day,2014,2014-04-11,Movie,Non-MCU,25000000,3.3508859160777322,29824199,981962,28842237,Non-MCU,NA,NA,NA,NA,#C4D6FA
Chadwick Boseman,actor,42,2013,2013-04-12,Movie,Non-MCU,40000000,3.561570844352155,97510197,2450488,95059709,Non-MCU,NA,NA,NA,NA,#C4D6FA
Chadwick Boseman,actor,The Kill Hole,2012,2012-08-28,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Chadwick Boseman,actor,The Express,2008,2008-10-10,Movie,Non-MCU,40000000,3.561570844352155,9808124,14718,9793406,Non-MCU,NA,NA,NA,NA,#C4D6FA
Brie Larson,actress,Shang-Chi and the Legend of the Ten Rings,2021,2021-09-03,Movie,MCU,200000000,5.808876745946001,432243292,207700000,224543292,MCU,NA,NA,NA,NA,#233f92
Brie Larson,actress,Between Two Ferns: The Movie,2019,2019-09-20,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Brie Larson,actress,Just Mercy,2020,2020-01-10,Movie,Non-MCU,25000000,3.3508859160777322,50401502,14400000,36001502,Non-MCU,NA,NA,NA,NA,#C4D6FA
Brie Larson,actress,Avengers: Endgame,2019,2019-04-26,Movie,MCU,356000000,8,2797501328,1939128328,858373000,MCU,NA,NA,NA,NA,#233f92
Brie Larson,actress,Captain Marvel,2019,2019-03-08,Movie,MCU,160000000,5.24705027054754,1128462972,701633133,426829839,MCU,NA,NA,NA,NA,#233f92
Brie Larson,actress,Basmati Blues,2018,2018-02-09,Movie,Non-MCU,NA,3,15605,15605,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Brie Larson,actress,Unicorn Store,2019,2019-04-05,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Brie Larson,actress,The Glass Castle,2017,2017-08-11,Movie,Non-MCU,9000000,3.1261553259183477,22088533,4815474,17273059,Non-MCU,NA,NA,NA,NA,#C4D6FA
Brie Larson,actress,Kong: Skull Island,2017,2017-03-10,Movie,Non-MCU,185000000,5.5981918176715775,566652812,398600000,168052812,Non-MCU,NA,NA,NA,NA,#C4D6FA
Brie Larson,actress,Free Fire,2017,2017-04-21,Movie,Non-MCU,7150000,3.1001708514311686,3719383,1920071,1799312,Non-MCU,NA,NA,NA,NA,#C4D6FA
Brie Larson,actress,Room,2016,2016-01-22,Movie,Non-MCU,13000000,3.1823379734581936,35401758,20724104,14677654,Academy Award Winner,Oscar,Best Performance by an Actress in a Leading Role,"Academy Awards, USA",Winner,#d2352b
Brie Larson,actress,Trainwreck,2015,2015-07-17,Movie,Non-MCU,35000000,3.4913425349273473,140795793,30583093,110212700,Non-MCU,NA,NA,NA,NA,#C4D6FA
Brie Larson,actress,Digging for Fire,2015,2015-08-21,Movie,Non-MCU,NA,3,119364,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Brie Larson,actress,The Gambler,2014,2014-12-25,Movie,Non-MCU,25000000,3.3508859160777322,39280992,5600000,33680992,Non-MCU,NA,NA,NA,NA,#C4D6FA
Brie Larson,actress,Short Term 12,2013,2013-08-23,Movie,Non-MCU,NA,3,1645164,632064,1013100,Non-MCU,NA,NA,NA,NA,#C4D6FA
Brie Larson,actress,Don Jon,2013,2013-09-27,Movie,Non-MCU,3000000,3.041881354608578,39439355,14961651,24477704,Non-MCU,NA,NA,NA,NA,#C4D6FA
Brie Larson,actress,The Spectacular Now,2013,2013-09-13,Movie,Non-MCU,2500000,3.0348585236660974,6918591,63980,6854611,Non-MCU,NA,NA,NA,NA,#C4D6FA
Brie Larson,actress,21 Jump Street,2012,2012-03-16,Movie,Non-MCU,42000000,3.589662168122078,201585328,63137661,138447667,Non-MCU,NA,NA,NA,NA,#C4D6FA
Brie Larson,actress,Rampart,2011,2011-11-23,Movie,Non-MCU,12000000,3.168292311573232,1567905,595393,972512,Non-MCU,NA,NA,NA,NA,#C4D6FA
Brie Larson,actress,The Trouble with Bliss,2012,2012-03-23,Movie,Non-MCU,NA,3,13093,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Brie Larson,actress,Scott Pilgrim vs. the World,2010,2010-08-13,Movie,Non-MCU,60000000,3.842484082051386,49421974,16140284,33281690,Non-MCU,NA,NA,NA,NA,#C4D6FA
Brie Larson,actress,House Broken,2010,2010-03-30,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Brie Larson,actress,Greenberg,2010,2010-03-26,Movie,Non-MCU,NA,3,6344112,2109942,4234170,Non-MCU,NA,NA,NA,NA,#C4D6FA
Brie Larson,actress,Tanner Hall,2009,2009-10-09,Movie,Non-MCU,3000000,3.041881354608578,5073,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Brie Larson,actress,Hoot,2006,2006-05-05,Movie,Non-MCU,15000000,3.2104292972281168,8224998,107361,8117637,Non-MCU,NA,NA,NA,NA,#C4D6FA
Brie Larson,actress,Sleepover,2004,2004-07-09,Movie,Non-MCU,10000000,3.140200987803309,10143022,706632,9436390,Non-MCU,NA,NA,NA,NA,#C4D6FA
Brie Larson,actress,13 Going on 30,2004,2004-04-23,Movie,Non-MCU,37000000,3.5194338586972704,96455697,39223950,57231747,Non-MCU,NA,NA,NA,NA,#C4D6FA
