actor_name,category,title,year,release_date,type,MCU,budget_USD,budget_scaled,World_Wide,International,Domestic,award_mcu,award_name,award_category,event_name,winner,color_id
Natalie Portman,actress,Knight of Cups,2016,2016-03-04,Movie,Non-MCU,NA,3,1026288,460282,566006,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Thor: The Dark World,2013,2013-11-08,Movie,MCU,170000000,5.387506889397155,644783140,438421000,206362140,MCU,NA,NA,NA,NA,#233f92
Natalie Portman,actress,Thor,2011,2011-05-06,Movie,MCU,150000000,5.106593651697924,449326618,268295994,181030624,MCU,NA,NA,NA,NA,#233f92
Natalie Portman,actress,Your Highness,2011,2011-04-08,Movie,Non-MCU,49900000,3.7006228970132744,28013733,6417288,21596445,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,No Strings Attached,2011,2011-01-21,Movie,Non-MCU,25000000,3.3508859160777322,149228077,78565857,70662220,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,I'm Still Here,2010,2010-09-10,Movie,Non-MCU,NA,3,626396,217413,408983,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Black Swan,2010,2010-12-17,Movie,Non-MCU,13000000,3.1823379734581936,329398046,222443368,106954678,Academy Award Winner,Oscar,Best Performance by an Actress in a Leading Role,"Academy Awards, USA",Winner,#d2352b
Natalie Portman,actress,Hesher,2010,2010-01-22,Movie,Non-MCU,7000000,3.0980640021484245,449702,66756,382946,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Brothers,2009,2009-12-04,Movie,Non-MCU,26000000,3.3649315779626936,43474578,14930421,28544157,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,The Other Woman,2011,2011-01-01,Movie,Non-MCU,NA,3,1451343,1425920,25423,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,"New York, I Love You",2009,2009-10-16,Movie,Non-MCU,14700000,3.206215598662628,14603177,13015162,1588015,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,The Other Boleyn Girl,2008,2008-02-29,Movie,Non-MCU,35000000,3.4913425349273473,78201830,51386873,26814957,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Mr. Magorium's Wonder Emporium,2007,2007-11-16,Movie,Non-MCU,65000000,3.9127123914761937,69474661,37413106,32061555,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,The Darjeeling Limited,2007,2007-10-26,Movie,Non-MCU,16000000,3.224474959113078,35310019,23407304,11902715,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,My Blueberry Nights,2008,2008-04-04,Movie,Non-MCU,10000000,3.140200987803309,22007671,21140396,867275,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Goya's Ghosts,2007,2007-06-09,Movie,Non-MCU,50000000,3.7020274632017705,9448082,8447456,1000626,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,"Paris, je t'aime",2007,2007-06-15,Movie,Non-MCU,13000000,3.1823379734581936,17471727,12572449,4899278,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,V for Vendetta,2006,2006-03-17,Movie,Non-MCU,54000000,3.758210110741617,132511035,62000000,70511035,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Free Zone,2006,2006-04-07,Movie,Non-MCU,1234567,3.017084679610025,427083,394702,32381,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Star Wars: Episode III - Revenge of the Sith,2005,2005-05-19,Movie,Non-MCU,113000000,4.586904161954347,868390560,488119983,380270577,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Domino One,2005,2005-03-11,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Closer,2004,2004-12-03,Movie,Non-MCU,27000000,3.378977239847655,115505027,81517270,33987757,Academy Award Nominee,Oscar,Best Performance by an Actress in a Supporting Role,"Academy Awards, USA",Nominated,#f1c2ae
Natalie Portman,actress,Garden State,2004,2004-08-20,Movie,Non-MCU,2500000,3.0348585236660974,35825316,9043000,26782316,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Cold Mountain,2003,2003-12-25,Movie,Non-MCU,79000000,4.1093516578656555,173013509,77377000,95636509,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Star Wars: Episode II - Attack of the Clones,2002,2002-05-16,Movie,Non-MCU,115000000,4.61499548572427,653779970,343103230,310676740,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Zoolander,2001,2001-09-28,Movie,Non-MCU,28000000,3.393022901732617,60780981,15608731,45172250,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Where the Heart Is,2000,2000-04-28,Movie,Non-MCU,15000000,3.2104292972281168,40863718,7090880,33772838,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Anywhere But Here,1999,1999-11-12,Movie,Non-MCU,23000000,3.322794592307809,23631929,4961528,18670401,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Star Wars: Episode I - The Phantom Menace,1999,1999-05-19,Movie,Non-MCU,115000000,4.61499548572427,1027082707,552538030,474544677,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Mars Attacks!,1996,1996-12-13,Movie,Non-MCU,70000000,3.982940700901001,101381197,63600000,37781197,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Everyone Says I Love You,1997,1997-01-17,Movie,Non-MCU,20000000,3.2806576066529245,9759200,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Beautiful Girls,1996,1996-02-09,Movie,Non-MCU,NA,3,10597759,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Heat,1995,1995-12-15,Movie,Non-MCU,60000000,3.842484082051386,187436818,120000000,67436818,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Léon: The Professional,1994,1994-11-18,Movie,Non-MCU,18975000,3.2662608032208387,19552639,51401,19501238,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,The Protégé,2021,2021-08-20,Movie,Non-MCU,NA,3,8639684,1192861,7446823,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Hitman's Wife's Bodyguard,2021,2021-06-16,Movie,Non-MCU,70000000,3.982940700901001,70060492,32045765,38014727,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Spiral,2021,2021-05-14,Movie,Non-MCU,20000000,3.2806576066529245,40618920,17402058,23216862,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,The Banker,2020,2020-03-20,Movie,Non-MCU,NA,3,1700000,1700000,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Star Wars: Episode IX - The Rise of Skywalker,2019,2019-12-20,Movie,Non-MCU,275000000,6.862301387318116,1074149279,558946737,515202542,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,The Last Full Measure,2020,2020-01-24,Movie,Non-MCU,20000000,3.2806576066529245,3364426,415214,2949212,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Spider-Man: Far from Home,2019,2019-07-02,Movie,MCU,160000000,5.24705027054754,1131927996,741395911,390532085,MCU,NA,NA,NA,NA,#233f92
Samuel L. Jackson,actor,Shaft,2019,2019-06-14,Movie,Non-MCU,35000000,3.4913425349273473,21360215,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Avengers: Endgame,2019,2019-04-26,Movie,MCU,356000000,8,2797501328,1939128328,858373000,MCU,NA,NA,NA,NA,#233f92
Samuel L. Jackson,actor,Captain Marvel,2019,2019-03-08,Movie,MCU,160000000,5.24705027054754,1128462972,701633133,426829839,MCU,NA,NA,NA,NA,#233f92
Samuel L. Jackson,actor,Glass,2019,2019-01-18,Movie,Non-MCU,20000000,3.2806576066529245,246999039,135950571,111048468,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Life Itself,2018,2018-09-21,Movie,Non-MCU,10000000,3.140200987803309,7997774,3895126,4102648,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Incredibles 2,2018,2018-06-15,Movie,Non-MCU,200000000,5.808876745946001,1243089244,634507500,608581744,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Avengers: Infinity War,2018,2018-04-27,Movie,MCU,321000000,7.508401834026347,2048359754,1369544272,678815482,MCU,NA,NA,NA,NA,#233f92
Samuel L. Jackson,actor,Unicorn Store,2019,2019-04-05,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,The Hitman's Bodyguard,2017,2017-08-18,Movie,Non-MCU,30000000,3.4211142255025395,176600207,101131624,75468583,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,xXx: Return of Xander Cage,2017,2017-01-20,Movie,Non-MCU,85000000,4.193625629175424,346118277,301219864,44898413,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Kong: Skull Island,2017,2017-03-10,Movie,Non-MCU,185000000,5.5981918176715775,566652812,398600000,168052812,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Miss Peregrine's Home for Peculiar Children,2016,2016-09-30,Movie,Non-MCU,110000000,4.544767176299462,296482446,209239612,87242834,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,The Legend of Tarzan,2016,2016-07-01,Movie,Non-MCU,180000000,5.52796350824677,356700357,230057296,126643061,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Cell,2016,2016-06-10,Movie,Non-MCU,NA,3,1323012,1323012,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,The Hateful Eight,2015,2015-12-30,Movie,Non-MCU,44000000,3.6177534918920013,156480177,102362761,54117416,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Chi-Raq,2015,2015-12-04,Movie,Non-MCU,NA,3,2719699,66667,2653032,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Barely Lethal,2015,2015-04-30,Movie,Non-MCU,15000000,3.2104292972281168,933847,927772,6075,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Avengers: Age of Ultron,2015,2015-05-01,Movie,MCU,250000000,6.511159840194077,1402809540,943803672,459005868,MCU,NA,NA,NA,NA,#233f92
Samuel L. Jackson,actor,Kingsman: The Secret Service,2015,2015-02-13,Movie,Non-MCU,81000000,4.137442981635578,414351546,286089822,128261724,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Big Game,2015,2015-06-26,Movie,Non-MCU,9180000,3.1286835450576405,7455398,7430646,24752,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Kite,2014,2014-08-28,Movie,Non-MCU,NA,3,507180,507180,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Captain America: The Winter Soldier,2014,2014-04-04,Movie,MCU,170000000,5.387506889397155,714421503,454654931,259766572,MCU,NA,NA,NA,NA,#233f92
Samuel L. Jackson,actor,RoboCop,2014,2014-02-12,Movie,Non-MCU,100000000,4.404310557449847,242688965,184081958,58607007,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Reasonable Doubt,2014,2014-01-17,Movie,Non-MCU,7000000,3.0980640021484245,602802,602802,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Oldboy,2013,2013-11-27,Movie,Non-MCU,30000000,3.4211142255025395,5186767,2993109,2193658,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Turbo,2013,2013-07-17,Movie,Non-MCU,135000000,4.895908723423501,282570682,199542554,83028128,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Django Unchained,2012,2012-12-25,Movie,Non-MCU,100000000,4.404310557449847,426074373,263268939,162805434,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Adventures in Zambezia,2012,2012-07-06,Movie,Non-MCU,20000000,3.2806576066529245,34428345,34428345,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,The Avengers,2012,2012-05-04,Movie,MCU,220000000,6.089789983645232,1518815515,895457605,623357910,MCU,NA,NA,NA,NA,#233f92
Samuel L. Jackson,actor,Meeting Evil,2012,2012-03-30,Movie,Non-MCU,NA,3,525,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,The Samaritan,2012,2012-01-30,Movie,Non-MCU,12000000,3.168292311573232,15220,12699,2521,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Captain America: The First Avenger,2011,2011-07-22,Movie,MCU,140000000,4.966137032848309,370569774,193915269,176654505,MCU,NA,NA,NA,NA,#233f92
Samuel L. Jackson,actor,Thor,2011,2011-05-06,Movie,MCU,150000000,5.106593651697924,449326618,268295994,181030624,MCU,NA,NA,NA,NA,#233f92
Samuel L. Jackson,actor,Quantum Quest: A Cassini Space Odyssey,2012,2012-12-02,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,The Other Guys,2010,2010-08-06,Movie,Non-MCU,100000000,4.404310557449847,170458922,51238944,119219978,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Unthinkable,2010,2010-06-15,Movie,Non-MCU,15000000,3.2104292972281168,1669947,1669947,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Iron Man 2,2010,2010-05-07,Movie,MCU,200000000,5.808876745946001,623933331,311500000,312433331,MCU,NA,NA,NA,NA,#233f92
Samuel L. Jackson,actor,Astro Boy,2009,2009-10-23,Movie,Non-MCU,65000000,3.9127123914761937,39886986,20335919,19551067,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Mother and Child,2009,2009-11-07,Movie,Non-MCU,7000000,3.0980640021484245,5621971,4511462,1110509,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Inglourious Basterds,2009,2009-08-21,Movie,Non-MCU,70000000,3.982940700901001,321457747,200917028,120540719,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,The Spirit,2008,2008-12-25,Movie,Non-MCU,60000000,3.842484082051386,39164441,19358253,19806188,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Soul Men,2008,2008-11-07,Movie,Non-MCU,NA,3,12331637,249246,12082391,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Gospel Hill,2009,2009-08-21,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Lakeview Terrace,2008,2008-09-19,Movie,Non-MCU,20000000,3.2806576066529245,44655002,5391496,39263506,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Star Wars: The Clone Wars,2008,2008-08-15,Movie,Non-MCU,8500000,3.1191324949758665,68282844,33121290,35161554,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Iron Man,2008,2008-05-02,Movie,MCU,140000000,4.966137032848309,585796247,266762121,319034126,MCU,NA,NA,NA,NA,#233f92
Samuel L. Jackson,actor,Jumper,2008,2008-02-14,Movie,Non-MCU,85000000,4.193625629175424,225132113,144959985,80172128,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Cleaner,2008,2008-05-27,Movie,Non-MCU,25000000,3.3508859160777322,5796630,5796630,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,1408,2007,2007-06-22,Movie,Non-MCU,25000000,3.3508859160777322,132963417,60977789,71985628,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Resurrecting the Champ,2007,2007-08-24,Movie,Non-MCU,13000000,3.1823379734581936,3243611,71038,3172573,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Home of the Brave,2006,2006-12-15,Movie,Non-MCU,12000000,3.168292311573232,499620,447912,51708,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Black Snake Moan,2007,2007-03-02,Movie,Non-MCU,15000000,3.2104292972281168,10907485,1510615,9396870,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Snakes on a Plane,2006,2006-08-18,Movie,Non-MCU,33000000,3.4632512111574245,62022014,28001200,34020814,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Freedomland,2006,2006-02-17,Movie,Non-MCU,37665000,3.5287742238507698,14655628,2142742,12512886,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,The Man,2005,2005-09-09,Movie,Non-MCU,33000000,3.4632512111574245,13485145,5154425,8330720,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Star Wars: Episode III - Revenge of the Sith,2005,2005-05-19,Movie,Non-MCU,113000000,4.586904161954347,868390560,488119983,380270577,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,xXx: State of the Union,2005,2005-04-29,Movie,Non-MCU,113000000,4.586904161954347,71022693,44148761,26873932,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Coach Carter,2005,2005-01-14,Movie,Non-MCU,30000000,3.4211142255025395,76669554,9404677,67264877,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,The Incredibles,2004,2004-11-05,Movie,Non-MCU,92000000,4.291945262370155,631607053,370165961,261441092,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Kill Bill: Vol. 2,2004,2004-04-16,Movie,Non-MCU,30000000,3.4211142255025395,154118820,87910637,66208183,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Twisted,2004,2004-02-27,Movie,Non-MCU,50000000,3.7020274632017705,40954603,15756005,25198598,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,In My Country,2005,2005-03-11,Movie,Non-MCU,12000000,3.168292311573232,1491434,1327541,163893,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,S.W.A.T.,2003,2003-08-08,Movie,Non-MCU,80000000,4.123397319750616,207725639,90790989,116934650,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Basic,2003,2003-03-28,Movie,Non-MCU,50000000,3.7020274632017705,42792561,15999250,26793311,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,xXx,2002,2002-08-09,Movie,Non-MCU,70000000,3.982940700901001,277448382,135339000,142109382,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,No Good Deed,2003,2003-09-12,Movie,Non-MCU,12000000,3.168292311573232,1440653,1259053,181600,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Star Wars: Episode II - Attack of the Clones,2002,2002-05-16,Movie,Non-MCU,115000000,4.61499548572427,653779970,343103230,310676740,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Changing Lanes,2002,2002-04-12,Movie,Non-MCU,45000000,3.6317991537769627,94935764,28117216,66818548,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Formula 51,2002,2002-10-18,Movie,Non-MCU,27000000,3.378977239847655,12881605,7677598,5204007,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,The Caveman's Valentine,2001,2001-01-19,Movie,Non-MCU,13500000,3.1893608044006743,794481,107287,687194,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Unbreakable,2000,2000-11-22,Movie,Non-MCU,75000000,4.053169010325808,248118121,153106782,95011339,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Shaft,2000,2000-06-16,Movie,Non-MCU,46000000,3.645844815661924,107626125,37291867,70334258,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Rules of Engagement,2000,2000-04-07,Movie,Non-MCU,60000000,3.842484082051386,71732303,10397073,61335230,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Deep Blue Sea,1999,1999-07-28,Movie,Non-MCU,60000000,3.842484082051386,164648142,91000000,73648142,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Star Wars: Episode I - The Phantom Menace,1999,1999-05-19,Movie,Non-MCU,115000000,4.61499548572427,1027082707,552538030,474544677,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,The Red Violin,1999,1999-06-11,Movie,Non-MCU,18000000,3.2525662828830013,10019109,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,The Negotiator,1998,1998-07-29,Movie,Non-MCU,50000000,3.7020274632017705,44547681,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Out of Sight,1998,1998-06-26,Movie,Non-MCU,48000000,3.6739361394318473,77745966,40183398,37562568,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Sphere,1998,1998-02-13,Movie,Non-MCU,80000000,4.123397319750616,37020277,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Jackie Brown,1997,1997-12-25,Movie,Non-MCU,12000000,3.168292311573232,39673807,645,39673162,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Eve's Bayou,1997,1997-11-07,Movie,Non-MCU,6000000,3.084018340263463,14842388,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,One Eight Seven,1997,1997-07-30,Movie,Non-MCU,20000000,3.2806576066529245,5727130,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,The Long Kiss Goodnight,1996,1996-10-11,Movie,Non-MCU,65000000,3.9127123914761937,89456761,56009149,33447612,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,A Time to Kill,1996,1996-07-24,Movie,Non-MCU,40000000,3.561570844352155,152266007,43500000,108766007,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Trees Lounge,1996,1996-10-11,Movie,Non-MCU,1300000,3.0180037294041435,749741,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,The Great White Hype,1996,1996-05-03,Movie,Non-MCU,NA,3,8008255,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Hard Eight,1997,1997-02-28,Movie,Non-MCU,3000000,3.041881354608578,222559,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Fluke,1995,1995-06-02,Movie,Non-MCU,15000000,3.2104292972281168,3987768,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Die Hard with a Vengeance,1995,1995-05-19,Movie,Non-MCU,90000000,4.263853938600231,366101666,266089167,100012499,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Kiss of Death,1995,1995-04-21,Movie,Non-MCU,40000000,3.561570844352155,14942422,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Losing Isaiah,1995,1995-03-17,Movie,Non-MCU,17000000,3.23852062099804,7603766,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,The Search for One-eye Jimmy,1996,1996-06-21,Movie,Non-MCU,NA,3,71314,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,The New Age,1994,1994-09-16,Movie,Non-MCU,NA,3,245217,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Pulp Fiction,1994,1994-10-14,Movie,Non-MCU,8000000,3.112109664033386,213928762,106000000,107928762,Academy Award Nominee,Oscar,Best Actor in a Supporting Role,"Academy Awards, USA",Nominated,#f1c2ae
Samuel L. Jackson,actor,Hail Caesar,1994,1994-05-11,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Fresh,1994,1994-09-02,Movie,Non-MCU,3500000,3.0489041855510592,8094616,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,True Romance,1993,1993-09-10,Movie,Non-MCU,13000000,3.1823379734581936,13088850,807299,12281551,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Jurassic Park,1993,1993-06-11,Movie,Non-MCU,63000000,3.8846210677062705,1099428303,695213583,404214720,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Menace II Society,1993,1993-05-26,Movie,Non-MCU,3500000,3.0489041855510592,27912072,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Amos & Andrew,1993,1993-03-05,Movie,Non-MCU,NA,3,9745803,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Loaded Weapon 1,1993,1993-02-05,Movie,Non-MCU,13000000,3.1823379734581936,27979399,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Patriot Games,1992,1992-06-05,Movie,Non-MCU,45000000,3.6317991537769627,178051587,94700000,83351587,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,White Sands,1992,1992-04-24,Movie,Non-MCU,22000000,3.3087489304228477,9011574,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Juice,1992,1992-01-17,Movie,Non-MCU,5000000,3.0699726783785013,20146880,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Strictly Business,1991,1991-11-08,Movie,Non-MCU,NA,3,7683267,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Johnny Suede,1992,1992-08-14,Movie,Non-MCU,500000,3.0067671998961742,90091,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Jungle Fever,1991,1991-06-07,Movie,Non-MCU,14000000,3.196383635343155,43882682,11400000,32482682,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,The Return of Superfly,1990,1990-11-09,Movie,Non-MCU,NA,3,610402,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Samuel L. Jackson,actor,Goodfellas,1990,1990-09-21,Movie,Non-MCU,25000000,3.3508859160777322,47036784,127063,46909721,Non-MCU,NA,NA,NA,NA,#C4D6FA
