actor_id,actor_name,category,title_id,title,year,type,budget,budget_currency,World-wide,International,Domestic,boxoffice_currency
nm4043618,Tom Holland,actor,tt4526546,NA,NA,movie,NA,NA,NA,NA,NA,NA
nm4043618,Tom Holland,actor,tt3498820,Captain America: Civil War,2016,movie,250000000,USD,1153337496,745253147,408084349,USD
nm4043618,Tom Holland,actor,tt1390411,In the Heart of the Sea,2015,movie,100000000,USD,93920758,68900000,25020758,USD
nm4043618,Tom Holland,actor,tt4085696,Billy Elliot,2014,movie,0,NULL,3413368,3413368,0,USD
nm4043618,Tom Holland,actor,tt1894476,How I Live Now,2013,movie,8000000,USD,925762,865549,60213,USD
nm4043618,Tom Holland,actor,tt2692904,Locke,2013,movie,2000000,USD,5090608,3714839,1375769,USD
nm4043618,Tom Holland,actor,tt1649419,The Impossible,2012,movie,45000000,USD,198087212,179067330,19019882,USD
nm4043618,Tom Holland,actor,tt1568921,The Secret World of Arrietty,2010,movie,23000000,USD,149411550,129824518,19587032,USD
nm0390903,NA,actor,tt13406094,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390903,NA,actor,tt0397306,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390903,NA,actor,tt6856242,The King's Man,2021,movie,0,NULL,125897478,88721105,37176373,USD
nm0390903,NA,actor,tt0182576,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390903,NA,actor,tt2386826,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390903,NA,actor,tt8241000,Extinct,2021,movie,0,NULL,6926445,6926445,0,USD
nm0390903,NA,actor,tt0437745,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390903,NA,actor,tt7658402,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390903,NA,actor,tt8259142,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390903,NA,actor,tt2388771,NA,NA,movie,NA,NA,NA,NA,NA,NA
nm0390903,NA,actor,tt2737304,NA,NA,movie,NA,NA,NA,NA,NA,NA
nm0390903,NA,actor,tt1727824,Bohemian Rhapsody,2018,movie,52000000,USD,910809311,694141269,216668042,USD
nm0390903,NA,actor,tt2368254,A Private War,2018,movie,18800000,USD,3915207,2281999,1633208,USD
nm0390903,NA,actor,tt5716464,Breathe,2017,movie,0,NULL,5026154,4536023,490131,USD
nm0390903,NA,actor,tt0491203,Tulip Fever,2017,movie,25000000,USD,9204549,6748914,2455635,USD
nm0390903,NA,actor,tt6383494,Holy Lands,2017,movie,0,NULL,304998,304998,0,USD
nm0390903,NA,actor,tt3647998,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390903,NA,actor,tt6059142,Revolution: New Art For A New World,2016,movie,0,GBP,19103,19103,0,USD
nm0390903,NA,actor,tt4776998,The Promise,2016,movie,90000000,USD,12448676,4224388,8224288,USD
nm0390903,NA,actor,tt2381249,Mission: Impossible - Rogue Nation,2015,movie,150000000,USD,682716636,487674259,195042377,USD
nm0390903,NA,actor,tt2717860,The Riot Club,2014,movie,0,NULL,3517925,3510191,7734,USD
nm0390903,NA,actor,tt1588221,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390903,NA,actor,tt2281587,Muppets Most Wanted,2014,movie,50000000,USD,80383113,29200000,51183113,USD
nm0390903,NA,actor,tt2382598,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390903,NA,actor,tt1700845,The Invisible Woman,2013,movie,0,NULL,3986888,2752634,1234254,USD
nm0390903,NA,actor,tt2194499,About Time,2013,movie,12000000,USD,87100449,71777528,15322921,USD
nm0390903,NA,actor,tt1531901,Byzantium,2012,movie,8000000,GBP,828284,739047,89237,USD
nm0390903,NA,actor,tt1979172,A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,2012,movie,0,NULL,63469,58367,5102,USD
nm0390903,NA,actor,tt1545328,Stand Off,2011,movie,0,NULL,18332,18332,0,USD
nm0390903,NA,actor,tt0297494,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390903,NA,actor,tt0993842,Hanna,2011,movie,30000000,USD,63782078,23522959,40259119,USD
nm0390903,NA,actor,tt1151072,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390903,NA,actor,tt0459159,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390903,NA,actor,tt0821642,The Soloist,2009,movie,60000000,USD,38332994,6612836,31720158,USD
nm0390903,NA,actor,tt1226774,In the Loop,2009,movie,612650,GBP,7787487,5398683,2388804,USD
nm0390903,NA,actor,tt0985699,Valkyrie,2008,movie,75000000,USD,201545517,118467684,83077833,USD
nm0390903,NA,actor,tt1219972,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390903,NA,actor,tt0414055,Elizabeth: The Golden Age,2007,movie,55000000,USD,75782758,59399249,16383509,USD
nm0390903,NA,actor,tt0449088,Pirates of the Caribbean: At World's End,2007,movie,300000000,USD,960996492,651576067,309420425,USD
nm0390903,NA,actor,tt0429018,Rabbit Fever,2006,movie,0,NULL,15308,15308,0,USD
nm0390903,NA,actor,tt0401445,A Good Year,2006,movie,35000000,USD,42269923,34810623,7459300,USD
nm0390903,NA,actor,tt0383574,Pirates of the Caribbean: Dead Man's Chest,2006,movie,225000000,USD,1066179747,642863935,423315812,USD
nm0390903,NA,actor,tt0433405,Land of the Blind,2006,movie,18000000,USD,25116,19872,5244,USD
nm0390903,NA,actor,tt0428446,The Darwin Awards,2006,movie,0,NULL,309408,309408,0,USD
nm0390903,NA,actor,tt0414387,Pride & Prejudice,2005,movie,28000000,USD,121616555,83211467,38405088,USD
nm0390903,NA,actor,tt0371878,NA,NA,movie,NA,NA,NA,NA,NA,NA
nm0390903,NA,actor,tt0375920,The Libertine,2004,movie,0,NULL,10852064,6016999,4835065,USD
nm0390903,NA,actor,tt0338325,Paparazzi,2004,movie,20000000,USD,16796512,1082278,15714234,USD
nm0390903,NA,actor,tt0368658,Stage Beauty,2004,movie,0,NULL,2307092,1524709,782383,USD
nm0390903,NA,actor,tt0256276,Possession,2002,movie,25000000,USD,14815898,4702165,10113733,USD
nm0390903,NA,actor,tt0280707,Gosford Park,2001,movie,19800000,USD,87754044,46445429,41308615,USD
nm0390903,NA,actor,tt0276276,Lawless Heart,2001,movie,0,NULL,539596,209529,330067,USD
nm0390903,NA,actor,tt0157583,Enigma,2001,movie,0,NULL,15713204,11411622,4301582,USD
nm0390903,NA,actor,tt0206926,Maybe Baby,2000,movie,0,NULL,173763,153262,20501,USD
nm0390903,NA,actor,tt0126810,Bedrooms and Hallways,1998,movie,3000000,GBP,136049,NA,NA,USD
nm0390903,NA,actor,tt0120747,The Very Thought of You,1998,movie,0,NULL,98378,NA,NA,USD
nm0390903,NA,actor,tt0167082,NA,NA,movie,NA,NA,NA,NA,NA,NA
nm0390903,NA,actor,tt0117973,NA,NA,movie,NA,NA,NA,NA,NA,NA
nm0390903,NA,actor,tt0105929,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390903,NA,actor,tt0117690,Some Mother's Son,1996,movie,0,NULL,671437,NA,NA,USD
nm0390903,NA,actor,tt0084987,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390903,NA,actor,tt0106021,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt11427816,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0063939,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0153094,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0056788,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0050025,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0053481,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0053521,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0044259,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0051301,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0047736,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0051324,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0052449,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0051290,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0048916,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0048903,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0050069,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0047739,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0050047,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0041007,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0042141,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0046590,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0043228,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0042093,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0041532,NA,NA,movie,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0037419,NA,NA,movie,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0037466,NA,NA,movie,NA,NA,NA,NA,NA,NA
nm0390847,Tom Holland,actor,tt0037411,NA,NA,movie,NA,NA,NA,NA,NA,NA
nm4718969,Tom Holland,actor,tt1600194,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt10168312,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt10514222,NA,NA,movie,NA,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt9777644,NA,NA,movie,NA,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt8688634,21 Bridges,2019,movie,33000000,USD,49939757,21400000,28539757,USD
nm1569276,Chadwick Boseman,actor,tt4154796,Avengers: Endgame,2019,movie,356000000,USD,2797501328,1939128328,858373000,USD
nm1569276,Chadwick Boseman,actor,tt4154756,Avengers: Infinity War,2018,movie,321000000,USD,2048359754,1369544272,678815482,USD
nm1569276,Chadwick Boseman,actor,tt1825683,Black Panther,2018,movie,200000000,USD,1347597973,647171407,700426566,USD
nm1569276,Chadwick Boseman,actor,tt5301662,Marshall,2017,movie,12000000,USD,10116816,65157,10051659,USD
nm1569276,Chadwick Boseman,actor,tt1712192,Message from the King,2016,movie,10000000,USD,315132,315132,0,USD
nm1569276,Chadwick Boseman,actor,tt3498820,Captain America: Civil War,2016,movie,250000000,USD,1153337496,745253147,408084349,USD
nm1569276,Chadwick Boseman,actor,tt2404233,Gods of Egypt,2016,movie,140000000,USD,150680864,119527400,31153464,USD
nm1569276,Chadwick Boseman,actor,tt2473602,Get on Up,2014,movie,30000000,USD,33448971,2745871,30703100,USD
nm1569276,Chadwick Boseman,actor,tt2223990,Draft Day,2014,movie,25000000,USD,29824199,981962,28842237,USD
nm1569276,Chadwick Boseman,actor,tt0453562,42,2013,movie,40000000,USD,97510197,2450488,95059709,USD
nm1569276,Chadwick Boseman,actor,tt1727373,NA,NA,movie,NA,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt1119644,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt1489428,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt1578258,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt1219024,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt1552112,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt1333050,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt0775374,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt1235099,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt0368479,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt0108757,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt0469903,The Express,2008,movie,40000000,USD,9808124,14718,9793406,USD
nm1569276,Chadwick Boseman,actor,tt0395843,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt0098844,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt0197182,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1569276,Chadwick Boseman,actor,tt0065272,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt9893350,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt9376612,Shang-Chi and the Legend of the Ten Rings,2021,movie,200000000,USD,432243292,207700000,224543292,USD
nm0488953,Brie Larson,actress,tt9398640,NA,NA,movie,NA,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt4916630,Just Mercy,2019,movie,25000000,USD,50401502,14400000,36001502,USD
nm0488953,Brie Larson,actress,tt4154796,Avengers: Endgame,2019,movie,356000000,USD,2797501328,1939128328,858373000,USD
nm0488953,Brie Larson,actress,tt4154664,Captain Marvel,2019,movie,160000000,USD,1128462972,701633133,426829839,USD
nm0488953,Brie Larson,actress,tt1131728,Basmati Blues,2017,movie,0,NULL,15605,15605,0,USD
nm0488953,Brie Larson,actress,tt2338454,NA,NA,movie,NA,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt2378507,The Glass Castle,2017,movie,9000000,USD,22088533,4815474,17273059,USD
nm0488953,Brie Larson,actress,tt3731562,Kong: Skull Island,2017,movie,185000000,USD,566652812,398600000,168052812,USD
nm0488953,Brie Larson,actress,tt4158096,Free Fire,2016,movie,5500000,GBP,3719383,1920071,1799312,USD
nm0488953,Brie Larson,actress,tt3170832,Room,2015,movie,13000000,USD,35401758,20724104,14677654,USD
nm0488953,Brie Larson,actress,tt3152624,Trainwreck,2015,movie,35000000,USD,140795793,30583093,110212700,USD
nm0488953,Brie Larson,actress,tt3704416,Digging for Fire,2015,movie,0,NULL,119364,NA,NA,USD
nm0488953,Brie Larson,actress,tt2039393,The Gambler,2014,movie,25000000,USD,39280992,5600000,33680992,USD
nm0488953,Brie Larson,actress,tt1439629,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt1981538,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt2370248,Short Term 12,2013,movie,0,NULL,1645164,632064,1013100,USD
nm0488953,Brie Larson,actress,tt2229499,Don Jon,2013,movie,3000000,USD,39439355,14961651,24477704,USD
nm0488953,Brie Larson,actress,tt1714206,The Spectacular Now,2013,movie,2500000,USD,6918591,63980,6854611,USD
nm0488953,Brie Larson,actress,tt1783495,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt1232829,21 Jump Street,2012,movie,42000000,USD,201585328,63137661,138447667,USD
nm0488953,Brie Larson,actress,tt1480684,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt1754786,NA,NA,movie,NA,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt1640548,Rampart,2011,movie,12000000,USD,1567905,595393,972512,USD
nm0488953,Brie Larson,actress,tt1001482,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt1483756,The Trouble with Bliss,2011,movie,0,NULL,13093,NA,NA,USD
nm0488953,Brie Larson,actress,tt0446029,Scott Pilgrim vs. the World,2010,movie,60000000,USD,49421974,16140284,33281690,USD
nm0488953,Brie Larson,actress,tt1054631,NA,NA,movie,NA,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt1234654,Greenberg,2010,movie,0,NULL,6344112,2109942,4234170,USD
nm0488953,Brie Larson,actress,tt0843641,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt1151410,Tanner Hall,2009,movie,3000000,USD,5073,NA,NA,USD
nm0488953,Brie Larson,actress,tt1230387,NA,NA,movie,NA,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0460644,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0790618,NA,NA,movie,NA,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0488539,Farce of the Penguins,2006,movie,0,NULL,6832,6832,0,USD
nm0488953,Brie Larson,actress,tt0366025,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0453494,Hoot,2006,movie,15000000,USD,8224998,107361,8117637,USD
nm0488953,Brie Larson,actress,tt0368975,Sleepover,2004,movie,10000000,USD,10143022,706632,9436390,USD
nm0488953,Brie Larson,actress,tt0337563,13 Going on 30,2004,movie,37000000,USD,96455697,39223950,57231747,USD
nm0488953,Brie Larson,actress,tt0285397,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0206113,Madison,2001,movie,13500000,USD,517262,NA,NA,USD
nm0488953,Brie Larson,actress,tt0202748,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0108968,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0144071,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0103569,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0202766,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1073204,NA,actress,tt8521376,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1073204,NA,actress,tt2741602,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1073204,NA,actress,tt3501074,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1073204,NA,actress,tt7660850,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1073204,NA,actress,tt5822564,The Kitchen,2019,movie,38000000,USD,15980032,3800000,12180032,USD
nm1073204,NA,actress,tt1856010,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1073204,NA,actress,tt1595859,Blue Bloods,2010,tvSeries,0,NULL,17678,17678,0,USD
nm1073204,NA,actress,tt1485796,The Greatest Showman,2017,movie,84000000,USD,436949634,262609460,174340174,USD
nm1073204,NA,actress,tt6587378,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1073204,NA,actress,tt3212026,NA,NA,movie,NA,NA,NA,NA,NA,NA
nm1073204,NA,actress,tt2937898,A Most Violent Year,2014,movie,20000000,USD,12007070,6257936,5749134,USD
nm1073204,NA,actress,tt2137109,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1073204,NA,actress,tt1967545,Labor Day,2013,movie,18000000,USD,20275812,6904284,13371528,USD
nm1073204,NA,actress,tt0203259,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1073204,NA,actress,tt0291928,G,2002,movie,0,NULL,3020784,NA,NA,USD
nm0424060,Scarlett Johansson,actress,tt6467266,Sing 2,2021,movie,85000000,USD,401472175,239130000,162342175,USD
nm0424060,Scarlett Johansson,actress,tt3480822,Black Widow,2021,movie,200000000,USD,379751655,196100000,183651655,USD
nm0424060,Scarlett Johansson,actress,tt2584384,Jojo Rabbit,2019,movie,14000000,USD,90335025,56964119,33370906,USD
nm0424060,Scarlett Johansson,actress,tt7653254,Marriage Story,2019,movie,18600000,USD,333686,333686,0,USD
nm0424060,Scarlett Johansson,actress,tt4154796,Avengers: Endgame,2019,movie,356000000,USD,2797501328,1939128328,858373000,USD
nm0424060,Scarlett Johansson,actress,tt4154664,Captain Marvel,2019,movie,160000000,USD,1128462972,701633133,426829839,USD
nm0424060,Scarlett Johansson,actress,tt0072562,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt4154756,Avengers: Infinity War,2018,movie,321000000,USD,2048359754,1369544272,678815482,USD
nm0424060,Scarlett Johansson,actress,tt5104604,Isle of Dogs,2018,movie,0,NULL,64337744,32322513,32015231,USD
nm0424060,Scarlett Johansson,actress,tt4799050,Rough Night,2017,movie,20000000,USD,47347283,25241640,22105643,USD
nm0424060,Scarlett Johansson,actress,tt1219827,Ghost in the Shell,2017,movie,110000000,USD,169846945,129283388,40563557,USD
nm0424060,Scarlett Johansson,actress,tt3470600,Sing,2016,movie,75000000,USD,634338384,363759959,270578425,USD
nm0424060,Scarlett Johansson,actress,tt3498820,Captain America: Civil War,2016,movie,250000000,USD,1153337496,745253147,408084349,USD
nm0424060,Scarlett Johansson,actress,tt3040964,The Jungle Book,2016,movie,175000000,USD,966554929,602553806,364001123,USD
nm0424060,Scarlett Johansson,actress,tt0475290,"Hail, Caesar!",2016,movie,22000000,USD,63945241,33447156,30498085,USD
nm0424060,Scarlett Johansson,actress,tt2395427,Avengers: Age of Ultron,2015,movie,250000000,USD,1402809540,943803672,459005868,USD
nm0424060,Scarlett Johansson,actress,tt2872732,Lucy,2014,movie,40000000,USD,458863600,332200000,126663600,USD
nm0424060,Scarlett Johansson,actress,tt1843866,Captain America: The Winter Soldier,2014,movie,170000000,USD,714421503,454654931,259766572,USD
nm0424060,Scarlett Johansson,actress,tt2883512,Chef,2014,movie,11000000,USD,48428048,17004045,31424003,USD
nm0424060,Scarlett Johansson,actress,tt3453566,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt1798709,Her,2013,movie,23000000,USD,48517427,22949176,25568251,USD
nm0424060,Scarlett Johansson,actress,tt1441395,Under the Skin,2013,movie,13300000,USD,5866389,3252138,2614251,USD
nm0424060,Scarlett Johansson,actress,tt2229499,Don Jon,2013,movie,3000000,USD,39439355,14961651,24477704,USD
nm0424060,Scarlett Johansson,actress,tt0975645,Hitchcock,2012,movie,15700000,USD,27039669,21030992,6008677,USD
nm0424060,Scarlett Johansson,actress,tt0848228,The Avengers,2012,movie,220000000,USD,1518815515,895457605,623357910,USD
nm0424060,Scarlett Johansson,actress,tt1389137,We Bought a Zoo,2011,movie,50000000,USD,120081841,44457291,75624550,USD
nm0424060,Scarlett Johansson,actress,tt1228705,Iron Man 2,2010,movie,200000000,USD,623933331,311500000,312433331,USD
nm0424060,Scarlett Johansson,actress,tt1001508,He's Just Not That Into You,2009,movie,40000000,USD,178866158,84912505,93953653,USD
nm0424060,Scarlett Johansson,actress,tt0831887,The Spirit,2008,movie,60000000,USD,39164441,19358253,19806188,USD
nm0424060,Scarlett Johansson,actress,tt0497465,Vicky Cristina Barcelona,2008,movie,15500000,USD,96409300,73192591,23216709,USD
nm0424060,Scarlett Johansson,actress,tt0437745,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0467200,The Other Boleyn Girl,2008,movie,35000000,USD,78201830,51386873,26814957,USD
nm0424060,Scarlett Johansson,actress,tt0489237,The Nanny Diaries,2007,movie,20000000,USD,47817020,21886368,25930652,USD
nm0424060,Scarlett Johansson,actress,tt0482571,The Prestige,2006,movie,40000000,USD,109676311,56586420,53089891,USD
nm0424060,Scarlett Johansson,actress,tt0387877,The Black Dahlia,2006,movie,50000000,USD,49332692,26787612,22545080,USD
nm0424060,Scarlett Johansson,actress,tt0457513,Scoop,2006,movie,17300000,USD,39220946,28695229,10525717,USD
nm0424060,Scarlett Johansson,actress,tt0399201,The Island,2005,movie,126000000,USD,162949164,127130251,35818913,USD
nm0424060,Scarlett Johansson,actress,tt0416320,Match Point,2005,movie,15000000,USD,85638656,62487127,23151529,USD
nm0424060,Scarlett Johansson,actress,tt0385267,In Good Company,2004,movie,26000000,USD,61315215,15508556,45806659,USD
nm0424060,Scarlett Johansson,actress,tt0345950,The SpongeBob SquarePants Movie,2004,movie,30000000,USD,141067127,55649139,85417988,USD
nm0424060,Scarlett Johansson,actress,tt0379306,A Good Woman,2004,movie,0,NULL,6878433,6639824,238609,USD
nm0424060,Scarlett Johansson,actress,tt0387199,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0369672,A Love Song for Bobby Long,2004,movie,0,NULL,2039526,1875218,164308,USD
nm0424060,Scarlett Johansson,actress,tt0314498,The Perfect Score,2004,movie,40000000,USD,10898337,507334,10391003,USD
nm0424060,Scarlett Johansson,actress,tt0335119,Girl with a Pearl Earring,2003,movie,12000000,USD,33030115,21359144,11670971,USD
nm0424060,Scarlett Johansson,actress,tt0335266,Lost in Translation,2003,movie,4000000,USD,118686937,74101484,44585453,USD
nm0424060,Scarlett Johansson,actress,tt0271367,Eight Legged Freaks,2002,movie,30000000,USD,45867333,28544727,17322606,USD
nm0424060,Scarlett Johansson,actress,tt0221799,An American Rhapsody,2001,movie,0,NULL,970676,120421,850255,USD
nm0424060,Scarlett Johansson,actress,tt0162346,Ghost World,2001,movie,7000000,USD,8764389,2546540,6217849,USD
nm0424060,Scarlett Johansson,actress,tt0243133,The Man Who Wasn't There,2001,movie,20000000,USD,18916623,11412366,7504257,USD
nm0424060,Scarlett Johansson,actress,tt0165396,NA,NA,movie,NA,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0119314,The Horse Whisperer,1998,movie,60000000,USD,186883563,111500000,75383563,USD
nm0424060,Scarlett Johansson,actress,tt0119303,Home Alone 3,1997,movie,32000000,USD,79082515,48200000,30882515,USD
nm0424060,Scarlett Johansson,actress,tt0119098,Fall,1997,movie,1000000,USD,51266,NA,NA,USD
nm0424060,Scarlett Johansson,actress,tt0116606,If Lucy Fell,1996,movie,5000000,USD,2420162,NA,NA,USD
nm0424060,Scarlett Johansson,actress,tt0116985,Manny & Lo,1996,movie,500000,USD,502313,NA,NA,USD
nm0424060,Scarlett Johansson,actress,tt0111924,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0113501,Just Cause,1995,movie,0,NULL,36853222,NA,NA,USD
nm0424060,Scarlett Johansson,actress,tt0110687,North,1994,movie,40000000,USD,7182747,NA,NA,USD
nm0424060,Scarlett Johansson,actress,tt0106052,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm9564539,NA,actress,tt7884732,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt14837960,NA,NA,movie,NA,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt13622982,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt9376612,Shang-Chi and the Legend of the Ten Rings,2021,movie,200000000,USD,432243292,207700000,224543292,USD
