actor_id,actor_name,title,category,title_id,year,type,budget,budget_currency,World-wide,International,Domestic,boxoffice_currency
nm0636268,NA,The Music Goes 'Round,actor,tt0028005,NA,movie,NA,NA,NA,NA,NA,NA
nm0636268,NA,The Murder of Dr. Harrigan,actor,tt0028002,NA,movie,NA,NA,NA,NA,NA,NA
nm0636268,NA,The Lone Wolf Returns,actor,tt0026646,NA,movie,NA,NA,NA,NA,NA,NA
nm0636268,NA,In Old Kentucky,actor,tt0026524,NA,movie,NA,NA,NA,NA,NA,NA
nm0636268,NA,Grand Exit,actor,tt0026431,NA,movie,NA,NA,NA,NA,NA,NA
nm0636268,NA,Bad Boy,actor,tt0026093,NA,movie,NA,NA,NA,NA,NA,NA
nm0636268,NA,The Case of the Lucky Legs,actor,tt0026185,NA,movie,NA,NA,NA,NA,NA,NA
nm0636268,NA,Redheads on Parade,actor,tt0026920,NA,movie,NA,NA,NA,NA,NA,NA
nm0636268,NA,George White's 1935 Scandals,actor,tt0026403,NA,movie,NA,NA,NA,NA,NA,NA
nm0636268,NA,The Whole Town's Talking,actor,tt0027214,NA,movie,NA,NA,NA,NA,NA,NA
nm0636268,NA,Maybe It's Love,actor,tt0026691,NA,movie,NA,NA,NA,NA,NA,NA
nm0636268,NA,Helldorado,actor,tt0026462,NA,movie,NA,NA,NA,NA,NA,NA
nm0636268,NA,Racketeer Round-up,actor,tt0144227,NA,movie,NA,NA,NA,NA,NA,NA
nm0636268,NA,Now I'll Tell,actor,tt0025579,NA,movie,NA,NA,NA,NA,NA,NA
nm0636268,NA,The Merry Frinks,actor,tt0025492,NA,movie,NA,NA,NA,NA,NA,NA
nm0636268,NA,Bottoms Up,actor,tt0024910,NA,movie,NA,NA,NA,NA,NA,NA
nm0636268,NA,David Harum,actor,tt0025035,NA,movie,NA,NA,NA,NA,NA,NA
nm0636201,Edward Norton,The Single Track,actor,tt0012695,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Rage,actor,tt8874764,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Tiger Cops,actor,tt6848322,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0636280,NA,Underdog Kids,actor,tt3150574,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Mad Max: Fury Road,actor,tt1392190,2015,movie,150000000,USD,375709470,221600410,154109060,USD
nm0636280,NA,Spartacus,actor,tt1442449,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0636280,NA,Dead in Love,actor,tt1320085,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Under a Red Moon,actor,tt1245679,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Dream Warrior,actor,tt0322651,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Mind Games,actor,tt0300500,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Secrets of the Shell,actor,tt7868778,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,The Rage Within,actor,tt0214032,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Amazons and Gladiators,actor,tt0275913,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,"Walker, Texas Ranger",actor,tt0106168,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0636280,NA,Nautilus,actor,tt0165400,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,The New Adventures of Robin Hood,actor,tt0115289,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0636280,NA,Black Thunder,actor,tt0118732,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Water Rats,actor,tt0115417,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0636280,NA,Mr. Nice Guy,actor,tt0117786,1997,movie,0,NULL,18814720,6097767,12716953,USD
nm0636280,NA,Strategic Command,actor,tt0120224,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,For Life or Death,actor,tt0144930,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Under the Gun,actor,tt0114783,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Cyber Tracker,actor,tt0109515,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Kung Fu: The Legend Continues,actor,tt0103460,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm0636280,NA,Rage,actor,tt0109581,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Rage and Honor II,actor,tt0107917,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,City Hunter,actor,tt0103950,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Ironheart,actor,tt0104530,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Rage and Honor,actor,tt0105212,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Raiders of the Sun,actor,tt0105213,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Lady Dragon,actor,tt0104667,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,The Sword of Bushido,actor,tt0098422,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,China O'Brien,actor,tt0099260,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,The Blood of Heroes,actor,tt0094764,1989,movie,10000000,AUD,882290,NA,NA,USD
nm0636280,NA,The Fighter,actor,tt0093022,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Hyper Space,actor,tt0249591,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Not Another Mistake,actor,tt0094920,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Blood Street,actor,tt0131979,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Future Hunters,actor,tt0097404,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Return of the Kickfighter,actor,tt0093549,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Equalizer 2000,actor,tt0091012,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Fight to Win,actor,tt0165776,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Magic Crystal,actor,tt0091532,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Millionaires' Express,actor,tt0091091,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,American Warrior,actor,tt0088708,1985,movie,1000000,USD,10499694,NA,NA,USD
nm0636280,NA,Twinkle Twinkle Lucky Stars,actor,tt0090342,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,Gymkata,actor,tt0089243,1985,movie,0,NULL,5730596,NA,NA,USD
nm0636280,NA,Forced Vengeance,actor,tt0083960,1982,movie,5000000,USD,6660333,NA,NA,USD
nm0636280,NA,Force: Five,actor,tt0082399,NA,movie,NA,NA,NA,NA,NA,NA
nm0636280,NA,The Octagon,actor,tt0081259,1980,movie,4000000,USD,18971000,NA,NA,USD
nm1165110,Chris Hemsworth,What If...?,actor,tt10168312,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1165110,Chris Hemsworth,Loki,actor,tt9140554,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1165110,Chris Hemsworth,Extraction,actor,tt8936646,NA,movie,NA,NA,NA,NA,NA,NA
nm1165110,Chris Hemsworth,Jay and Silent Bob Reboot,actor,tt6521876,2019,movie,10000000,USD,4691248,101758,4589490,USD
nm1165110,Chris Hemsworth,Men in Black: International,actor,tt2283336,2019,movie,110000000,USD,253890701,173888894,80001807,USD
nm1165110,Chris Hemsworth,Avengers: Endgame,actor,tt4154796,2019,movie,356000000,USD,2797501328,1939128328,858373000,USD
nm1165110,Chris Hemsworth,Bad Times at the El Royale,actor,tt6628394,2018,movie,32000000,USD,31882724,14043609,17839115,USD
nm1165110,Chris Hemsworth,Avengers: Infinity War,actor,tt4154756,2018,movie,321000000,USD,2048359754,1369544272,678815482,USD
nm1165110,Chris Hemsworth,12 Strong,actor,tt1413492,2018,movie,35000000,USD,67450815,21631102,45819713,USD
nm1165110,Chris Hemsworth,Thor: Ragnarok,actor,tt3501632,2017,movie,180000000,USD,853983911,538925622,315058289,USD
nm1165110,Chris Hemsworth,Doctor Strange,actor,tt1211837,2016,movie,165000000,USD,677796076,445154156,232641920,USD
nm1165110,Chris Hemsworth,Ghostbusters,actor,tt1289401,2016,movie,144000000,USD,229147509,100796935,128350574,USD
nm1165110,Chris Hemsworth,The Huntsman: Winter's War,actor,tt2381991,2016,movie,115000000,USD,164989338,116599148,48390190,USD
nm1165110,Chris Hemsworth,In the Heart of the Sea,actor,tt1390411,2015,movie,100000000,USD,93920758,68900000,25020758,USD
nm1165110,Chris Hemsworth,Vacation,actor,tt1524930,2015,movie,31000000,USD,107228221,48344033,58884188,USD
nm1165110,Chris Hemsworth,Avengers: Age of Ultron,actor,tt2395427,2015,movie,250000000,USD,1402809540,943803672,459005868,USD
nm1165110,Chris Hemsworth,Blackhat,actor,tt2717822,2015,movie,70000000,USD,19652057,11646077,8005980,USD
nm1165110,Chris Hemsworth,Thor: The Dark World,actor,tt1981115,2013,movie,170000000,USD,644783140,438421000,206362140,USD
nm1165110,Chris Hemsworth,Rush,actor,tt1979320,2013,movie,38000000,USD,96983009,70035385,26947624,USD
nm1165110,Chris Hemsworth,Red Dawn,actor,tt1234719,2012,movie,65000000,USD,50950296,6143513,44806783,USD
nm1165110,Chris Hemsworth,Snow White and the Huntsman,actor,tt1735898,2012,movie,170000000,USD,396592829,241260448,155332381,USD
nm1165110,Chris Hemsworth,The Avengers,actor,tt0848228,2012,movie,220000000,USD,1518815515,895457605,623357910,USD
nm1165110,Chris Hemsworth,The Cabin in the Woods,actor,tt1259521,2011,movie,30000000,USD,70055998,27982721,42073277,USD
nm1165110,Chris Hemsworth,Thor,actor,tt0800369,2011,movie,150000000,USD,449326618,268295994,181030624,USD
nm1165110,Chris Hemsworth,Ca$h,actor,tt1106860,2010,movie,7000000,USD,46488,NA,NA,USD
nm1165110,Chris Hemsworth,A Perfect Getaway,actor,tt0971209,2009,movie,14000000,USD,22955544,7440084,15515460,USD
nm1165110,Chris Hemsworth,Star Trek,actor,tt0796366,2009,movie,150000000,USD,385680446,127950427,257730019,USD
nm1165110,Chris Hemsworth,Home and Away,actor,tt0094481,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1165110,Chris Hemsworth,Fergus McPhail,actor,tt0380893,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1165110,Chris Hemsworth,The Saddle Club,actor,tt0278876,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1165110,Chris Hemsworth,Neighbours,actor,tt0088580,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm1165110,Chris Hemsworth,Guinevere Jones,actor,tt0316985,NA,tvSeries,NA,NA,NA,NA,NA,NA
nm7062889,NA,Holy Hell,actor,tt3835612,2015,movie,0,NULL,34366,NA,NA,USD
nm0262635,Chris Evans,Don't Look Up,actor,tt11286314,2021,movie,0,NULL,791863,791863,0,USD
nm0262635,Chris Evans,Free Guy,actor,tt6264654,2021,movie,120000000,USD,331526598,209900000,121626598,USD
