actor_id,actor_name,category,title_id,title,year,release_date,type,budget_currency,budget,budget_USD,boxoffice_currency,World-wide,International,Domestic,MCU_film,award_name,award_category,event_name,winner,nomination_year
nm0488953,Brie Larson,actress,tt0202748,Popular,NA,1999-09-29,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0108968,Touched by an Angel,NA,1994-09-21,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0144071,To Have & to Hold,NA,1998-09-30,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0144071,To Have & to Hold,NA,1998-09-30,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0103569,The Tonight Show with Jay Leno,NA,1992-05-25,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0488953,Brie Larson,actress,tt0202766,Then Came You,NA,2000-03-22,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt6467266,Sing 2,2021,2021-12-22,movie,USD,85000000,85000000,USD,401472175,239130000,162342175,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt3480822,Black Widow,2021,2021-07-09,movie,USD,200000000,200000000,USD,379751655,196100000,183651655,1,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt2584384,Jojo Rabbit,2019,2019-11-08,movie,USD,14000000,14000000,USD,90335025,56964119,33370906,0,Oscar,Best Performance by an Actress in a Supporting Role,"Academy Awards, USA",Nominated,2020
nm0424060,Scarlett Johansson,actress,tt7653254,Marriage Story,2019,2019-12-06,movie,USD,18600000,18600000,USD,333686,333686,0,0,Oscar,Best Performance by an Actress in a Leading Role,"Academy Awards, USA",Nominated,2020
nm0424060,Scarlett Johansson,actress,tt4154796,Avengers: Endgame,2019,2019-04-26,movie,USD,356000000,356000000,USD,2797501328,1939128328,858373000,1,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt4154796,Avengers: Endgame,2019,2019-04-26,movie,USD,356000000,356000000,USD,2797501328,1939128328,858373000,1,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt4154664,Captain Marvel,2019,2019-03-08,movie,USD,160000000,160000000,USD,1128462972,701633133,426829839,1,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt4154664,Captain Marvel,2019,2019-03-08,movie,USD,160000000,160000000,USD,1128462972,701633133,426829839,1,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0072562,Saturday Night Live,NA,1975-10-11,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt4154756,Avengers: Infinity War,2018,2018-04-27,movie,USD,321000000,321000000,USD,2048359754,1369544272,678815482,1,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt4154756,Avengers: Infinity War,2018,2018-04-27,movie,USD,321000000,321000000,USD,2048359754,1369544272,678815482,1,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt5104604,Isle of Dogs,2018,2018-04-13,movie,NA,NA,NA,USD,64337744,32322513,32015231,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt4799050,Rough Night,2017,2017-06-16,movie,USD,20000000,20000000,USD,47347283,25241640,22105643,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt1219827,Ghost in the Shell,2017,2017-03-31,movie,USD,110000000,110000000,USD,169846945,129283388,40563557,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt3470600,Sing,2016,2016-12-21,movie,USD,75000000,75000000,USD,634338384,363759959,270578425,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt3498820,Captain America: Civil War,2016,2016-05-06,movie,USD,250000000,250000000,USD,1153337496,745253147,408084349,1,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt3498820,Captain America: Civil War,2016,2016-05-06,movie,USD,250000000,250000000,USD,1153337496,745253147,408084349,1,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt3040964,The Jungle Book,2016,2016-04-15,movie,USD,175000000,175000000,USD,966554929,602553806,364001123,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0475290,"Hail, Caesar!",2016,2016-02-05,movie,USD,22000000,22000000,USD,63945241,33447156,30498085,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt2395427,Avengers: Age of Ultron,2015,2015-05-01,movie,USD,250000000,250000000,USD,1402809540,943803672,459005868,1,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt2395427,Avengers: Age of Ultron,2015,2015-05-01,movie,USD,250000000,250000000,USD,1402809540,943803672,459005868,1,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt2872732,Lucy,2014,2014-07-25,movie,USD,40000000,40000000,USD,458863600,332200000,126663600,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt1843866,Captain America: The Winter Soldier,2014,2014-04-04,movie,USD,170000000,170000000,USD,714421503,454654931,259766572,1,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt1843866,Captain America: The Winter Soldier,2014,2014-04-04,movie,USD,170000000,170000000,USD,714421503,454654931,259766572,1,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt2883512,Chef,2014,2014-05-30,movie,USD,11000000,11000000,USD,48428048,17004045,31424003,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt3453566,HitRECord on TV,NA,2014-01-06,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt1798709,Her,2013,2014-01-10,movie,USD,23000000,23000000,USD,48517427,22949176,25568251,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt1441395,Under the Skin,2013,2013-08-29,movie,USD,13300000,13300000,USD,5866389,3252138,2614251,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt2229499,Don Jon,2013,2013-09-27,movie,USD,3000000,3000000,USD,39439355,14961651,24477704,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0975645,Hitchcock,2012,2012-12-14,movie,USD,15700000,15700000,USD,27039669,21030992,6008677,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0848228,The Avengers,2012,2012-05-04,movie,USD,220000000,220000000,USD,1518815515,895457605,623357910,1,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0848228,The Avengers,2012,2012-05-04,movie,USD,220000000,220000000,USD,1518815515,895457605,623357910,1,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt1389137,We Bought a Zoo,2011,2011-12-23,movie,USD,50000000,50000000,USD,120081841,44457291,75624550,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt1228705,Iron Man 2,2010,2010-05-07,movie,USD,200000000,200000000,USD,623933331,311500000,312433331,1,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt1228705,Iron Man 2,2010,2010-05-07,movie,USD,200000000,200000000,USD,623933331,311500000,312433331,1,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt1001508,He's Just Not That Into You,2009,2009-02-06,movie,USD,40000000,40000000,USD,178866158,84912505,93953653,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0831887,The Spirit,2008,2008-12-25,movie,USD,60000000,60000000,USD,39164441,19358253,19806188,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0497465,Vicky Cristina Barcelona,2008,2008-08-15,movie,USD,15500000,15500000,USD,96409300,73192591,23216709,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0437745,Robot Chicken,NA,2001-01-01,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0437745,Robot Chicken,NA,2001-01-01,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0467200,The Other Boleyn Girl,2008,2008-02-29,movie,USD,35000000,35000000,USD,78201830,51386873,26814957,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0489237,The Nanny Diaries,2007,2007-08-24,movie,USD,20000000,20000000,USD,47817020,21886368,25930652,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0482571,The Prestige,2006,2006-10-20,movie,USD,40000000,40000000,USD,109676311,56586420,53089891,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0387877,The Black Dahlia,2006,2006-09-15,movie,USD,50000000,50000000,USD,49332692,26787612,22545080,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0457513,Scoop,2006,2006-07-28,movie,USD,17300000,17300000,USD,39220946,28695229,10525717,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0399201,The Island,2005,2005-07-22,movie,USD,126000000,126000000,USD,162949164,127130251,35818913,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0416320,Match Point,2005,2006-01-20,movie,USD,15000000,15000000,USD,85638656,62487127,23151529,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0385267,In Good Company,2004,2005-01-14,movie,USD,26000000,26000000,USD,61315215,15508556,45806659,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0345950,The SpongeBob SquarePants Movie,2004,2004-11-19,movie,USD,30000000,30000000,USD,141067127,55649139,85417988,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0379306,A Good Woman,2004,2006-02-03,movie,NA,NA,NA,USD,6878433,6639824,238609,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0387199,Entourage,NA,2004-07-18,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0369672,A Love Song for Bobby Long,2004,2005-01-21,movie,NA,NA,NA,USD,2039526,1875218,164308,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0314498,The Perfect Score,2004,2004-01-30,movie,USD,40000000,40000000,USD,10898337,507334,10391003,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0335119,Girl with a Pearl Earring,2003,2004-01-30,movie,USD,12000000,12000000,USD,33030115,21359144,11670971,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0335266,Lost in Translation,2003,2003-10-03,movie,USD,4000000,4000000,USD,118686937,74101484,44585453,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0271367,Eight Legged Freaks,2002,2002-07-17,movie,USD,30000000,30000000,USD,45867333,28544727,17322606,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0221799,An American Rhapsody,2001,2001-06-20,movie,NA,NA,NA,USD,970676,120421,850255,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0162346,Ghost World,2001,2001-09-21,movie,USD,7000000,7000000,USD,8764389,2546540,6217849,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0243133,The Man Who Wasn't There,2001,2001-11-16,movie,USD,20000000,20000000,USD,18916623,11412366,7504257,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0165396,My Brother the Pig,NA,1999-09-10,movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0119314,The Horse Whisperer,1998,1998-05-15,movie,USD,60000000,60000000,USD,186883563,111500000,75383563,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0119303,Home Alone 3,1997,1997-12-12,movie,USD,32000000,32000000,USD,79082515,48200000,30882515,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0119098,Fall,1997,1997-06-20,movie,USD,1000000,1000000,USD,51266,NA,NA,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0116606,If Lucy Fell,1996,1996-03-08,movie,USD,5000000,5000000,USD,2420162,NA,NA,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0116985,Manny & Lo,1996,1996-07-26,movie,USD,500000,500000,USD,502313,NA,NA,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0111924,The Client,NA,1995-09-17,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0113501,Just Cause,1995,1995-02-17,movie,NA,NA,NA,USD,36853222,NA,NA,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0110687,North,1994,1994-07-22,movie,USD,40000000,40000000,USD,7182747,NA,NA,0,NA,NA,NA,NA,NA
nm0424060,Scarlett Johansson,actress,tt0106052,Late Night with Conan O'Brien,NA,1993-09-13,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt14837960,Bright: Samurai Soul,NA,2021-10-12,movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt13622982,Star Wars: Visions,NA,2021-09-22,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt9376612,Shang-Chi and the Legend of the Ten Rings,2021,2021-09-03,movie,USD,200000000,200000000,USD,432243292,207700000,224543292,1,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt9376612,Shang-Chi and the Legend of the Ten Rings,2021,2021-09-03,movie,USD,200000000,200000000,USD,432243292,207700000,224543292,1,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt6881158,Corner Gas Animated,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt5912064,Kim's Convenience,NA,2016-10-11,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt9024096,Women Is Losers,NA,2021-10-18,movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt8494614,Awkwafina Is Nora from Queens,NA,2020-01-22,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt3551096,Fresh Off the Boat,NA,2015-02-04,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt8793122,An Awkward Girl Dates,NA,2018-06-19,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt3230854,The Expanse,NA,2015-11-23,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt6423364,Bad Blood,NA,2018-12-07,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt4667888,Slasher,NA,2016-03-04,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt4159076,Dark Matter,NA,2015-06-12,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt2234222,Orphan Black,NA,2013-03-30,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt5052460,Taken,NA,2017-02-27,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt5356180,Neon Nights: Rise of the Triad Underworld,NA,1400-01-01,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt4474750,Blood and Water,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt4004084,Antisocial 2,2015,2018-06-22,movie,NA,NA,NA,USD,11924,11924,0,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt2193041,Beauty and the Beast,NA,2012-10-11,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt4502154,Make It Pop,NA,2015-03-26,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt0386950,Air Crash Investigation,NA,2003-09-03,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt1132290,Warehouse 13,NA,2009-07-07,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt1826332,Out with Dad,NA,2010-07-08,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt3020520,Bike Cop: Begins,NA,1400-01-01,movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt2886812,Played,NA,2013-10-03,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt2707762,Kung Fu Cops,NA,2013-09-01,movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt2492720,Omega,NA,2013-03-01,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm4855517,Simu Liu,actor,tt1592154,Nikita,NA,2010-09-09,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt9032400,Eternals,2021,2021-11-05,movie,USD,200000000,200000000,USD,402064899,237194665,164870234,1,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt5109280,Raya and the Last Dragon,2021,2021-03-05,movie,NA,NA,NA,USD,130423032,75700000,54723032,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt10808832,Let Them All Talk,NA,2020-12-10,movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt3138604,Thunderbirds Are Go,NA,2016-04-15,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt6341086,Intrigo: Dear Agnes,NA,2019-10-10,movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt9165134,I Am...,NA,2019-07-23,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt4154664,Captain Marvel,2019,2019-03-08,movie,USD,160000000,160000000,USD,1128462972,701633133,426829839,1,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt4154664,Captain Marvel,2019,2019-03-08,movie,USD,160000000,160000000,USD,1128462972,701633133,426829839,1,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt2328900,Mary Queen of Scots,2018,2018-12-21,movie,USD,25000000,25000000,USD,46712809,30244310,16468499,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt1273221,London Fields,2018,2018-10-26,movie,USD,8000000,8000000,USD,487420,234744,252676,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt3104988,Crazy Rich Asians,2018,2018-08-15,movie,USD,30000000,30000000,USD,238843729,64006277,174837452,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt4122068,Humans,NA,2015-06-28,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt3371366,Transformers: The Last Knight,2017,2017-06-21,movie,USD,217000000,217000000,USD,605425157,475256474,130168683,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt3567666,Stratton,2017,2018-01-05,movie,NA,NA,NA,USD,257212,257212,0,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt3183660,Fantastic Beasts and Where to Find Them,2016,2016-11-18,movie,USD,180000000,180000000,USD,814044001,580006426,234037575,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt3613648,Families,2015,2015-10-14,movie,EUR,8000000,8640000,USD,3424810,3424810,0,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt4732076,Brotherhood,NA,2015-06-02,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt1205537,Jack Ryan: Shadow Recruit,2014,2014-01-17,movie,USD,60000000,60000000,USD,135503748,84926336,50577412,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt1825157,The Double,2013,2014-03-24,movie,NA,NA,NA,USD,1662515,1462109,200406,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt2964118,Dates,NA,2013-06-10,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt2396135,Shetland,NA,2013-03-10,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt1888075,Death in Paradise,NA,2011-10-25,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt1822448,Bedlam,NA,2011-10-01,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt2058303,Fresh Meat,NA,2011-09-21,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt1000734,Secret Diary of a Call Girl,NA,2008-06-16,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt1440292,Submarine,2010,NA,movie,NA,NA,NA,USD,3875173,3407571,467602,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt1475582,Sherlock,NA,2010-10-24,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt0487831,The IT Crowd,NA,2006-02-03,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt1092634,Shanghai,2010,2015-10-02,movie,USD,50000000,50000000,USD,15302850,15256425,46425,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt1460643,Pimp,NA,2010-05-21,movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt0436992,Doctor Who,2005,2006-03-17,tvSeries,NA,NA,NA,USD,76205,NA,NA,0,NA,NA,NA,NA,NA
nm2110418,Gemma Chan,actress,tt1258197,Exam,2009,2010-02-06,movie,NA,NA,NA,USD,394717,394717,0,0,NA,NA,NA,NA,NA
nm0000569,Gwyneth Paltrow,actress,tt7971476,The Politician,NA,2019-09-27,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0000569,Gwyneth Paltrow,actress,tt4154796,Avengers: Endgame,2019,2019-04-26,movie,USD,356000000,356000000,USD,2797501328,1939128328,858373000,1,NA,NA,NA,NA,NA
nm0000569,Gwyneth Paltrow,actress,tt4154796,Avengers: Endgame,2019,2019-04-26,movie,USD,356000000,356000000,USD,2797501328,1939128328,858373000,1,NA,NA,NA,NA,NA
nm0000569,Gwyneth Paltrow,actress,tt0072562,Saturday Night Live,NA,1975-10-11,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0000569,Gwyneth Paltrow,actress,tt4154756,Avengers: Infinity War,2018,2018-04-27,movie,USD,321000000,321000000,USD,2048359754,1369544272,678815482,1,NA,NA,NA,NA,NA
nm0000569,Gwyneth Paltrow,actress,tt4154756,Avengers: Infinity War,2018,2018-04-27,movie,USD,321000000,321000000,USD,2048359754,1369544272,678815482,1,NA,NA,NA,NA,NA
nm0000569,Gwyneth Paltrow,actress,tt16711524,CNBC's Trailblazers,NA,NA,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0000569,Gwyneth Paltrow,actress,tt2250912,Spider-Man: Homecoming,2017,2017-07-07,movie,USD,175000000,175000000,USD,880166924,545965784,334201140,1,NA,NA,NA,NA,NA
nm0000569,Gwyneth Paltrow,actress,tt5507340,Nightcap,NA,2016-11-16,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0000569,Gwyneth Paltrow,actress,tt3045616,Mortdecai,2015,2015-01-23,movie,USD,60000000,60000000,USD,47275717,39579583,7696134,0,NA,NA,NA,NA,NA
nm0000569,Gwyneth Paltrow,actress,tt3045616,Mortdecai,2015,2015-01-23,movie,USD,60000000,60000000,USD,47275717,39579583,7696134,0,NA,NA,NA,NA,NA
nm0000569,Gwyneth Paltrow,actress,tt1930123,Web Therapy,NA,2011-07-19,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0000569,Gwyneth Paltrow,actress,tt1327801,Glee,NA,2009-05-19,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,Primetime Emmy,Outstanding Guest Actress in a Comedy Series,Primetime Emmy Awards,Winner,2011
nm0000569,Gwyneth Paltrow,actress,tt1300854,Iron Man 3,2013,2013-05-03,movie,USD,200000000,200000000,USD,1214811252,805797258,409013994,1,NA,NA,NA,NA,NA
nm0000569,Gwyneth Paltrow,actress,tt1300854,Iron Man 3,2013,2013-05-03,movie,USD,200000000,200000000,USD,1214811252,805797258,409013994,1,NA,NA,NA,NA,NA
nm0000569,Gwyneth Paltrow,actress,tt1932718,Thanks for Sharing,2012,2013-09-20,movie,NA,NA,NA,USD,3499442,2433561,1065881,0,NA,NA,NA,NA,NA
nm0000569,Gwyneth Paltrow,actress,tt1932718,Thanks for Sharing,2012,2013-09-20,movie,NA,NA,NA,USD,3499442,2433561,1065881,0,NA,NA,NA,NA,NA
nm0000569,Gwyneth Paltrow,actress,tt2087571,The New Normal,NA,2012-08-29,tvSeries,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
nm0000569,Gwyneth Paltrow,actress,tt0848228,The Avengers,2012,2012-05-04,movie,USD,220000000,220000000,USD,1518815515,895457605,623357910,1,NA,NA,NA,NA,NA
nm0000569,Gwyneth Paltrow,actress,tt0848228,The Avengers,2012,2012-05-04,movie,USD,220000000,220000000,USD,1518815515,895457605,623357910,1,NA,NA,NA,NA,NA
nm0000569,Gwyneth Paltrow,actress,tt1598778,Contagion,2011,2011-09-09,movie,USD,60000000,60000000,USD,136515867,60857770,75658097,0,NA,NA,NA,NA,NA
nm0000569,Gwyneth Paltrow,actress,tt1555064,Country Strong,2010,2011-01-07,movie,USD,15000000,15000000,USD,20529194,310273,20218921,0,NA,NA,NA,NA,NA
