actor_id,actor_name,category,title_id,title,year,release_date,type,budget_currency,budget,budget_USD,boxoffice_currency,World_Wide,International,Domestic,MCU_film,award_name,award_category,event_name,winner,nomination_year,MCU_tv,MCU,budget_scaled,decade,award_mcu
nm0748620,Paul Rudd,actor,tt0251094,Gen-Y Cops,2002,2002-02-23,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,00's,Non-MCU
nm0748620,Paul Rudd,actor,tt0247086,Deadline,2000,2000-10-02,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,00's,Non-MCU
nm0748620,Paul Rudd,actor,tt0194624,Strangers with Candy,1999,1999-04-07,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,90's,Non-MCU
nm0748620,Paul Rudd,actor,tt0124315,The Cider House Rules,2000,2000-01-07,Movie,USD,24000000,24000000,USD,88545092,31000000,57545092,0,NA,NA,NA,NA,NA,0,Non-MCU,3.2694722033542165,00's,Non-MCU
nm0748620,Paul Rudd,actor,tt0137338,200 Cigarettes,1999,1999-02-26,Movie,USD,6000000,6000000,USD,6852450,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3.0672146722107705,90's,Non-MCU
nm0748620,Paul Rudd,actor,tt0120772,The Object of My Affection,1998,1998-04-17,Movie,USD,15000000,15000000,USD,46905889,17718646,29187243,0,NA,NA,NA,NA,NA,0,Non-MCU,3.1683434377824935,90's,Non-MCU
nm0748620,Paul Rudd,actor,tt0119557,The Locusts,1997,1997-10-03,Movie,NA,NA,NA,USD,40158,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,90's,Non-MCU
nm0748620,Paul Rudd,actor,tt0115137,Clueless,1996,1996-09-20,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,90's,Non-MCU
nm0748620,Paul Rudd,actor,tt0117509,Romeo + Juliet,1996,1996-11-01,Movie,USD,14500000,14500000,USD,147554998,101203653,46351345,0,NA,NA,NA,NA,NA,0,Non-MCU,3.162725173028509,90's,Non-MCU
nm0748620,Paul Rudd,actor,tt0117660,The Size of Watermelons,1997,1997-01-17,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,90's,Non-MCU
nm0748620,Paul Rudd,actor,tt0113253,Halloween: The Curse of Michael Myers,1995,1995-09-29,Movie,USD,5000000,5000000,USD,15116634,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3.055978142702801,90's,Non-MCU
nm0748620,Paul Rudd,actor,tt0101199,Sisters,1991,1991-05-11,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,90's,Non-MCU
nm0748620,Paul Rudd,actor,tt0112697,Clueless,1995,1995-07-19,Movie,USD,12000000,12000000,USD,56631572,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,3.1346338492585857,90's,Non-MCU
nm0748620,Paul Rudd,actor,tt0108990,Wild Oats,1994,1994-09-04,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,90's,Non-MCU
nm0748620,Paul Rudd,actor,tt0108902,Rebel Highway,1994,1994-07-07,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,90's,Non-MCU
nm0748620,Paul Rudd,actor,tt19414282,"Between Two Ferns: The Movie, Sorta Uncut Interviews",2020,2020-08-21,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,20's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt10872600,Spider-Man: No Way Home,2021,2021-12-17,Movie,USD,200000000,200000000,USD,1891869434,1088000000,803869434,1,NA,NA,NA,NA,NA,0,MCU,5.2471013967568005,20's,MCU
nm1212722,Benedict Cumberbatch,actor,tt10168312,What If...?,2021,2021-08-11,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,20's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt10687506,The Electrical Life of Louis Wain,2021,2021-11-05,Movie,NA,NA,NA,USD,982264,982264,0,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,20's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt10293406,The Power of the Dog,2021,2021-12-01,Movie,NA,NA,NA,USD,271027,271027,0,0,Oscar,Best Performance by an Actor in a Leading Role,"Academy Awards, USA",Nominated,2022,0,Non-MCU,NA,20's,Academy Award Nominee
nm1212722,Benedict Cumberbatch,actor,tt0096697,The Simpsons,1989,1989-12-17,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,80's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt4761112,The Mauritanian,2021,2021-03-02,Movie,NA,NA,NA,USD,7527030,6690494,836536,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,20's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt8368512,The Courier,2021,2021-03-19,Movie,NA,NA,NA,USD,26001227,19387795,6613432,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,20's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt8579674,1917,2020,2020-01-10,Movie,USD,95000000,95000000,USD,384919389,225691745,159227644,0,NA,NA,NA,NA,NA,0,Non-MCU,4.067265798420031,20's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt9398640,Between Two Ferns: The Movie,2019,2019-09-20,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt1869454,Good Omens,2019,2019-05-31,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt4154796,Avengers: Endgame,2019,2019-04-26,Movie,USD,356000000,356000000,USD,2797501328,1939128328,858373000,1,NA,NA,NA,NA,NA,0,MCU,7,10's,MCU
nm1212722,Benedict Cumberbatch,actor,tt2388771,Mowgli: Legend of the Jungle,2018,2018-12-07,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt2709692,The Grinch,2018,2018-11-09,Movie,USD,75000000,75000000,USD,512858819,241474088,271384731,0,NA,NA,NA,NA,NA,0,Non-MCU,3.8425352082606468,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt4154756,Avengers: Infinity War,2018,2018-04-27,Movie,USD,321000000,321000000,USD,2048359754,1369544272,678815482,1,NA,NA,NA,NA,NA,0,MCU,6.606721467221077,10's,MCU
nm1212722,Benedict Cumberbatch,actor,tt3501632,Thor: Ragnarok,2017,2017-11-03,Movie,USD,180000000,180000000,USD,853983911,538925622,315058289,1,NA,NA,NA,NA,NA,0,MCU,5.022370806597416,10's,MCU
nm1212722,Benedict Cumberbatch,actor,tt2140507,The Current War: Director's Cut,2019,2019-10-25,Movie,USD,30000000,30000000,USD,12217160,6237620,5979540,0,NA,NA,NA,NA,NA,0,Non-MCU,3.3368913804020317,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt1475582,Sherlock,2010,2010-10-24,TV Series,NA,NA,NA,NA,NA,NA,NA,0,Primetime Emmy,Outstanding Lead Actor in a Miniseries or a Movie,Primetime Emmy Awards,Nominated,2012,0,Non-MCU,NA,10's,Academy Award Nominee
nm1212722,Benedict Cumberbatch,actor,tt1475582,Sherlock,2010,2010-10-24,TV Series,NA,NA,NA,NA,NA,NA,NA,0,Primetime Emmy,Outstanding Lead Actor in a Miniseries or a Movie,Primetime Emmy Awards,Winner,2014,0,Non-MCU,NA,10's,Academy Award Winner
nm1212722,Benedict Cumberbatch,actor,tt1475582,Sherlock,2010,2010-10-24,TV Series,NA,NA,NA,NA,NA,NA,NA,0,Primetime Emmy,Outstanding Lead Actor in a Limited Series or a Movie,Primetime Emmy Awards,Nominated,2016,0,Non-MCU,NA,10's,Academy Award Nominee
nm1212722,Benedict Cumberbatch,actor,tt1475582,Sherlock,2010,2010-10-24,TV Series,NA,NA,NA,NA,NA,NA,NA,0,Primetime Emmy,Outstanding Lead Actor in a Limited Series or Movie,Primetime Emmy Awards,Nominated,2017,0,Non-MCU,NA,10's,Academy Award Nominee
nm1212722,Benedict Cumberbatch,actor,tt1211837,Doctor Strange,2016,2016-11-04,Movie,USD,165000000,165000000,USD,677796076,445154156,232641920,1,NA,NA,NA,NA,NA,0,MCU,4.853822863977878,10's,MCU
nm1212722,Benedict Cumberbatch,actor,tt2262456,The Hollow Crown,2013,2013-09-20,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt1608290,Zoolander 2,2016,2016-02-12,Movie,USD,50000000,50000000,USD,56722693,27874000,28848693,0,NA,NA,NA,NA,NA,0,Non-MCU,3.5616219705614163,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt4476736,Hamlet,2015,2015-10-15,Movie,NA,NA,NA,USD,5298933,4849126,449807,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt1355683,Black Mass,2015,2015-09-18,Movie,USD,53000000,53000000,USD,99775678,37200000,62575678,0,NA,NA,NA,NA,NA,0,Non-MCU,3.595331559085324,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt2310332,The Hobbit: The Battle of the Five Armies,2014,2014-12-17,Movie,USD,250000000,250000000,USD,962201338,707063077,255138261,0,NA,NA,NA,NA,NA,0,Non-MCU,5.808927872155262,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt1911658,Penguins of Madagascar,2014,2014-11-26,Movie,USD,132000000,132000000,USD,373515621,289664710,83850911,0,NA,NA,NA,NA,NA,0,Non-MCU,4.4830173902148935,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt2084970,The Imitation Game,2014,2014-12-25,Movie,USD,14000000,14000000,USD,233555708,142430025,91125683,0,Oscar,Best Performance by an Actor in a Leading Role,"Academy Awards, USA",Nominated,2015,0,Non-MCU,3.1571069082745242,10's,Academy Award Nominee
nm1212722,Benedict Cumberbatch,actor,tt1170358,The Hobbit: The Desolation of Smaug,2013,2013-12-13,Movie,USD,225000000,225000000,USD,959027992,700640658,258387334,0,NA,NA,NA,NA,NA,0,Non-MCU,5.5280146344560315,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt1322269,August: Osage County,2014,2014-01-10,Movie,USD,25000000,25000000,USD,74188937,36450127,37738810,0,NA,NA,NA,NA,NA,0,Non-MCU,3.280708732862186,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt1837703,The Fifth Estate,2013,2013-10-18,Movie,USD,28000000,28000000,USD,9058564,5803556,3255008,0,NA,NA,NA,NA,NA,0,Non-MCU,3.314418321386093,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt2024544,12 Years a Slave,2013,2013-11-08,Movie,USD,20000000,20000000,USD,187733202,131061209,56671993,0,NA,NA,NA,NA,NA,0,Non-MCU,3.2245260853223394,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt1408101,Star Trek Into Darkness,2013,2013-05-16,Movie,USD,190000000,190000000,USD,467365246,238586585,228778661,0,NA,NA,NA,NA,NA,0,Non-MCU,5.134736101677108,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt0903624,The Hobbit: An Unexpected Journey,2012,2012-12-14,Movie,USD,180000000,180000000,USD,1017030651,714000000,303030651,0,NA,NA,NA,NA,NA,0,Non-MCU,5.022370806597416,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt1650028,Wreckers,2011,2011-12-16,Movie,NA,NA,NA,USD,10962,10962,0,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt1568911,War Horse,2011,2011-12-25,Movie,USD,66000000,66000000,USD,177584879,97700000,79884879,0,NA,NA,NA,NA,NA,0,Non-MCU,3.741406442688924,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt1340800,Tinker Tailor Soldier Spy,2012,2012-01-06,Movie,GBP,20000000,26000000,USD,81515369,57365976,24149393,0,NA,NA,NA,NA,NA,0,Non-MCU,3.291945262370155,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt1564623,Curiosity,2011,2011-08-07,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt1795369,Frankenstein,2011,2011-03-17,Movie,NA,NA,NA,USD,620167,202384,417783,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt0896872,The Whistleblower,2011,2011-01-08,Movie,NA,NA,NA,USD,1870392,745426,1124966,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt1510906,Third Star,2011,2011-06-25,Movie,GBP,1500000,1950000,USD,14586,14586,0,0,NA,NA,NA,NA,NA,0,Non-MCU,3.021706727703495,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt1341167,Four Lions,2010,2010-01-23,Movie,NA,NA,NA,USD,6149356,5844740,304616,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt0974014,Creation,2010,2010-01-22,Movie,GBP,10000000,13000000,USD,2058675,1717352,341323,0,NA,NA,NA,NA,NA,0,Non-MCU,3.145870378766555,10's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt1067104,Burlesque Fairytales,2009,2009-06-07,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,00's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt1734537,Agatha Christie's Marple,2005,2005-04-17,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,00's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt0467200,The Other Boleyn Girl,2008,2008-02-29,Movie,USD,35000000,35000000,USD,78201830,51386873,26814957,0,NA,NA,NA,NA,NA,0,Non-MCU,3.393074027941878,00's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt0783233,Atonement,2008,2008-01-11,Movie,USD,30000000,30000000,USD,131016624,80089557,50927067,0,NA,NA,NA,NA,NA,0,Non-MCU,3.3368913804020317,00's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt0454776,Amazing Grace,2007,2007-02-23,Movie,NA,NA,NA,USD,32120360,10869677,21250683,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,00's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt0477095,Starter for 10,2007,2007-03-09,Movie,NA,NA,NA,USD,1736394,1519555,216839,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,00's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt0101114,Heartbeat,1992,1992-04-10,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,90's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt0370139,Fortysomething,2003,2003-06-29,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,00's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt0160904,MI-5,2003,2003-07-22,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,00's,Non-MCU
nm1212722,Benedict Cumberbatch,actor,tt0115355,Silent Witness,1996,1996-02-21,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,90's,Non-MCU
nm4043618,Tom Holland,actor,tt1464335,Uncharted,2022,2022-02-18,Movie,USD,120000000,120000000,USD,383657447,240500000,143157447,0,NA,NA,NA,NA,NA,0,Non-MCU,4.348179036119262,20's,Non-MCU
nm4043618,Tom Holland,actor,tt10872600,Spider-Man: No Way Home,2021,2021-12-17,Movie,USD,200000000,200000000,USD,1891869434,1088000000,803869434,1,NA,NA,NA,NA,NA,0,MCU,5.2471013967568005,20's,MCU
nm4043618,Tom Holland,actor,tt7097896,Venom: Let There Be Carnage,2021,2021-10-01,Movie,NA,NA,NA,USD,502050366,288500000,213550366,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,20's,Non-MCU
nm4043618,Tom Holland,actor,tt9130508,Cherry,2021,2021-03-12,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,20's,Non-MCU
nm4043618,Tom Holland,actor,tt2076822,Chaos Walking,2021,2021-03-05,Movie,USD,125000000,125000000,USD,26508132,13220224,13287908,0,NA,NA,NA,NA,NA,0,Non-MCU,4.404361683659109,20's,Non-MCU
nm4043618,Tom Holland,actor,tt7395114,The Devil All the Time,2020,2020-09-10,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,20's,Non-MCU
nm4043618,Tom Holland,actor,tt7146812,Onward,2020,2020-03-06,Movie,USD,175000000,175000000,USD,141940042,80384897,61555145,0,NA,NA,NA,NA,NA,0,Non-MCU,4.96618815905757,20's,Non-MCU
nm4043618,Tom Holland,actor,tt6673612,Dolittle,2020,2020-01-17,Movie,USD,175000000,175000000,USD,245438997,168391932,77047065,0,NA,NA,NA,NA,NA,0,Non-MCU,4.96618815905757,20's,Non-MCU
nm4043618,Tom Holland,actor,tt5814534,Spies in Disguise,2019,2019-12-25,Movie,USD,100000000,100000000,USD,171616764,104859751,66757013,0,NA,NA,NA,NA,NA,0,Non-MCU,4.123448445959878,10's,Non-MCU
nm4043618,Tom Holland,actor,tt6320628,Spider-Man: Far from Home,2019,2019-07-02,Movie,USD,160000000,160000000,USD,1131927996,741395911,390532085,1,NA,NA,NA,NA,NA,0,MCU,4.797640216438031,10's,MCU
nm4043618,Tom Holland,actor,tt4154796,Avengers: Endgame,2019,2019-04-26,Movie,USD,356000000,356000000,USD,2797501328,1939128328,858373000,1,NA,NA,NA,NA,NA,0,MCU,7,10's,MCU
nm4043618,Tom Holland,actor,tt4154756,Avengers: Infinity War,2018,2018-04-27,Movie,USD,321000000,321000000,USD,2048359754,1369544272,678815482,1,NA,NA,NA,NA,NA,0,MCU,6.606721467221077,10's,MCU
nm4043618,Tom Holland,actor,tt2140507,The Current War: Director's Cut,2019,2019-10-25,Movie,USD,30000000,30000000,USD,12217160,6237620,5979540,0,NA,NA,NA,NA,NA,0,Non-MCU,3.3368913804020317,10's,Non-MCU
nm4043618,Tom Holland,actor,tt2250912,Spider-Man: Homecoming,2017,2017-07-07,Movie,USD,175000000,175000000,USD,880166924,545965784,334201140,1,NA,NA,NA,NA,NA,0,MCU,4.96618815905757,10's,MCU
nm4043618,Tom Holland,actor,tt3531202,Pilgrimage,2017,2017-08-11,Movie,EUR,4749500,5129460,USD,23689,23689,0,0,NA,NA,NA,NA,NA,0,Non-MCU,3.0574328238129027,10's,Non-MCU
nm4043618,Tom Holland,actor,tt1212428,The Lost City of Z,2017,2017-04-21,Movie,USD,30000000,30000000,USD,19263938,10683528,8580410,0,NA,NA,NA,NA,NA,0,Non-MCU,3.3368913804020317,10's,Non-MCU
nm4043618,Tom Holland,actor,tt4526546,Edge of Winter,2016,2016-08-02,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,10's,Non-MCU
nm4043618,Tom Holland,actor,tt3498820,Captain America: Civil War,2016,2016-05-06,Movie,USD,250000000,250000000,USD,1153337496,745253147,408084349,1,NA,NA,NA,NA,NA,0,MCU,5.808927872155262,10's,MCU
nm4043618,Tom Holland,actor,tt1390411,In the Heart of the Sea,2015,2015-12-11,Movie,USD,100000000,100000000,USD,93920758,68900000,25020758,0,NA,NA,NA,NA,NA,0,Non-MCU,4.123448445959878,10's,Non-MCU
nm4043618,Tom Holland,actor,tt4085696,Billy Elliot,2014,2014-11-12,Movie,NA,NA,NA,USD,3413368,3413368,0,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,10's,Non-MCU
nm4043618,Tom Holland,actor,tt1894476,How I Live Now,2013,2013-10-15,Movie,USD,8000000,8000000,USD,925762,865549,60213,0,NA,NA,NA,NA,NA,0,Non-MCU,3.0896877312267086,10's,Non-MCU
nm4043618,Tom Holland,actor,tt2692904,Locke,2014,2014-01-17,Movie,USD,2000000,2000000,USD,5090608,3714839,1375769,0,NA,NA,NA,NA,NA,0,Non-MCU,3.0222685541788934,10's,Non-MCU
nm4043618,Tom Holland,actor,tt1649419,The Impossible,2013,2013-01-04,Movie,USD,45000000,45000000,USD,198087212,179067330,19019882,0,NA,NA,NA,NA,NA,0,Non-MCU,3.5054393230215704,10's,Non-MCU
nm4043618,Tom Holland,actor,tt1568921,The Secret World of Arrietty,2012,2012-02-17,Movie,USD,23000000,23000000,USD,149411550,129824518,19587032,0,NA,NA,NA,NA,NA,0,Non-MCU,3.2582356738462472,10's,Non-MCU
nm1569276,Chadwick Boseman,actor,tt10168312,What If...?,2021,2021-08-11,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,20's,Non-MCU
nm1569276,Chadwick Boseman,actor,tt10514222,Ma Rainey's Black Bottom,2020,2020-12-18,Movie,NA,NA,NA,NA,NA,NA,NA,0,Oscar,Best Performance by an Actor in a Leading Role,"Academy Awards, USA",Nominated,2021,0,Non-MCU,NA,20's,Academy Award Nominee
nm1569276,Chadwick Boseman,actor,tt9777644,Da 5 Bloods,2020,2020-06-12,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,20's,Non-MCU
nm1569276,Chadwick Boseman,actor,tt8688634,21 Bridges,2019,2019-11-22,Movie,USD,33000000,33000000,USD,49939757,21400000,28539757,0,NA,NA,NA,NA,NA,0,Non-MCU,3.3706009689259395,10's,Non-MCU
nm1569276,Chadwick Boseman,actor,tt4154796,Avengers: Endgame,2019,2019-04-26,Movie,USD,356000000,356000000,USD,2797501328,1939128328,858373000,1,NA,NA,NA,NA,NA,0,MCU,7,10's,MCU
nm1569276,Chadwick Boseman,actor,tt4154756,Avengers: Infinity War,2018,2018-04-27,Movie,USD,321000000,321000000,USD,2048359754,1369544272,678815482,1,NA,NA,NA,NA,NA,0,MCU,6.606721467221077,10's,MCU
nm1569276,Chadwick Boseman,actor,tt1825683,Black Panther,2018,2018-02-16,Movie,USD,200000000,200000000,USD,1347597973,647171407,700426566,1,NA,NA,NA,NA,NA,0,MCU,5.2471013967568005,10's,MCU
nm1569276,Chadwick Boseman,actor,tt5301662,Marshall,2017,2017-10-13,Movie,USD,12000000,12000000,USD,10116816,65157,10051659,0,NA,NA,NA,NA,NA,0,Non-MCU,3.1346338492585857,10's,Non-MCU
nm1569276,Chadwick Boseman,actor,tt1712192,Message from the King,2017,2017-08-04,Movie,USD,10000000,10000000,USD,315132,315132,0,0,NA,NA,NA,NA,NA,0,Non-MCU,3.112160790242647,10's,Non-MCU
nm1569276,Chadwick Boseman,actor,tt3498820,Captain America: Civil War,2016,2016-05-06,Movie,USD,250000000,250000000,USD,1153337496,745253147,408084349,1,NA,NA,NA,NA,NA,0,MCU,5.808927872155262,10's,MCU
nm1569276,Chadwick Boseman,actor,tt2404233,Gods of Egypt,2016,2016-02-26,Movie,USD,140000000,140000000,USD,150680864,119527400,31153464,0,NA,NA,NA,NA,NA,0,Non-MCU,4.572909626278647,10's,Non-MCU
nm1569276,Chadwick Boseman,actor,tt2473602,Get on Up,2014,2014-08-01,Movie,USD,30000000,30000000,USD,33448971,2745871,30703100,0,NA,NA,NA,NA,NA,0,Non-MCU,3.3368913804020317,10's,Non-MCU
nm1569276,Chadwick Boseman,actor,tt2223990,Draft Day,2014,2014-04-11,Movie,USD,25000000,25000000,USD,29824199,981962,28842237,0,NA,NA,NA,NA,NA,0,Non-MCU,3.280708732862186,10's,Non-MCU
nm1569276,Chadwick Boseman,actor,tt0453562,42,2013,2013-04-12,Movie,USD,40000000,40000000,USD,97510197,2450488,95059709,0,NA,NA,NA,NA,NA,0,Non-MCU,3.449256675481724,10's,Non-MCU
nm1569276,Chadwick Boseman,actor,tt1727373,The Kill Hole,2012,2012-08-28,Movie,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,10's,Non-MCU
nm1569276,Chadwick Boseman,actor,tt1119644,Fringe,2008,2008-09-09,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,00's,Non-MCU
nm1569276,Chadwick Boseman,actor,tt1489428,Justified,2010,2010-03-16,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,10's,Non-MCU
nm1569276,Chadwick Boseman,actor,tt1578258,Detroit 1-8-7,2010,2010-09-21,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,10's,Non-MCU
nm1569276,Chadwick Boseman,actor,tt1552112,The Glades,2010,2010-07-11,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,10's,Non-MCU
nm1569276,Chadwick Boseman,actor,tt1333050,Persons Unknown,2010,2010-06-07,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,10's,Non-MCU
nm1569276,Chadwick Boseman,actor,tt1235099,Lie to Me,2009,2009-01-21,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,00's,Non-MCU
nm1569276,Chadwick Boseman,actor,tt0368479,Cold Case,2003,2003-09-28,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,00's,Non-MCU
nm1569276,Chadwick Boseman,actor,tt0108757,ER,1994,1994-09-19,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,90's,Non-MCU
nm1569276,Chadwick Boseman,actor,tt0469903,The Express,2008,2008-10-10,Movie,USD,40000000,40000000,USD,9808124,14718,9793406,0,NA,NA,NA,NA,NA,0,Non-MCU,3.449256675481724,00's,Non-MCU
nm1569276,Chadwick Boseman,actor,tt0395843,CSI: NY,2004,2004-09-22,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,00's,Non-MCU
nm1569276,Chadwick Boseman,actor,tt0098844,Law & Order,1990,1990-09-13,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,90's,Non-MCU
nm1569276,Chadwick Boseman,actor,tt0197182,Third Watch,1999,1999-09-23,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,90's,Non-MCU
nm1569276,Chadwick Boseman,actor,tt0065272,All My Children,1970,1970-01-05,TV Series,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Non-MCU,NA,70's,Non-MCU
